scenario_id,family,agent_type,plan_plausibility,trace_feasibility,plausibility_feasibility_gap,impossible_trace_rate,city_false_continue,goal_completion,task_completion,constraint_satisfaction,process_success,feasibility_violation,replanning_success,travel_efficiency,budget_consistency,intention_consistency,social_appropriateness,done_state_loop_rate,social_derailment_rate,final_time,final_location,final_budget,violations,failure_taxonomy,llm_calls,llm_latency_seconds,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_usage_complete
closed_study_spot_replacement,poi_closure,gatsim_official_planner,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,0.565,1.0,1.0,,0.0,0.0,15:43,plaza,11.0,0,{},2,15.676,18234,602,18836,True
closed_study_spot_replacement,poi_closure,sotopia_official_llm_agent,1.0,0.6,0.4,0.4,1.0,0.7,0.5,1.0,,0.4,,1.0,1.0,0.42,,0.0,0.0,15:51,bookstore,18.0,2,"{""invalid_state_transition"": 1, ""money_budget_failure"": 1}",6,22.413,41668,111,41779,True
closed_study_spot_replacement,poi_closure,generative_agents_official_planner,1.0,0.571,0.429,0.429,1.0,0.7,0.5,1.0,,0.429,,0.929,1.0,0.4,,0.0,0.0,16:30,coworking,18.0,3,"{""money_budget_failure"": 3}",7,36.191,41252,743,41995,True
closed_study_spot_replacement,poi_closure,agentsociety_official_plan_blocks,1.0,0.5,0.5,0.5,1.0,0.7,0.5,1.0,,0.5,,0.388,1.0,0.35,,0.0,0.0,16:49,quiet_cafe,18.0,3,"{""money_budget_failure"": 2, ""time_budget_failure"": 1}",6,35.283,42056,775,42831,True
detour_commute_midroute_block,disruption,gatsim_official_planner,1.0,1.0,0.0,0.0,0.0,0.8,1.0,1.0,0.0,0.0,0.0,0.4,1.0,0.8,,0.0,0.0,09:07,office,10.0,0,{},2,16.226,18165,651,18816,True
detour_commute_midroute_block,disruption,sotopia_official_llm_agent,1.0,1.0,0.0,0.0,0.0,0.65,0.0,1.0,1.0,0.0,1.0,0.867,1.0,0.65,,0.0,0.0,08:30,office,10.0,0,"{""goal_drift"": 1}",3,10.457,20571,55,20626,True
detour_commute_midroute_block,disruption,generative_agents_official_planner,1.0,0.875,0.125,0.125,1.0,0.5,0.0,0.667,1.0,0.125,1.0,0.456,1.0,0.438,,0.0,0.0,08:59,office,10.0,1,"{""impossible_route"": 1}",5,36.244,30184,1122,31306,True
detour_commute_midroute_block,disruption,agentsociety_official_plan_blocks,1.0,0.75,0.25,0.25,0.0,0.85,1.0,0.667,1.0,0.25,1.0,0.867,1.0,0.637,,0.0,0.0,08:46,office,10.0,1,"{""invalid_state_transition"": 1}",6,37.105,41954,883,42837,True
meeting_wait_trap,time_pressure,gatsim_official_planner,0.0,1.0,0.0,0.0,0.0,0.35,0.0,1.0,,0.0,,1.0,1.0,0.35,0.0,0.0,0.0,12:05,office,16.0,0,"{""goal_drift"": 1}",1,24.016,8870,334,9204,True
meeting_wait_trap,time_pressure,sotopia_official_llm_agent,1.0,1.0,0.0,0.0,0.0,0.55,0.308,1.0,,0.0,,1.0,1.0,0.55,0.5,0.0,0.0,12:25,office,16.0,0,"{""goal_drift"": 1}",10,44.557,70842,595,71437,True
meeting_wait_trap,time_pressure,generative_agents_official_planner,1.0,0.556,0.444,0.444,1.0,0.35,0.308,0.429,,0.444,,0.955,1.0,0.194,0.5,0.0,0.0,13:15,quiet_cafe,16.0,4,"{""money_budget_failure"": 4}",7,39.714,42289,1091,43380,True
meeting_wait_trap,time_pressure,agentsociety_official_plan_blocks,1.0,0.571,0.429,0.429,0.0,0.35,0.308,0.429,,0.429,,1.0,1.0,0.2,0.5,0.0,0.0,13:07,quiet_cafe,16.0,3,"{""invalid_state_transition"": 3}",10,54.964,70782,1515,72297,True
school_pickup_social_detour,social_spatial_tradeoff,gatsim_official_planner,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,0.464,1.0,1.0,1.0,0.0,0.0,18:03,home_aria,12.0,0,{},1,8.797,8875,368,9243,True
school_pickup_social_detour,social_spatial_tradeoff,sotopia_official_llm_agent,1.0,0.667,0.333,0.333,0.0,0.55,0.0,1.0,,0.333,,1.0,1.0,0.367,1.0,0.0,0.0,17:31,school,12.0,1,"{""invalid_state_transition"": 1}",4,15.185,27312,79,27391,True
school_pickup_social_detour,social_spatial_tradeoff,generative_agents_official_planner,1.0,0.8,0.2,0.2,1.0,1.0,1.0,1.0,,0.2,,1.0,1.0,0.8,1.0,0.0,0.0,17:33,school,12.0,1,"{""impossible_route"": 1}",3,16.189,18005,452,18457,True
school_pickup_social_detour,social_spatial_tradeoff,agentsociety_official_plan_blocks,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,17:32,school,12.0,0,{},2,9.542,13685,236,13921,True
