scenario_id,family,agent_type,plan_plausibility,trace_feasibility,plausibility_feasibility_gap,impossible_trace_rate,city_false_continue,goal_completion,feasibility_violation,replanning_success,travel_efficiency,budget_consistency,intention_consistency,social_appropriateness,done_state_loop_rate,social_derailment_rate,final_time,final_location,final_budget,violations,failure_taxonomy
avoid_crowd_event,preference_constraint,utility_planner,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,,0.0,0.0,18:27,park,14.0,0,{}
avoid_crowd_event,preference_constraint,api_llm_direct_actor,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,,0.0,0.0,20:00,park,14.0,0,{}
avoid_crowd_event,preference_constraint,api_llm_plan_then_act,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,,0.0,0.0,19:05,market,0.0,0,{}
avoid_crowd_event,preference_constraint,api_llm_reactive_replanner,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,,0.0,0.0,18:27,park,14.0,0,{}
budget_errand_chain,budget_constraint,utility_planner,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,,0.0,0.0,17:58,home_aria,3.0,0,{}
budget_errand_chain,budget_constraint,api_llm_direct_actor,1.0,0.8,0.2,0.2,0.0,1.0,0.0,,0.537,1.0,1.0,,1.0,0.0,18:48,home_aria,3.0,0,"{""done_state_loop"": 1}"
budget_errand_chain,budget_constraint,api_llm_plan_then_act,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,,0.0,0.0,18:28,home_aria,3.0,0,{}
budget_errand_chain,budget_constraint,api_llm_reactive_replanner,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,,0.0,0.0,17:58,home_aria,3.0,0,{}
closed_poi_replacement,poi_closure,utility_planner,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,,0.0,0.0,16:28,bookstore,9.0,0,{}
closed_poi_replacement,poi_closure,api_llm_direct_actor,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,,0.0,0.0,17:30,coworking,1.0,0,{}
closed_poi_replacement,poi_closure,api_llm_plan_then_act,1.0,1.0,0.0,0.0,0.0,0.6,0.0,,1.0,1.0,0.6,,0.0,0.0,16:38,coworking,1.0,0,{}
closed_poi_replacement,poi_closure,api_llm_reactive_replanner,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,,0.0,0.0,16:23,coworking,1.0,0,{}
commute_disruption,disruption,utility_planner,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,08:26,office,8.0,1,"{""impossible_route"": 1}"
commute_disruption,disruption,api_llm_direct_actor,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.634,1.0,1.0,,0.0,0.0,09:20,office,8.0,0,{}
commute_disruption,disruption,api_llm_plan_then_act,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.634,1.0,1.0,,0.0,0.0,08:51,office,8.0,0,{}
commute_disruption,disruption,api_llm_reactive_replanner,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,08:26,office,8.0,1,"{""impossible_route"": 1}"
conflicting_social_obligation,social_spatial_tradeoff,utility_planner,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,17:47,coworking,20.0,0,{}
conflicting_social_obligation,social_spatial_tradeoff,api_llm_direct_actor,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,18:32,coworking,20.0,0,{}
conflicting_social_obligation,social_spatial_tradeoff,api_llm_plan_then_act,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,17:47,coworking,20.0,0,{}
conflicting_social_obligation,social_spatial_tradeoff,api_llm_reactive_replanner,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,17:47,coworking,20.0,0,{}
lunch_meeting_time_pressure,time_pressure,utility_planner,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,12:25,cafe_central,6.0,0,{}
lunch_meeting_time_pressure,time_pressure,api_llm_direct_actor,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,12:28,cafe_central,6.0,0,{}
lunch_meeting_time_pressure,time_pressure,api_llm_plan_then_act,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.286,1.0,1.0,1.0,0.0,0.0,12:31,quiet_cafe,8.0,0,{}
lunch_meeting_time_pressure,time_pressure,api_llm_reactive_replanner,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.286,1.0,1.0,1.0,0.0,0.0,13:10,quiet_cafe,8.0,0,{}
memory_dependent_place_choice,memory,utility_planner,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,10:30,quiet_cafe,4.0,0,{}
memory_dependent_place_choice,memory,api_llm_direct_actor,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,12:00,quiet_cafe,4.0,0,{}
memory_dependent_place_choice,memory,api_llm_plan_then_act,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,10:52,quiet_cafe,4.0,0,{}
memory_dependent_place_choice,memory,api_llm_reactive_replanner,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,10:30,quiet_cafe,4.0,0,{}
unexpected_friend_encounter,opportunistic_social,utility_planner,1.0,1.0,0.0,0.0,0.0,0.75,0.0,,1.0,1.0,0.75,0.0,0.0,0.0,16:04,pharmacy,11.0,0,{}
unexpected_friend_encounter,opportunistic_social,api_llm_direct_actor,1.0,1.0,0.0,0.0,0.0,0.75,0.0,,1.0,1.0,0.75,0.0,0.0,0.0,17:02,pharmacy,11.0,0,{}
unexpected_friend_encounter,opportunistic_social,api_llm_plan_then_act,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,16:25,pharmacy,11.0,0,{}
unexpected_friend_encounter,opportunistic_social,api_llm_reactive_replanner,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,16:09,pharmacy,11.0,0,{}
