scenario_id,family,agent_type,plan_plausibility,trace_feasibility,plausibility_feasibility_gap,impossible_trace_rate,city_false_continue,goal_completion,task_completion,constraint_satisfaction,process_success,feasibility_violation,replanning_success,travel_efficiency,budget_consistency,intention_consistency,social_appropriateness,done_state_loop_rate,social_derailment_rate,final_time,final_location,final_budget,violations,failure_taxonomy,llm_calls,llm_latency_seconds,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_usage_complete
hard_budget_entangled_meet,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,18:26,home_aria,1.0,0,{},11,750.757,41586,2855,44441,True
hard_budget_entangled_meet,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,18:32,home_aria,1.0,0,{},1,11.026,2107,654,2761,True
hard_deadline_then_meet,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:05,quiet_cafe,2.0,0,{},9,442.436,32701,1731,34432,True
hard_deadline_then_meet,social_outcome_hard,api_llm_plan_and_execute,1.0,0.857,0.143,0.143,0.0,0.5,0.5,0.5,,0.143,,1.0,1.0,0.429,0.0,0.0,0.0,12:56,quiet_cafe,2.0,1,"{""invalid_state_transition"": 1}",1,34.123,2197,2505,4702,True
hard_full_evening_chain,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,0.7,0.571,1.0,,0.0,,1.0,1.0,0.7,1.0,0.0,1.0,17:50,budget_diner,4.0,0,"{""social_derailment"": 1}",9,426.679,34803,3048,37851,True
hard_full_evening_chain,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,18:21,home_aria,4.0,0,{},1,11.983,2049,609,2658,True
hard_overlapping_windows,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,0.7,0.5,1.0,,0.0,,1.0,1.0,0.7,0.5,0.0,1.0,13:03,cafe_central,6.0,0,"{""goal_drift"": 1, ""social_derailment"": 1}",8,264.561,27669,5749,33418,True
hard_overlapping_windows,social_outcome_hard,api_llm_plan_and_execute,1.0,0.6,0.4,0.4,1.0,0.2,0.0,0.5,,0.4,,1.0,1.0,0.12,0.0,0.0,0.0,13:22,cafe_central,18.0,2,"{""invalid_state_transition"": 1, ""time_budget_failure"": 1}",1,10.874,2116,554,2670,True
hard_stale_plan_override,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,12:34,quiet_cafe,6.0,0,{},7,323.509,23077,4576,27653,True
hard_stale_plan_override,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,12:39,quiet_cafe,6.0,0,{},1,41.238,1976,3115,5091,True
hard_three_meeting_relay,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:20,budget_diner,1.0,0,{},14,427.866,56237,9694,65931,True
hard_three_meeting_relay,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:23,budget_diner,1.0,0,{},1,23.844,2525,938,3463,True
