scenario_id,family,agent_type,plan_plausibility,trace_feasibility,plausibility_feasibility_gap,impossible_trace_rate,city_false_continue,goal_completion,task_completion,constraint_satisfaction,process_success,feasibility_violation,replanning_success,travel_efficiency,budget_consistency,intention_consistency,social_appropriateness,done_state_loop_rate,social_derailment_rate,final_time,final_location,final_budget,violations,failure_taxonomy,llm_calls,llm_latency_seconds,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_usage_complete
hard_budget_entangled_meet,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,0.85,0.769,1.0,,0.0,,1.0,1.0,0.85,1.0,0.0,1.0,18:29,pharmacy,1.0,0,"{""social_derailment"": 1}",9,458.088,33773,10025,43798,True
hard_budget_entangled_meet,social_outcome_hard,api_llm_plan_and_execute,1.0,0.889,0.111,0.111,0.0,0.45,0.385,0.571,,0.111,,1.0,1.0,0.4,0.0,0.0,1.0,18:41,home_aria,1.0,1,"{""social_derailment"": 1, ""time_budget_failure"": 1}",1,11.696,2107,643,2750,True
hard_deadline_then_meet,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:05,quiet_cafe,2.0,0,{},10,315.311,36155,1468,37623,True
hard_deadline_then_meet,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,0.7,0.5,1.0,,0.0,,0.929,1.0,0.7,0.0,0.0,0.0,12:48,office,12.0,0,"{""goal_drift"": 1}",1,94.734,2197,8221,10418,True
hard_full_evening_chain,social_outcome_hard,api_llm_react_tool_policy,1.0,0.909,0.091,0.091,0.0,0.7,0.786,0.5,,0.091,,1.0,1.0,0.636,1.0,0.0,1.0,18:21,home_aria,4.0,1,"{""invalid_state_transition"": 1, ""social_derailment"": 1}",12,253.077,47423,5486,52909,True
hard_full_evening_chain,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,18:21,home_aria,4.0,0,{},1,67.897,2049,627,2676,True
hard_overlapping_windows,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,0.7,0.5,1.0,,0.0,,1.0,1.0,0.7,0.5,0.0,1.0,13:03,cafe_central,6.0,0,"{""goal_drift"": 1, ""social_derailment"": 1}",8,113.968,27675,3036,30711,True
hard_overlapping_windows,social_outcome_hard,api_llm_plan_and_execute,1.0,0.875,0.125,0.125,0.0,0.5,0.5,0.5,,0.125,,1.0,1.0,0.438,0.5,0.0,1.0,13:15,cafe_central,6.0,1,"{""invalid_state_transition"": 1, ""social_derailment"": 1}",1,18.576,2116,539,2655,True
hard_stale_plan_override,social_outcome_hard,api_llm_react_tool_policy,1.0,0.833,0.167,0.167,0.0,0.8,1.0,0.5,,0.167,,1.0,1.0,0.667,1.0,0.0,0.0,12:39,quiet_cafe,6.0,1,"{""invalid_state_transition"": 1}",7,48.716,24141,1127,25268,True
hard_stale_plan_override,social_outcome_hard,api_llm_plan_and_execute,1.0,0.833,0.167,0.167,0.0,0.4,0.333,0.5,,0.167,,1.0,1.0,0.333,0.5,0.0,0.0,12:54,quiet_cafe,6.0,1,"{""invalid_state_transition"": 1}",1,8.238,1976,435,2411,True
hard_three_meeting_relay,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:20,budget_diner,1.0,0,{},14,116.882,55469,2283,57752,True
hard_three_meeting_relay,social_outcome_hard,api_llm_plan_and_execute,1.0,0.929,0.071,0.071,0.0,0.6,0.667,0.5,,0.071,,1.0,1.0,0.557,0.667,0.0,1.0,13:09,budget_diner,1.0,1,"{""invalid_state_transition"": 1, ""social_derailment"": 1}",1,39.329,2525,840,3365,True
