audit_id,image_filename,assigned_style,sample_type,label,full_rank,candidate_score,official_median_score,score_margin,global_label_rank,global_specificity_margin,sampling_probability,sampled,sampling_seed,left,top,width,height
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,78,0.252197265625,0.3359375,-0.083740234375,23,-0.015625,0.01875336840748787,0,20260726,0.0,0.0,0.12,0.12
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,44,0.28369140625,0.3359375,-0.05224609375,57,-0.039794921875,0.026429399847984314,0,20260726,0.176,0.0,0.12,0.12
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,88,0.2454833984375,0.3359375,-0.0904541015625,26,-0.0191650390625,0.017655830830335617,0,20260726,0.352,0.0,0.12,0.12
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,90,0.244140625,0.3359375,-0.091796875,24,-0.013916015625,0.017453830689191818,0,20260726,0.528,0.0,0.1200000000000001,0.12
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,94,0.24072265625,0.3359375,-0.09521484375,25,-0.011962890625,0.016955561935901642,0,20260726,0.704,0.0,0.1200000000000001,0.12
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,66,0.2646484375,0.3359375,-0.0712890625,14,-0.0166015625,0.02123124524950981,0,20260726,0.8800000000000001,0.0,0.1200000000000001,0.12
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,81,0.251220703125,0.3359375,-0.084716796875,16,-0.023681640625,0.01858503557741642,0,20260726,0.0,0.176,0.12,0.12
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,37,0.293701171875,0.3359375,-0.042236328125,33,-0.036865234375,0.030078882351517677,0,20260726,0.176,0.176,0.12,0.12
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,73,0.25830078125,0.3359375,-0.07763671875,22,-0.031982421875,0.01989130675792694,0,20260726,0.352,0.176,0.12,0.12
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,101,0.2327880859375,0.3359375,-0.1031494140625,31,-0.0216064453125,0.01593882404267788,0,20260726,0.528,0.176,0.1200000000000001,0.12
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,108,0.2230224609375,0.3359375,-0.1129150390625,42,-0.01708984375,0.014885053038597107,0,20260726,0.704,0.176,0.1200000000000001,0.12
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,80,0.251220703125,0.3359375,-0.084716796875,10,-0.00732421875,0.01858503557741642,0,20260726,0.8800000000000001,0.176,0.1200000000000001,0.12
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,76,0.257568359375,0.3359375,-0.078369140625,3,-0.004638671875,0.019743172451853752,0,20260726,0.0,0.352,0.12,0.12
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,1,0.34423828125,0.3359375,0.00830078125,6,-0.0146484375,0.06515969336032867,0,20260726,0.176,0.352,0.12,0.12
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,10,0.3154296875,0.3359375,-0.0205078125,10,-0.02294921875,0.04100039228796959,0,20260726,0.352,0.352,0.12,0.12
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,112,0.2149658203125,0.3359375,-0.1209716796875,48,-0.0650634765625,0.014154483564198017,0,20260726,0.528,0.352,0.1200000000000001,0.12
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,83,0.24853515625,0.3359375,-0.08740234375,12,-0.008544921875,0.018133899196982384,0,20260726,0.704,0.352,0.1200000000000001,0.12
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,98,0.2362060546875,0.3359375,-0.0997314453125,18,-0.0189208984375,0.016359658911824226,0,20260726,0.8800000000000001,0.352,0.1200000000000001,0.12
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,57,0.2744140625,0.3359375,-0.0615234375,12,-0.02783203125,0.023648522794246674,0,20260726,0.0,0.528,0.12,0.1200000000000001
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,35,0.29541015625,0.3359375,-0.04052734375,27,-0.025390625,0.030779151245951653,0,20260726,0.352,0.528,0.12,0.1200000000000001
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,6,0.32373046875,0.3359375,-0.01220703125,23,-0.025390625,0.04660254716873169,0,20260726,0.528,0.528,0.1200000000000001,0.1200000000000001
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,99,0.2362060546875,0.3359375,-0.0997314453125,20,-0.0142822265625,0.016359658911824226,0,20260726,0.8800000000000001,0.528,0.1200000000000001,0.1200000000000001
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,29,0.298828125,0.3359375,-0.037109375,23,-0.01611328125,0.03224702551960945,0,20260726,0.0,0.704,0.12,0.1200000000000001
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,31,0.296875,0.3359375,-0.0390625,22,-0.026123046875,0.0313851535320282,0,20260726,0.352,0.704,0.12,0.1200000000000001
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,79,0.25146484375,0.3359375,-0.08447265625,20,-0.020751953125,0.01862543448805809,0,20260726,0.8800000000000001,0.704,0.1200000000000001,0.1200000000000001
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,55,0.275634765625,0.3359375,-0.060302734375,30,-0.0517578125,0.02399192377924919,0,20260726,0.0,0.8800000000000001,0.12,0.1200000000000001
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,38,0.291015625,0.3359375,-0.044921875,21,-0.02099609375,0.029028477147221565,0,20260726,0.176,0.8800000000000001,0.12,0.1200000000000001
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,36,0.2939453125,0.3359375,-0.0419921875,30,-0.02392578125,0.030173148959875107,0,20260726,0.352,0.8800000000000001,0.12,0.1200000000000001
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,67,0.264404296875,0.3359375,-0.071533203125,21,-0.023681640625,0.02117064595222473,0,20260726,0.528,0.8800000000000001,0.1200000000000001,0.1200000000000001
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,56,0.275390625,0.3359375,-0.060546875,17,-0.02001953125,0.023924589157104492,0,20260726,0.704,0.8800000000000001,0.1200000000000001,0.1200000000000001
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,75,0.257568359375,0.3359375,-0.078369140625,21,-0.028076171875,0.019743172451853752,0,20260726,0.8800000000000001,0.8800000000000001,0.1200000000000001,0.1200000000000001
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,97,0.236572265625,0.3359375,-0.099365234375,38,-0.036865234375,0.016410158947110176,0,20260726,0.0,0.0,0.2,0.2
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,42,0.2861328125,0.3359375,-0.0498046875,17,-0.023681640625,0.027250871062278748,0,20260726,0.16,0.0,0.19999999999999998,0.2
WC-AUD-001,Q7592992_wd0.jpg,Romanesque,core,Coupled Twin Window,54,0.276611328125,0.3359375,-0.059326171875,31,-0.031005859375,0.02426125854253769,0,20260726,0.32000000000000006,0.0,0.19999999999999996,0.2
