box_id,region_type,control_index,image_filename,church_id,style_id,style_name,style_index,component_label_id,left,top,right,bottom,max_official_overlap
Q1064995_wd0.jpg__box000,official,-1,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,9,0.43292850115091,0.45999513638291,0.66706887630777,0.552640923247449,1.0
Q1064995_wd0.jpg__box000,random,0,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,9,0.09497811267632092,0.36976690944011265,0.329118487833181,0.4624126963046516,0.0
Q1064995_wd0.jpg__box000,random,1,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,9,0.05433331550911168,0.5097583060471211,0.2884736906659717,0.6024040929116601,0.0
Q1064995_wd0.jpg__box000,random,2,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,9,0.6167288599167052,0.22674822717955428,0.8508692350735653,0.31939401404409323,0.0
Q1064995_wd0.jpg__box000,random,3,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,9,0.039118242617327624,0.08054557230920709,0.27325861777418764,0.17319135917374603,0.0
Q1064995_wd0.jpg__box000,random,4,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,9,0.1499642047786694,0.04684298101872643,0.38410457993552943,0.13948876788326536,0.0
Q1064995_wd0.jpg__box000,random,5,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,9,0.6351607811034341,0.21326265039785192,0.8693011562602941,0.30590843726239086,0.0
Q1064995_wd0.jpg__box000,random,6,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,9,0.45860916894340825,0.023110149066128585,0.6927495441002682,0.11575593593066753,0.0
Q1064995_wd0.jpg__box000,random,7,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,9,0.09229400845960894,0.6570166880075703,0.326434383616469,0.7496624748721092,0.0
Q1064995_wd0.jpg__box001,official,-1,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,25,0.46341552916613,0.59002431092963,0.64024029165439,0.87121240088691,1.0
Q1064995_wd0.jpg__box001,random,0,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,25,0.23809837409884732,0.6283955250402081,0.41492313658710733,0.9095836149974881,0.0
Q1064995_wd0.jpg__box001,random,1,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,25,0.23961600962238966,0.36967474145411755,0.41644077211064967,0.6508628314113976,0.0
Q1064995_wd0.jpg__box001,random,2,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,25,0.10420573691664221,0.7022686949250728,0.2810304994049022,0.9834567848823528,0.0
Q1064995_wd0.jpg__box001,random,3,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,25,0.5979288830859711,0.01260712416581324,0.7747536455742312,0.2937952141230932,0.0
Q1064995_wd0.jpg__box001,random,4,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,25,0.7845919386888158,0.16920277393237665,0.9614167011770758,0.4503908638896566,0.0
Q1064995_wd0.jpg__box001,random,5,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,25,0.11804367906335217,0.01074406205680962,0.2948684415516122,0.29193215201408956,0.0
Q1064995_wd0.jpg__box001,random,6,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,25,0.08290766077480728,0.13458453290616793,0.2597324232630673,0.41577262286344785,0.0
Q1064995_wd0.jpg__box001,random,7,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,25,0.3445942354019472,0.01707107039342285,0.5214189978902073,0.2982591603507028,0.0
Q1064995_wd0.jpg__box002,official,-1,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,17,0.64145977277497,0.664791086294,0.720726045614536,0.81107390765906,1.0
Q1064995_wd0.jpg__box002,random,0,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,17,0.5132354994673475,0.014403718300593627,0.5925017723069135,0.1606865396656536,0.0
Q1064995_wd0.jpg__box002,random,1,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,17,0.27530002487606764,0.7592592225804958,0.35456629771563364,0.9055420439455558,0.0
Q1064995_wd0.jpg__box002,random,2,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,17,0.9022643571398756,0.5132963237252266,0.9815306299794416,0.6595791450902866,0.0
Q1064995_wd0.jpg__box002,random,3,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,17,0.7613256163596414,0.36700388785131843,0.8405918891992074,0.5132867092163784,0.0
Q1064995_wd0.jpg__box002,random,4,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,17,0.6736551112165777,0.08259903699918344,0.7529213840561437,0.22888185836424343,0.0
Q1064995_wd0.jpg__box002,random,5,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,17,0.4702683720651615,0.15562844015128166,0.5495346449047275,0.3019112615163416,0.0
Q1064995_wd0.jpg__box002,random,6,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,17,0.20891088060971047,0.24523712851561935,0.28817715344927647,0.39151994988067934,0.0
Q1064995_wd0.jpg__box002,random,7,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,17,0.8819156526279849,0.46475548668952466,0.9611819254675509,0.6110383080545847,0.0
Q1064995_wd0.jpg__box003,official,-1,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,45,0.73901826242368,0.32346450310886,0.760968922594636,0.44211612488274,1.0
Q1064995_wd0.jpg__box003,random,0,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,45,0.0917299774774613,0.36069560389576594,0.11368063764841733,0.47934722566964594,0.0
Q1064995_wd0.jpg__box003,random,1,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,45,0.5168852742877345,0.09275911184031958,0.5388359344586905,0.2114107336141996,0.0
Q1064995_wd0.jpg__box003,random,2,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,45,0.09607713003565747,0.760330311531955,0.11802779020661351,0.878981933305835,0.0
Q1064995_wd0.jpg__box003,random,3,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,45,0.022350068446827492,0.40161811106613665,0.04430072861778353,0.5202697328400167,0.0
Q1064995_wd0.jpg__box003,random,4,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,45,0.690673818470837,0.3470639431071579,0.712624478641793,0.4657155648810379,0.0
Q1064995_wd0.jpg__box003,random,5,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,45,0.7346730367524638,0.8659479328459238,0.7566236969234198,0.9845995546198038,0.0
Q1064995_wd0.jpg__box003,random,6,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,45,0.8698565085338962,0.6744779314993837,0.8918071687048522,0.7931295532732637,0.0
Q1064995_wd0.jpg__box003,random,7,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,45,0.09381613683979366,0.00011322378763738531,0.1157667970107497,0.11876484556151738,0.0
Q1064995_wd0.jpg__box004,official,-1,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,39,0.53292595304083,0.5737706641113,0.697555904323,0.5900243109296399,1.0
Q1064995_wd0.jpg__box004,random,0,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,39,0.39610073072366325,0.12736963371415522,0.5607306820058332,0.14362328053249518,0.0
Q1064995_wd0.jpg__box004,random,1,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,39,0.2576164194366988,0.8798173281941221,0.4222463707188687,0.896070975012462,0.0
Q1064995_wd0.jpg__box004,random,2,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,39,0.023782684795657708,0.51126577303147,0.18841263607782766,0.52751941984981,0.0
Q1064995_wd0.jpg__box004,random,3,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,39,0.13571487750705374,0.3597300397650384,0.3003448287892237,0.3759836865833784,0.0
Q1064995_wd0.jpg__box004,random,4,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,39,0.06752446256769987,0.8586758618659066,0.23215441384986982,0.8749295086842466,0.0
Q1064995_wd0.jpg__box004,random,5,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,39,0.22494968150285075,0.43124514270384706,0.3895796327850207,0.447498789522187,0.0
Q1064995_wd0.jpg__box004,random,6,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,39,0.6758753737680355,0.002371830277746718,0.8405053250502055,0.01862547709608668,0.0
Q1064995_wd0.jpg__box004,random,7,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,39,0.6475892433479145,0.003311839433836762,0.8122191946300844,0.019565486252176724,0.0
Q1064995_wd0.jpg__box005,official,-1,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,83,0.77438321492134,0.57539602879313,0.8109676485396,0.664791086293997,1.0
Q1064995_wd0.jpg__box005,random,0,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,83,0.740749781763217,0.19401107709982146,0.7773342153814771,0.2834061346006884,0.0
Q1064995_wd0.jpg__box005,random,1,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,83,0.12349865399814057,0.5604344085568268,0.1600830876164006,0.6498294660576938,0.0
Q1064995_wd0.jpg__box005,random,2,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,83,0.018493988754597176,0.8857104834398652,0.055078422372857205,0.9751055409407322,0.0
Q1064995_wd0.jpg__box005,random,3,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,83,0.8962576584512544,0.05742429346534377,0.9328420920695144,0.14681935096621074,0.0
Q1064995_wd0.jpg__box005,random,4,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,83,0.7859464934709703,0.8444544519847649,0.8225309270892304,0.9338495094856318,0.0
Q1064995_wd0.jpg__box005,random,5,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,83,0.4527848486517423,0.27421217263379594,0.4893692822700023,0.3636072301346629,0.0
Q1064995_wd0.jpg__box005,random,6,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,83,0.28538237326790605,0.3647234110234813,0.3219668068861661,0.4541184685243483,0.0
Q1064995_wd0.jpg__box005,random,7,Q1064995_wd0.jpg,Q1064995,Q46261,Romanesque,0,83,0.1378546163455893,0.07177954752422051,0.17443904996384932,0.16117460502508746,0.0
Q1084011_wd0.jpg__box000,official,-1,Q1084011_wd0.jpg,Q1084011,Q840829,Baroque,3,37,0.11952185315448,0.37342371761855,0.57926623562395,0.44718453007065295,1.0
Q1084011_wd0.jpg__box000,random,0,Q1084011_wd0.jpg,Q1084011,Q840829,Baroque,3,37,0.12327744545461353,0.26951233679026365,0.5830218279240835,0.3432731492423666,0.0
Q1084011_wd0.jpg__box000,random,1,Q1084011_wd0.jpg,Q1084011,Q840829,Baroque,3,37,0.19407285239974004,0.19156096150322016,0.65381723486921,0.26532177395532314,0.0
Q1084011_wd0.jpg__box000,random,2,Q1084011_wd0.jpg,Q1084011,Q840829,Baroque,3,37,0.09705270397965261,0.7795649704499473,0.5567970864491226,0.8533257829020503,0.0
Q1084011_wd0.jpg__box000,random,3,Q1084011_wd0.jpg,Q1084011,Q840829,Baroque,3,37,0.11346943622889652,0.7574374047181951,0.5732138186983665,0.8311982171702981,0.0
Q1084011_wd0.jpg__box000,random,4,Q1084011_wd0.jpg,Q1084011,Q840829,Baroque,3,37,0.3790147103246564,0.5080756299350011,0.8387590927941264,0.5818364423871041,0.0
Q1084011_wd0.jpg__box000,random,5,Q1084011_wd0.jpg,Q1084011,Q840829,Baroque,3,37,0.478803210439703,0.6459131896150203,0.9385475929091729,0.7196740020671233,0.0
Q1084011_wd0.jpg__box000,random,6,Q1084011_wd0.jpg,Q1084011,Q840829,Baroque,3,37,0.16147620601880744,0.6790893818743389,0.6212205884882774,0.7528501943264418,0.0
Q1084011_wd0.jpg__box000,random,7,Q1084011_wd0.jpg,Q1084011,Q840829,Baroque,3,37,0.3884298147093651,0.7680095087676369,0.848174197178835,0.8417703212197398,0.0
Q1148899_wd0.jpg__box000,official,-1,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,83,0.67682472527265,0.63043064507356,0.729262413458823,0.74937802502233,1.0
Q1148899_wd0.jpg__box000,random,0,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,83,0.4516025773115157,0.3829627937092354,0.5040402654976888,0.5019101736580054,0.0
Q1148899_wd0.jpg__box000,random,1,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,83,0.26260270316885814,0.3482461445173181,0.31504039135503115,0.46719352446608814,0.0
Q1148899_wd0.jpg__box000,random,2,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,83,0.5694713567045739,0.40166568139409614,0.6219090448907469,0.5206130613428661,0.0
Q1148899_wd0.jpg__box000,random,3,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,83,0.8031288896034025,0.8589477304961184,0.8555665777895755,0.9778951104448884,0.0
Q1148899_wd0.jpg__box000,random,4,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,83,0.365379884817216,0.7411041677878611,0.417817573003389,0.8600515477366312,0.0
Q1148899_wd0.jpg__box000,random,5,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,83,0.6213472495873102,0.3339876118531864,0.6737849377734833,0.4529349918019564,0.0
Q1148899_wd0.jpg__box000,random,6,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,83,0.24783713704993185,0.19524876554706055,0.3002748252361048,0.3141961454958306,0.0
Q1148899_wd0.jpg__box000,random,7,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,83,0.28891300848759577,0.723833193723776,0.34135069667376877,0.842780573672546,0.0
Q1148899_wd0.jpg__box001,official,-1,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,57,0.35000378494952,0.65330514121759,0.441464868995168,0.7091189118089379,1.0
Q1148899_wd0.jpg__box001,random,0,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,57,0.5217208235031546,0.5890839953170095,0.6131819075488026,0.6448977659083575,0.0
Q1148899_wd0.jpg__box001,random,1,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,57,0.54432152235956,0.8940109943690994,0.635782606405208,0.9498247649604473,0.0
Q1148899_wd0.jpg__box001,random,2,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,57,0.04368271416482127,0.3883918022094504,0.1351437982104693,0.44420557280079837,0.0
Q1148899_wd0.jpg__box001,random,3,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,57,0.5628228087316293,0.4599138621667787,0.6542838927772773,0.5157276327581266,0.0
Q1148899_wd0.jpg__box001,random,4,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,57,0.7530276571494763,0.12355395657417641,0.8444887411951243,0.17936772716552435,0.0
Q1148899_wd0.jpg__box001,random,5,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,57,0.7312449345967825,0.055871159700236116,0.8227060186424305,0.11168493029158408,0.0
Q1148899_wd0.jpg__box001,random,6,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,57,0.5785200044283013,0.7026166906430303,0.6699810884739493,0.7584304612343783,0.0
Q1148899_wd0.jpg__box001,random,7,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,57,0.012281101265196203,0.30559204160929243,0.10374218531084421,0.3614058122006404,0.0
Q1148899_wd0.jpg__box002,official,-1,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,33,0.38536873744717,0.43645491777249,0.44756227459821196,0.523378003119671,1.0
Q1148899_wd0.jpg__box002,random,0,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,33,0.8503698406622677,0.39684609363629114,0.9125633778133098,0.4837691789834721,0.0
Q1148899_wd0.jpg__box002,random,1,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,33,0.05104936592343794,0.4012824480683058,0.11324290307447991,0.4882055334154868,0.0
Q1148899_wd0.jpg__box002,random,2,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,33,0.8675206952468962,0.7170678776935189,0.9297142323979382,0.8039909630406998,0.0
Q1148899_wd0.jpg__box002,random,3,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,33,0.5026256461823072,0.39151269399530214,0.5648191833333491,0.4784357793424831,0.0
Q1148899_wd0.jpg__box002,random,4,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,33,0.12549221407299127,0.14158673319173018,0.18768575122403325,0.22850981853891114,0.0
Q1148899_wd0.jpg__box002,random,5,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,33,0.08109384657864512,0.8806234492817049,0.14328738372968708,0.9675465346288858,0.0
Q1148899_wd0.jpg__box002,random,6,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,33,0.2962294656010828,0.2152597120511904,0.3584230027521248,0.3021827973983714,0.0
Q1148899_wd0.jpg__box002,random,7,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,33,0.009188175024923825,0.15468185601549864,0.0713817121759658,0.2416049413626796,0.0
Q1148899_wd0.jpg__box003,official,-1,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,95,0.35732067167317,0.53069784188574,0.445123312356998,0.594746431088929,1.0
Q1148899_wd0.jpg__box003,random,0,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,95,0.3673993666457139,0.35128070802229094,0.45520200732954186,0.41532929722547995,0.0
Q1148899_wd0.jpg__box003,random,1,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,95,0.6600095477267697,0.44051376346248,0.7478121884105977,0.5045623526656691,0.0
Q1148899_wd0.jpg__box003,random,2,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,95,0.0821363732852247,0.4929376552249183,0.1699390139690527,0.5569862444281073,0.0
Q1148899_wd0.jpg__box003,random,3,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,95,0.27477311708518054,0.41933242230451645,0.3625757577690085,0.48338101150770546,0.0
Q1148899_wd0.jpg__box003,random,4,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,95,0.04952871998326228,0.7538504646982825,0.13733136066709026,0.8178990539014716,0.0
Q1148899_wd0.jpg__box003,random,5,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,95,0.5439284127318619,0.30515990652883745,0.6317310534156899,0.36920849573202646,0.0
Q1148899_wd0.jpg__box003,random,6,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,95,0.5962311736303038,0.07249455045619213,0.6840338143141318,0.13654313965938114,0.0
Q1148899_wd0.jpg__box003,random,7,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,95,0.6356941420398323,0.07767807750715121,0.7234967827236602,0.14172666671034023,0.0
Q1148899_wd0.jpg__box004,official,-1,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,44,0.63414288605134,0.56272213648734,0.75974944147404,0.619450886924448,1.0
Q1148899_wd0.jpg__box004,random,0,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,44,0.24310010397353807,0.15275449988456888,0.36870665939623815,0.2094832503216769,0.0
Q1148899_wd0.jpg__box004,random,1,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,44,0.04423318179521217,0.8734230189973674,0.16983973721791223,0.9301517694344754,0.0
Q1148899_wd0.jpg__box004,random,2,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,44,0.7671697487470386,0.12016421262095639,0.8927763041697386,0.1768929630580644,0.0
Q1148899_wd0.jpg__box004,random,3,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,44,0.1477473177849421,0.5704313376619188,0.27335387320764215,0.6271600880990268,0.0
Q1148899_wd0.jpg__box004,random,4,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,44,0.09570942797920001,0.5824805941143422,0.22131598340190006,0.6392093445514502,0.0
Q1148899_wd0.jpg__box004,random,5,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,44,0.04961715597057246,0.6228440052938612,0.1752237113932725,0.6795727557309692,0.0
Q1148899_wd0.jpg__box004,random,6,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,44,0.3987805980760911,0.1572503796824865,0.5243871534987912,0.21397913011959452,0.0
Q1148899_wd0.jpg__box004,random,7,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,44,0.3830687054912473,0.04479968758054811,0.5086752609139473,0.10152843801765613,0.0
Q1148899_wd0.jpg__box005,official,-1,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,20,0.66706887630778,0.78323227931547,0.737798781303083,0.840876009598338,1.0
Q1148899_wd0.jpg__box005,random,0,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,20,0.46145175304989583,0.4905421979174356,0.5321816580451988,0.5481859282003035,0.0
Q1148899_wd0.jpg__box005,random,1,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,20,0.6198568074528182,0.9124055483246695,0.6905867124481212,0.9700492786075374,0.0
Q1148899_wd0.jpg__box005,random,2,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,20,0.08295337355057446,0.6452885422103445,0.15368327854587743,0.7029322724932124,0.0
Q1148899_wd0.jpg__box005,random,3,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,20,0.6131677725199363,0.3198597012591567,0.6838976775152392,0.37750343154202465,0.0
Q1148899_wd0.jpg__box005,random,4,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,20,0.9171896546567581,0.016827180198266373,0.987919559652061,0.07447091048113433,0.0
Q1148899_wd0.jpg__box005,random,5,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,20,0.6805616135430702,0.14904127105863282,0.7512915185383732,0.20668500134150078,0.0
Q1148899_wd0.jpg__box005,random,6,Q1148899_wd0.jpg,Q1148899,Q46261,Romanesque,0,20,0.2643884321640196,0.8175312034025266,0.33511833715932254,0.8751749336853946,0.0
