scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
hard_budget_entangled_meet,api_llm_react_tool_policy,0.88,0.63,0.9,0.76,1.0,0.0,0.25,0.85,0.0,budget inconsistency,"The plan sounds locally reasonable and the reasons mostly match the actions, but the final budget state and the cafe service step are shaky, which weakens full trace believability."
hard_budget_entangled_meet,api_llm_plan_and_execute,0.72,0.41,0.66,0.78,1.0,0.0,0.31,0.6,0.0,budget arithmetic and timing drift,"The plan sounds locally reasonable for a city errand, but the trace slips on timing and budget details, including an implausible meeting window edge and inconsistent remaining-budget accounting."
hard_deadline_then_meet,api_llm_react_tool_policy,0.96,0.87,0.98,0.91,1.0,0.0,0.09,1.0,0.0,slightly over-scripted venue use,"The trace follows a sensible deadline-first then meeting-later sequence, and the reasons mostly match the actions, though a few steps feel mechanically justified rather than naturally human."
hard_deadline_then_meet,api_llm_plan_and_execute,0.95,0.72,0.9,0.84,1.0,0.0,0.23,1.0,0.0,slight timing/sequence strain,"The plan is locally sensible and mostly aligned with the stated deadline-first objective, but it stretches the quiet cafe timing and service order a bit awkwardly, which makes the full trace less fully believable than the surface plan."
hard_full_evening_chain,api_llm_react_tool_policy,0.91,0.56,0.89,0.74,0.9,0.01,0.35,0.55,0.1,budget violation,"The sequence is locally coherent and the reasons match the actions, but the final budget goes negative and the time-managed dinner-meeting-home chain feels overpacked and somewhat mechanically staged."
hard_full_evening_chain,api_llm_plan_and_execute,0.92,0.78,0.95,0.9,1.0,0.0,0.14,1.0,0.0,tight timing assumptions,"The actions and explanations read like a coherent city evening plan, but the trace leans on exact walking times and a neatly aligned diner window, which makes the full sequence slightly less natural than the surface plan."
hard_overlapping_windows,api_llm_react_tool_policy,0.88,0.56,0.84,0.67,1.0,0.0,0.32,0.7,0.0,late Ben interaction,"The plan sounds sensible at first, but the full trace slips past Ben's window and then admits the goal is infeasible, which weakens overall believability."
hard_overlapping_windows,api_llm_plan_and_execute,0.77,0.22,0.61,0.74,0.778,0.0,0.55,0.5,0.222,missed time window / impossible timing,"The plan reads like a normal two-meeting city itinerary, but the sequence drifts past Casey's park window and the timing claims contradict the actual travel and dwell durations."
hard_stale_plan_override,api_llm_react_tool_policy,0.94,0.52,0.89,0.78,1.0,0.0,0.42,1.0,0.0,over-scripted success sequence,"The early confirmation and prompt move to the updated venue are plausible, but the later steps feel artificially constructed and redundant rather than like ordinary urban behavior."
hard_stale_plan_override,api_llm_plan_and_execute,0.92,0.71,0.66,0.89,1.0,0.0,0.21,1.0,0.0,timeline inconsistency,"The overall behavior is a reasonable response to a public meeting update, but the trace has a timing contradiction in the dwell/interact reasoning that weakens full-sequence believability."
hard_three_meeting_relay,api_llm_react_tool_policy,0.93,0.68,0.96,0.71,1.0,0.0,0.25,1.0,0.0,overmanaged timing,"The plan sounds like a reasonable coordinated set of city errands, but the trace is overly mechanical about venue entry and evidence, which makes the full sequence feel scripted rather than natural."
hard_three_meeting_relay,api_llm_plan_and_execute,0.88,0.34,0.92,0.73,1.0,0.0,0.54,1.0,0.0,time-window drift and timing contradictions,"The plan is locally reasonable and the reasons mostly match the actions, but the sequence drifts on timing, with explicit window waits and travel estimates that do not cleanly line up with the stated meeting windows."
