2026/07/27 08:31:35.513, 0, 1, 16.72, 32
2026/07/27 08:31:37.564, 0, 1, 16.75, 31
2026/07/27 08:31:39.613, 0, 1, 16.67, 31
2026/07/27 08:31:41.661, 0, 4, 20.25, 31
2026/07/27 08:31:43.715, 0, 4, 16.91, 31
2026/07/27 08:31:45.767, 19, 950, 95.76, 34
2026/07/27 08:31:47.808, 11, 1020, 107.69, 34
2026/07/27 08:31:49.852, 15, 1020, 103.24, 35
2026/07/27 08:31:51.897, 0, 1020, 91.24, 35
2026/07/27 08:31:53.938, 0, 1, 92.54, 35
2026/07/27 08:31:55.979, 0, 1, 20.37, 32
2026/07/27 08:31:58.025, 0, 4, 19.91, 32
2026/07/27 08:32:00.076, 0, 4, 17.42, 32
2026/07/27 08:32:02.127, 19, 1002, 55.19, 34
2026/07/27 08:32:04.167, 5, 1260, 137.06, 36
2026/07/27 08:32:06.208, 0, 1318, 107.99, 35
2026/07/27 08:32:08.253, 0, 1344, 94.45, 35
2026/07/27 08:32:10.300, 18, 1346, 97.38, 36
2026/07/27 08:32:12.342, 21, 1346, 96.91, 36
2026/07/27 08:32:14.395, 15, 1346, 97.82, 37
2026/07/27 08:32:16.435, 19, 1346, 97.71, 36
2026/07/27 08:32:18.483, 26, 1346, 98.40, 36
2026/07/27 08:32:20.526, 0, 1346, 93.04, 36
2026/07/27 08:32:22.566, 0, 1, 92.89, 36
2026/07/27 08:32:24.610, 0, 1, 31.41, 34
2026/07/27 08:32:26.660, 0, 4, 18.43, 34
2026/07/27 08:32:28.709, 0, 4, 17.24, 33
2026/07/27 08:32:30.760, 8, 950, 47.46, 35
2026/07/27 08:32:32.798, 39, 1162, 110.07, 36
2026/07/27 08:32:34.837, 0, 1162, 109.93, 36
2026/07/27 08:32:36.879, 14, 1162, 110.92, 38
2026/07/27 08:32:38.930, 0, 1170, 101.88, 36
2026/07/27 08:32:40.971, 0, 1170, 105.26, 37
2026/07/27 08:32:43.012, 39, 1170, 110.91, 39
2026/07/27 08:32:45.056, 0, 1170, 111.01, 37
2026/07/27 08:32:47.099, 0, 1170, 110.82, 37
2026/07/27 08:32:49.137, 0, 1170, 101.57, 37
2026/07/27 08:32:51.178, 15, 1170, 104.13, 38
2026/07/27 08:32:53.218, 0, 1170, 92.12, 38
2026/07/27 08:32:55.265, 0, 1, 37.56, 38
2026/07/27 08:32:57.308, 0, 1, 17.86, 35
2026/07/27 08:32:59.353, 0, 4, 20.55, 35
2026/07/27 08:33:01.399, 0, 4, 16.90, 34
2026/07/27 08:33:03.448, 19, 1002, 94.72, 37
2026/07/27 08:33:05.488, 0, 1002, 91.86, 37
2026/07/27 08:33:07.531, 0, 1438, 216.08, 39
2026/07/27 08:33:09.569, 0, 1470, 94.43, 38
2026/07/27 08:33:11.617, 0, 1680, 99.30, 38
2026/07/27 08:33:13.661, 0, 1680, 99.98, 38
2026/07/27 08:33:15.698, 0, 1680, 101.19, 38
2026/07/27 08:33:17.739, 2, 1680, 101.99, 38
2026/07/27 08:33:19.781, 9, 1680, 103.13, 39
2026/07/27 08:33:21.822, 21, 1680, 103.41, 39
2026/07/27 08:33:23.860, 50, 1680, 103.24, 40
2026/07/27 08:33:25.899, 46, 1680, 102.45, 39
2026/07/27 08:33:27.936, 32, 1680, 96.32, 40
2026/07/27 08:33:29.972, 10, 1680, 92.17, 38
2026/07/27 08:33:32.012, 0, 1680, 93.59, 39
2026/07/27 08:33:34.053, 0, 1680, 93.52, 39
2026/07/27 08:33:36.091, 0, 1680, 94.24, 39
2026/07/27 08:33:38.130, 0, 1680, 93.44, 39
2026/07/27 08:33:40.170, 0, 1680, 93.83, 39
2026/07/27 08:33:42.212, 0, 1680, 96.44, 39
2026/07/27 08:33:44.258, 0, 1680, 104.27, 39
2026/07/27 08:33:46.306, 0, 1680, 99.56, 39
2026/07/27 08:33:48.350, 0, 1680, 100.55, 39
2026/07/27 08:33:50.392, 15, 1680, 101.57, 39
2026/07/27 08:33:52.432, 0, 1680, 93.13, 39
2026/07/27 08:33:54.475, 0, 1, 94.05, 39
2026/07/27 08:33:56.522, 0, 1, 29.89, 36
2026/07/27 08:33:58.571, 0, 4, 19.19, 36
2026/07/27 08:34:00.619, 0, 4, 18.21, 36
2026/07/27 08:34:02.665, 19, 950, 54.13, 38
2026/07/27 08:34:04.706, 0, 1170, 102.21, 38
2026/07/27 08:34:06.748, 2, 1170, 111.34, 39
2026/07/27 08:34:08.792, 0, 1170, 111.28, 38
2026/07/27 08:34:10.832, 0, 1170, 111.38, 38
