scenario_id,family,agent_type,plan_plausibility,trace_feasibility,plausibility_feasibility_gap,impossible_trace_rate,city_false_continue,goal_completion,task_completion,constraint_satisfaction,process_success,feasibility_violation,replanning_success,travel_efficiency,budget_consistency,intention_consistency,social_appropriateness,done_state_loop_rate,social_derailment_rate,final_time,final_location,final_budget,violations,failure_taxonomy,llm_calls,llm_latency_seconds,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_usage_complete
hard_budget_entangled_meet,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,0.85,0.769,1.0,,0.0,,1.0,1.0,0.85,1.0,0.0,1.0,18:25,home_aria,1.0,0,"{""social_derailment"": 1}",10,65.943,36663,1075,37738,True
hard_budget_entangled_meet,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,0.6,0.385,1.0,,0.0,,1.0,1.0,0.6,0.0,0.0,1.0,18:37,home_aria,1.0,0,"{""goal_drift"": 1, ""social_derailment"": 1}",1,21.487,2093,831,2924,True
hard_deadline_then_meet,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:05,quiet_cafe,2.0,0,{},9,48.981,32066,860,32926,True
hard_deadline_then_meet,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:14,quiet_cafe,2.0,0,{},1,19.036,2189,741,2930,True
hard_full_evening_chain,social_outcome_hard,api_llm_react_tool_policy,1.0,0.9,0.1,0.1,1.0,0.55,0.786,0.0,,0.1,,1.0,0.0,0.495,1.0,0.0,1.0,18:28,home_aria,-2.0,1,"{""money_budget_failure"": 1, ""social_derailment"": 1}",11,78.065,42148,1206,43354,True
hard_full_evening_chain,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,18:18,home_aria,4.0,0,{},1,20.273,2027,782,2809,True
hard_overlapping_windows,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,0.7,0.5,1.0,,0.0,,1.0,1.0,0.7,0.5,0.0,1.0,13:03,cafe_central,6.0,0,"{""goal_drift"": 1, ""social_derailment"": 1}",8,45.543,26867,838,27705,True
hard_overlapping_windows,social_outcome_hard,api_llm_plan_and_execute,1.0,0.778,0.222,0.222,0.0,0.5,0.5,0.5,,0.222,,1.0,1.0,0.389,0.5,0.0,1.0,13:24,park,6.0,2,"{""invalid_state_transition"": 1, ""social_derailment"": 1, ""time_budget_failure"": 1}",1,20.583,2098,811,2909,True
hard_stale_plan_override,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,12:37,quiet_cafe,6.0,0,{},7,50.927,22516,708,23224,True
hard_stale_plan_override,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,12:38,quiet_cafe,6.0,0,{},1,15.709,1965,587,2552,True
hard_three_meeting_relay,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:20,budget_diner,1.0,0,{},14,101.42,53610,1028,54638,True
hard_three_meeting_relay,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:21,budget_diner,1.0,0,{},1,27.436,2492,1139,3631,True
