label,repeat,method,split_seed,positive_count,sampled_count_total,train_positive,train_reliable_negative,train_candidate,selected_pseudo_positive,selection_rate,threshold_mean,vote_mean,selected_score_mean,pseudo_weight,eval_positive,eval_reliable_negative,roc_auc,average_precision,eval_positive_mean_score
Buttress,0,Ignore,20261618,10,31,8,48,23,2,0.08695652173913043,0.5359964370727539,1.0434782608695652,0.5376628637313843,0.25,2,22,0.7045454545454545,0.20833333333333331,0.4740692973136902
Buttress,0,PositiveExpansion,20261618,10,31,8,48,23,2,0.08695652173913043,0.5359964370727539,1.0434782608695652,0.5376628637313843,0.25,2,22,0.7045454545454545,0.20833333333333331,0.470669686794281
Buttress,1,Ignore,20262627,10,31,8,48,26,1,0.038461538461538464,0.5231088161468506,0.5384615384615384,0.5352825403213501,0.25,2,38,0.9736842105263158,0.5833333333333333,0.5266537666320801
Buttress,1,PositiveExpansion,20262627,10,31,8,48,26,1,0.038461538461538464,0.5231088161468506,0.5384615384615384,0.5352825403213501,0.25,2,38,0.9736842105263158,0.5833333333333333,0.5247786045074463
Buttress,2,Ignore,20263636,10,31,8,48,23,1,0.043478260869565216,0.534567141532898,1.6521739130434783,0.5604138731956482,0.25,2,32,0.6875,0.17763157894736842,0.4588348865509033
Buttress,2,PositiveExpansion,20263636,10,31,8,48,23,1,0.043478260869565216,0.534567141532898,1.6521739130434783,0.5604138731956482,0.25,2,32,0.703125,0.18055555555555555,0.4587537944316864
Buttress,3,Ignore,20264645,10,31,8,48,28,2,0.07142857142857142,0.49631452560424805,1.1071428571428572,0.5033944398164749,0.25,2,26,1.0,1.0,0.5159146189689636
Buttress,3,PositiveExpansion,20264645,10,31,8,48,28,2,0.07142857142857142,0.49631452560424805,1.1071428571428572,0.5033944398164749,0.25,2,26,0.9615384615384616,0.75,0.5180799961090088
Buttress,4,Ignore,20265654,10,31,8,48,23,1,0.043478260869565216,0.4957633137702942,1.0434782608695652,0.5026487588882447,0.25,2,40,0.9624999999999999,0.5,0.5125669240951538
Buttress,4,PositiveExpansion,20265654,10,31,8,48,23,1,0.043478260869565216,0.4957633137702942,1.0434782608695652,0.5026487588882447,0.25,2,40,0.975,0.5833333333333333,0.5138254761695862
Buttress,5,Ignore,20266663,10,31,8,48,27,0,0.0,0.5383942604064942,0.37037037037037035,nan,0.25,2,36,0.4861111111111111,0.2763157894736842,0.4235089123249054
Buttress,5,PositiveExpansion,20266663,10,31,8,48,27,0,0.0,0.5383942604064942,0.37037037037037035,nan,0.25,2,36,0.4861111111111111,0.2763157894736842,0.4235089123249054
Buttress,6,Ignore,20267672,10,31,8,48,19,0,0.0,0.5202676594257355,0.5789473684210527,nan,0.25,2,37,0.9594594594594594,0.5,0.5298820734024048
Buttress,6,PositiveExpansion,20267672,10,31,8,48,19,0,0.0,0.5202676594257355,0.5789473684210527,nan,0.25,2,37,0.9594594594594594,0.5,0.5298820734024048
Buttress,7,Ignore,20268681,10,31,8,48,21,0,0.0,0.5156981348991394,0.42857142857142855,nan,0.25,2,38,0.8947368421052632,0.26666666666666666,0.516105055809021
Buttress,7,PositiveExpansion,20268681,10,31,8,48,21,0,0.0,0.5156981348991394,0.42857142857142855,nan,0.25,2,38,0.8947368421052632,0.26666666666666666,0.516105055809021
Buttress,8,Ignore,20269690,10,31,8,48,19,3,0.15789473684210525,0.5308485507965088,1.263157894736842,0.5666500051816304,0.25,2,26,0.4423076923076923,0.1607142857142857,0.4147712290287018
Buttress,8,PositiveExpansion,20269690,10,31,8,48,19,3,0.15789473684210525,0.5308485507965088,1.263157894736842,0.5666500051816304,0.25,2,26,0.4230769230769231,0.13571428571428573,0.40672051906585693
Buttress,9,Ignore,20270699,10,31,8,48,26,2,0.07692307692307693,0.5116601526737213,1.0,0.5409654140472412,0.25,2,38,0.9342105263157895,0.3666666666666667,0.5207246541976929
Buttress,9,PositiveExpansion,20270699,10,31,8,48,26,2,0.07692307692307693,0.5116601526737213,1.0,0.5409654140472412,0.25,2,38,0.9078947368421053,0.29166666666666663,0.5206377506256104
Buttress,10,Ignore,20271708,10,31,8,48,22,2,0.09090909090909091,0.5224341511726379,0.8181818181818182,0.5476942956447601,0.25,2,29,0.8793103448275862,0.29166666666666663,0.5107879638671875
Buttress,10,PositiveExpansion,20271708,10,31,8,48,22,2,0.09090909090909091,0.5224341511726379,0.8181818181818182,0.5476942956447601,0.25,2,29,0.9137931034482759,0.3666666666666667,0.5110368728637695
Buttress,11,Ignore,20272717,10,31,8,48,23,3,0.13043478260869565,0.5149337351322174,1.565217391304348,0.5229168315728505,0.25,2,29,0.9310344827586207,0.6666666666666666,0.5121315717697144
Buttress,11,PositiveExpansion,20272717,10,31,8,48,23,3,0.13043478260869565,0.5149337351322174,1.565217391304348,0.5229168315728505,0.25,2,29,0.8965517241379309,0.3333333333333333,0.5055537223815918
Buttress,12,Ignore,20273726,10,31,8,48,26,0,0.0,0.5382165253162384,0.8076923076923077,nan,0.25,2,34,0.9264705882352942,0.3666666666666667,0.5330921411514282
Buttress,12,PositiveExpansion,20273726,10,31,8,48,26,0,0.0,0.5382165253162384,0.8076923076923077,nan,0.25,2,34,0.9264705882352942,0.3666666666666667,0.5330921411514282
Buttress,13,Ignore,20274735,10,31,8,48,17,1,0.058823529411764705,0.5169475257396698,0.5882352941176471,0.5347786724567414,0.25,2,36,0.7916666666666666,0.16666666666666666,0.5139464139938354
Buttress,13,PositiveExpansion,20274735,10,31,8,48,17,1,0.058823529411764705,0.5169475257396698,0.5882352941176471,0.5347786724567414,0.25,2,36,0.763888888888889,0.15476190476190477,0.5142739415168762
Buttress,14,Ignore,20275744,10,31,8,48,25,2,0.08,0.534489369392395,0.88,0.5549006432294845,0.25,2,26,0.46153846153846156,0.20238095238095238,0.42777156829833984
Buttress,14,PositiveExpansion,20275744,10,31,8,48,25,2,0.08,0.534489369392395,0.88,0.5549006432294845,0.25,2,26,0.46153846153846156,0.20238095238095238,0.4208723306655884
Buttress,15,Ignore,20276753,10,31,8,48,23,2,0.08695652173913043,0.5463852167129517,1.0434782608695652,0.5755464255809783,0.25,2,40,0.2375,0.046536796536796536,0.3422063887119293
Buttress,15,PositiveExpansion,20276753,10,31,8,48,23,2,0.08695652173913043,0.5463852167129517,1.0434782608695652,0.5755464255809783,0.25,2,40,0.2375,0.046536796536796536,0.33640071749687195
Buttress,16,Ignore,20277762,10,31,8,48,28,0,0.0,0.5090303480625152,1.1071428571428572,nan,0.25,2,38,0.9736842105263158,0.5833333333333333,0.5082792043685913
Buttress,16,PositiveExpansion,20277762,10,31,8,48,28,0,0.0,0.5090303480625152,1.1071428571428572,nan,0.25,2,38,0.9736842105263158,0.5833333333333333,0.5082792043685913
Buttress,17,Ignore,20278771,10,31,8,48,25,3,0.12,0.5378796696662903,1.16,0.558491317431132,0.25,2,32,0.5,0.5294117647058824,0.44485580921173096
Buttress,17,PositiveExpansion,20278771,10,31,8,48,25,3,0.12,0.5378796696662903,1.16,0.558491317431132,0.25,2,32,0.484375,0.27941176470588236,0.4356231093406677
Buttress,18,Ignore,20279780,10,31,8,48,27,0,0.0,0.5335399627685546,0.2962962962962963,nan,0.25,2,27,0.8518518518518519,0.6,0.5015832781791687
Buttress,18,PositiveExpansion,20279780,10,31,8,48,27,0,0.0,0.5335399627685546,0.2962962962962963,nan,0.25,2,27,0.8518518518518519,0.6,0.5015832781791687
