scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
closed_study_spot_replacement,gatsim_official_planner,0.82,0.48,0.77,0.74,0.875,0.0,0.34,1.0,0.125,unnecessary second venue and budget churn,"The bookstore-to-cafe sequence is locally reasonable for finding a quiet place, but the trace spends time and money at one spot before repeating the same work block at another without a clear need, which weakens full-sequence believability."
closed_study_spot_replacement,sotopia_official_llm_agent,0.71,0.12,0.18,0.22,1.0,0.0,0.59,0.4,0.0,unparseable agent action / dead-end sequence,"The intent to switch from a closed library to another quiet place is plausible, but the trace stops after a move to the library and an unparseable finish action, so it does not look like believable city behavior or a completed replacement plan."
closed_study_spot_replacement,generative_agents_official_planner,0.97,0.82,0.12,0.9,0.571,0.399,0.15,0.7,0.429,generic adapter reasons,"The sequence looks like a believable fallback from a closed library to quiet paid study spaces, but the stated reasons are boilerplate and do not explain the actual choices."
closed_study_spot_replacement,agentsociety_official_plan_blocks,0.78,0.44,0.72,0.67,0.875,0.0,0.34,1.0,0.125,repetitive dwell sequence,"Going to the bookstore as a quiet replacement and working there is plausible, but the trace becomes mechanically repetitive and spends the later steps idling without showing varied, natural behavior or a clear need for the extra dwell blocks."
detour_commute_midroute_block,gatsim_official_planner,0.18,0.08,0.22,0.15,1.0,0.0,0.1,1.0,0.0,scripted destination-following ignores disruption,The trace reads like a canned planner that goes directly to the office despite the mid-route block and never actually replans around the alert.
detour_commute_midroute_block,sotopia_official_llm_agent,0.84,0.32,0.18,0.76,1.0,0.0,0.52,0.45,0.0,generic action trace with no real replanning,"The route choice is plausible in broad outline, but the trace never reflects the service alert, gives only placeholder reasons, and skips the expected mid-route adaptation after the block appears."
detour_commute_midroute_block,generative_agents_official_planner,0.28,0.12,0.15,0.22,0.5,0.0,0.16,0.65,0.5,adapter-like repeated zero-duration moves,"The trace looks like a placeholder planner transcript rather than believable commuter behavior, with repeated no-op moves and a mid-route sequence that does not coherently reflect re-planning around the service alert."
detour_commute_midroute_block,agentsociety_official_plan_blocks,0.82,0.68,0.9,0.84,0.75,0.07,0.14,0.65,0.25,staged waiting at blocked hub,"The commute plan is locally reasonable and consistent with the stated goal, but the trace feels somewhat scripted because the agent waits at the hub until the block clears instead of clearly replanning around the disruption."
meeting_wait_trap,gatsim_official_planner,0.76,0.22,0.31,0.6,0.444,0.316,0.54,0.15,0.556,goal drift and repetitive filler actions,"The setup of going to a cafe to meet Ben is plausible, but the trace devolves into repeated plan-revision wording, aimless dwell time, and a late move that misses the meeting window."
meeting_wait_trap,sotopia_official_llm_agent,0.88,0.34,0.92,0.76,1.0,0.0,0.54,0.55,0.0,message loop without movement,"The plan setup is realistic and the messages match the goal, but the trace gets stuck repeatedly asking Ben for location while Aria never leaves the office or reaches the meeting window."
meeting_wait_trap,generative_agents_official_planner,0.86,0.38,0.72,0.81,0.667,0.193,0.48,0.35,0.333,missed coordination window,"The individual actions are realistic for a lunch coordination problem, but the sequence spends too long waiting and then switches plans so late that it no longer looks like a successful urban meeting behavior."
meeting_wait_trap,agentsociety_official_plan_blocks,0.83,0.41,0.76,0.72,0.667,0.163,0.42,0.35,0.333,coordination drift and waiting loop,"The individual moves and messages sound like a reasonable lunch coordination attempt, but the trace repeatedly waits and rechecks without ever clearly confirming Ben or achieving the meeting window."
school_pickup_social_detour,gatsim_official_planner,0.74,0.18,0.7,0.25,1.0,0.0,0.56,1.0,0.0,prematurely stopping at school without pickup,"The individual moves and service action are locally plausible, but the sequence ignores the actual pickup deadline, ends immediately after arriving at school, and reads like an activity-plan artifact rather than believable city behavior."
school_pickup_social_detour,sotopia_official_llm_agent,0.48,0.12,0.35,0.22,1.0,0.0,0.36,0.55,0.0,aimless detour and premature stop,"The route moves through plausible urban locations, but the trace never approaches school pickup and then loops/stops at the diner, which makes the overall behavior inconsistent with the stated caregiver goal."
school_pickup_social_detour,generative_agents_official_planner,0.18,0.05,0.12,0.14,0.8,0.0,0.13,1.0,0.2,adapter-driven idle dwell,"The trace does not behave like a real city decision process: it ignores the social detour, shows zero-time moves, then idles for an hour at school before finishing, which breaks the stated goal and timing logic."
school_pickup_social_detour,agentsociety_official_plan_blocks,0.98,0.91,0.99,0.96,1.0,0.0,0.07,1.0,0.0,none,"The trace is a straightforward rush-hour pickup with no detour, and the stated reasons match the actions and complete the goal well before the deadline."
avoid_crowd_event,gatsim_official_planner,0.33,0.12,0.18,0.25,1.0,0.0,0.21,0.7,0.0,planner-internal boilerplate overrides scenario goals,"The actions have some surface resemblance to moving, shopping, and returning home, but the repeated GATSim boilerplate, missing exercise outcome, and abrupt budget drain make the full sequence hard to read as believable city behavior."
avoid_crowd_event,sotopia_official_llm_agent,0.62,0.18,0.28,0.22,1.0,0.0,0.44,0.4,0.0,abrupt incomplete trace,"Going to the gym during a crowded plaza event is locally plausible, but the sequence stops immediately and never addresses groceries or the crowd-avoidance preference in a convincing way."
avoid_crowd_event,generative_agents_official_planner,0.87,0.42,0.86,0.58,0.75,0.12,0.45,0.7,0.25,repetitive dwelling loop,"Going to the park to exercise while avoiding the crowded plaza is sensible, but the trace gets stuck in repeated dwell actions at one location and never completes groceries, which hurts full-sequence believability."
avoid_crowd_event,agentsociety_official_plan_blocks,0.91,0.74,0.95,0.88,1.0,0.0,0.17,0.7,0.0,budget exhaustion,"The plan to exercise in a park and buy groceries is locally sensible and matches the stated preferences, but the trace ends with the entire budget spent and the sequence feels truncated after only one real errand."
budget_errand_chain,gatsim_official_planner,0.72,0.34,0.22,0.28,1.0,0.0,0.38,1.0,0.0,template-driven actions with weak goal fit,"The sequence looks superficially like a normal errand chain, but the reasons are generic planner boilerplate and the trace misses the intended budget-aware purchase logic, making the overall behavior feel scripted rather than city-plausible."
budget_errand_chain,sotopia_official_llm_agent,0.78,0.34,0.62,0.55,0.75,0.03,0.44,0.25,0.25,abrupt drift at budget diner,"The pharmacy-first errand is plausible, but the sequence becomes repetitive and then stops at the diner without showing the dinner purchase or return home."
budget_errand_chain,generative_agents_official_planner,0.74,0.22,0.58,0.28,0.833,0.0,0.52,0.7,0.167,planner drifts and skips the stated errands,"The individual moves are locally plausible, but the trace never buys medicine and ends early after an unexplained trip to dinner and back home, which makes the full behavior hard to believe as a budget errand chain."
budget_errand_chain,agentsociety_official_plan_blocks,0.94,0.88,0.98,0.92,1.0,0.0,0.06,1.0,0.0,none,"The trace follows a straightforward errand pattern that matches the persona and stated plan, with only minor oddity in the unusually brief dinner duration and generic plan-step phrasing."
closed_poi_replacement,gatsim_official_planner,0.72,0.29,0.78,0.68,1.0,0.0,0.43,1.0,0.0,plan drift / no response to closure,"The destination and work session are locally sensible, but the trace ignores the library closure context, follows a rigid preplanned route, and ends without showing any adaptive decision-making beyond reaching the cafe."
closed_poi_replacement,sotopia_official_llm_agent,0.78,0.42,0.52,0.7,0.8,0.0,0.36,0.25,0.2,odd sequencing and premature finish,"Going from the closed library to a bookstore is plausible as a fallback workspace, but the trace then redundantly re-enters the bookstore and finishes immediately after only one hour of dwell, which makes the full sequence feel shaky."
closed_poi_replacement,generative_agents_official_planner,0.82,0.18,0.12,0.71,0.5,0.32,0.64,0.25,0.5,adapter stub behavior,"The choice of coworking is plausible for a quiet work session, but the trace looks like a placeholder sequence with generic reasons and no real response to the library closure or user intent."
closed_poi_replacement,agentsociety_official_plan_blocks,0.64,0.34,0.78,0.71,0.0,0.64,0.3,0.25,1.0,repetitive dwell looping,"Going to a quiet cafe instead of the closed library is sensible, but the trace then repeats dwell steps without any additional purpose and overshoots the intended focused session shape."
commute_disruption,gatsim_official_planner,0.15,0.08,0.12,0.18,1.0,0.0,0.07,1.0,0.0,hardcoded planner script ignored disruption,"The trace follows a scripted destination plan with no realistic response to the transit delay, so it does not read like believable urban commute behavior."
commute_disruption,sotopia_official_llm_agent,0.73,0.22,0.18,0.28,1.0,0.0,0.51,0.5,0.0,ignores delay and teleports through blocked route,"The plan starts plausibly with a commute, but the trace then moves from the transit hub to the office during the disruption without any visible replan and ends abruptly."
commute_disruption,generative_agents_official_planner,0.17,0.09,0.12,0.14,0.5,0.0,0.08,0.25,0.5,non-narrative adapter trace,"The trace reads like a stubbed planner output with no real response to the transit delay, so it does not resemble believable commute behavior beyond superficially ending at the office."
commute_disruption,agentsociety_official_plan_blocks,0.96,0.42,0.77,0.58,0.8,0.16,0.54,0.25,0.2,missed replanning after delay,"The steps sound like a normal commute interrupted by transit disruption, but the trace still follows the blocked hub-to-office route and waits in place instead of clearly rerouting, which weakens the full-sequence realism."
conflicting_social_obligation,gatsim_official_planner,0.15,0.08,0.25,0.12,1.0,0.0,0.07,0.75,0.0,activity-plan label drift,"The trace follows a simple work block in a reasonable place, but the repeated GATSim-specific wording and immediate finish without addressing Ben make the behavior feel scripted and incomplete as city behavior."
conflicting_social_obligation,sotopia_official_llm_agent,0.89,0.46,0.86,0.72,0.5,0.39,0.43,0.65,0.5,premature stop before resolving obligation,"The message and 45-minute coworking block are locally sensible, but the sequence ends before Aria actually resolves Ben’s invitation after the work block, so the overall behavior feels incomplete and slightly drifted."
conflicting_social_obligation,generative_agents_official_planner,0.92,0.67,0.95,0.88,0.8,0.12,0.25,1.0,0.2,plan exhausts early,"The actions are locally sensible: Aria finishes a work block, declines the invitation politely, and stays at coworking, but the trace has extra dwell time and ends early in a way that feels slightly thin rather than fully behavior-rich."
conflicting_social_obligation,agentsociety_official_plan_blocks,0.78,0.24,0.86,0.33,0.2,0.58,0.54,0.4,0.8,plan drift and unsupported detour,"The first work block and the concern about continuing work are reasonable, but the sequence wanders to a library and then home without addressing Ben or clearly serving the stated goal."
lunch_meeting_time_pressure,gatsim_official_planner,0.78,0.22,0.31,0.24,1.0,0.0,0.56,1.0,0.0,planner-scripted drift,"The first move to the quieter cafe fits the scenario, but the trace then follows generic planner rituals, detours back to the office, and fails to clearly preserve the lunch meeting outcome."
lunch_meeting_time_pressure,sotopia_official_llm_agent,0.78,0.38,0.62,0.52,1.0,0.0,0.4,0.55,0.0,premature finish,"Going to Central Cafe for a lunch meeting is locally reasonable, but the trace ends immediately after one message without actually meeting Ben or adapting to the congestion/time pressure."
lunch_meeting_time_pressure,generative_agents_official_planner,0.87,0.58,0.22,0.76,0.714,0.156,0.29,0.35,0.286,adapter-like placeholder actions,"The sequence looks like a reasonable lunch trip to the quieter cafe under time pressure, but the repeated generic actions and boilerplate reasons make the full trace feel mechanically generated rather than believable behavior."
lunch_meeting_time_pressure,agentsociety_official_plan_blocks,0.92,0.68,0.88,0.81,0.143,0.777,0.24,0.35,0.857,repetitive waiting,"The plan to head to the quieter cafe and wait for Ben is locally sensible and matches the stated preferences, but the trace spends most of the episode idling at the destination rather than showing adaptive lunch-time behavior."
