scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
closed_study_spot_replacement,gatsim_official_planner,0.74,0.41,0.52,0.61,0.875,0.0,0.33,1.0,0.125,goal drift and odd repetition,"Starting at the bookstore as a quiet replacement is plausible, but the trace then repeats the same work block at a second venue with generic planner language and an implausible money/service pattern, which weakens the full-sequence behavior."
closed_study_spot_replacement,sotopia_official_llm_agent,0.83,0.48,0.32,0.79,0.5,0.33,0.35,0.7,0.5,label-like filler actions,"The overall choice to switch from a closed library to a quiet bookstore is plausible, but the trace is weakened by repeated no-op enter/dwell steps and reasons that do not actually explain the actions."
closed_study_spot_replacement,generative_agents_official_planner,0.94,0.79,0.92,0.88,0.5,0.44,0.15,0.7,0.5,no explicit reasoned adaptation,"The trace is a plausible response to the library closure: Aria goes to a nearby quiet bookstore, stays there long enough to work, and does not violate the closed-library constraint, though the sequence is generic and lacks any explicit planning detail."
closed_study_spot_replacement,agentsociety_official_plan_blocks,0.92,0.78,0.83,0.9,0.8,0.12,0.14,1.0,0.2,redundant buy and finish sequence,"The trace mostly resembles a plausible fallback to a quiet bookstore for focused work, but it wastes steps on an unexplained purchase and then ends early after only one clearly completed work block."
detour_commute_midroute_block,gatsim_official_planner,0.84,0.18,0.76,0.32,0.875,0.0,0.66,0.3,0.125,plan drift and missed destination,"The route changes are locally plausible as a detour, but the trace wanders through unrelated stops and ends at a cafe instead of reaching the office or responding clearly to the alert."
detour_commute_midroute_block,sotopia_official_llm_agent,0.77,0.22,0.18,0.28,1.0,0.0,0.55,0.65,0.0,ignores the service alert,"The commute setup is plausible, but the trace has Aria go through the transit hub after the blockage is announced and finish without any rerouting or reaction, which makes the full behavior hard to باور as urban commuting."
detour_commute_midroute_block,generative_agents_official_planner,0.55,0.18,0.05,0.22,0.75,0.0,0.37,0.65,0.25,unexplained looping and placeholder reasoning,"The route choice is broadly plausible for a disrupted commute, but the trace repeatedly stalls or duplicates moves and the stated reasons do not explain any real replanning, making the full sequence hard to believe."
detour_commute_midroute_block,agentsociety_official_plan_blocks,0.88,0.46,0.72,0.63,0.667,0.213,0.42,0.3,0.333,overly scripted wait for alert,"The detour to the transit hub and then rerouting to the office is plausible, but the trace looks mechanically scripted because Aria simply waits out the blockage at the hub instead of showing any real replan behavior or decision-making."
meeting_wait_trap,gatsim_official_planner,0.62,0.18,0.72,0.41,0.833,0.0,0.44,0.15,0.167,goal-drifting loop,"The moves between office and quiet cafe are individually plausible, but the full trace repeatedly oscillates without coordinating with Ben or landing the meeting within the time window."
meeting_wait_trap,sotopia_official_llm_agent,0.88,0.34,0.92,0.78,1.0,0.0,0.54,0.55,0.0,repetitive non-progressive messaging,"The individual messages are sensible coordination attempts, but the full trace loops on asking for confirmation while Aria never leaves the office or reaches the meeting window, so the behavior drifts away from a believable lunch meeting outcome."
meeting_wait_trap,generative_agents_official_planner,0.89,0.58,0.78,0.84,0.667,0.223,0.31,0.35,0.333,meeting drift and over-waiting,"The actions sound like a reasonable lunch coordination attempt, but the sequence drifts into unnecessary movement and waiting, reducing confidence that it cleanly achieves the narrow meeting objective."
meeting_wait_trap,agentsociety_official_plan_blocks,0.86,0.34,0.78,0.74,0.6,0.26,0.52,0.35,0.4,waiting-loop and missed window,"The actions sound like a reasonable lunch-meeting plan at first, but the sequence devolves into repeated waiting and redundant messages, then misses the coordination window before drifting to a late fallback move."
school_pickup_social_detour,gatsim_official_planner,0.22,0.08,0.18,0.12,1.0,0.0,0.14,1.0,0.0,detour to direct school service,"The trace reads like a planner mechanically jumping to the school and completing a service, but it ignores the social detour, timing pressure, and the caregiver constraint, so the full behavior is not believable urban action."
school_pickup_social_detour,sotopia_official_llm_agent,0.84,0.22,0.93,0.58,1.0,0.0,0.62,0.55,0.0,premature finish at school,"The move sequence is locally reasonable for leaving work and reaching school, but it stops far too early and never shows the pickup or any handling of the social detour, so the full trace is not believable as completed city behavior."
school_pickup_social_detour,generative_agents_official_planner,0.84,0.31,0.34,0.66,0.875,0.0,0.53,1.0,0.125,generic adapter-driven detour,"The sequence has a plausible brief social stop before pickup, but the reasons are placeholder-like and the trace feels mechanically routed rather than motivated by Aria's stated priorities."
school_pickup_social_detour,agentsociety_official_plan_blocks,0.96,0.52,0.98,0.9,1.0,0.0,0.44,1.0,0.0,overly clean execution,"The stated priority and actions match the caregiver scenario well, but the trace is suspiciously direct and lacks the expected social detour tension or any decision pressure from Ben."
