scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
hard_budget_entangled_meet,api_llm_react_tool_policy,0.96,0.44,0.95,0.72,1.0,0.0,0.52,0.85,0.0,budget inconsistency,"The steps sound like a reasonable city errand and meeting plan, but the final budget and a few timeline/feasibility details do not fully cohere with the stated constraint."
hard_budget_entangled_meet,api_llm_plan_and_execute,0.78,0.64,0.83,0.72,1.0,0.0,0.14,1.0,0.0,budget inconsistency around cafe purchase,"The plan reads like a reasonable city errand-and-meeting sequence, but the cafe coffee purchase nearly exhausts the budget in a way that feels shaky and the trace is a bit overly tidy about the timing and feasibility."
hard_deadline_then_meet,api_llm_react_tool_policy,0.97,0.62,0.95,0.88,1.0,0.0,0.35,1.0,0.0,premature cafe waiting,"The plan is locally coherent and matches the stated deadline-first intention, but it arrives and waits at the cafe well before Ben's window, so the full trace feels somewhat staged and inefficient."
hard_deadline_then_meet,api_llm_plan_and_execute,0.82,0.34,0.71,0.48,1.0,0.0,0.48,0.7,0.0,aimless routing after deadline,"The early prescription run is reasonable, but the later sequence wanders without reaching the promised cafe meeting and ends in an arbitrary location, which weakens full-trace believability."
hard_full_evening_chain,api_llm_react_tool_policy,0.97,0.95,0.98,0.94,1.0,0.0,0.02,1.0,0.0,slightly tidy timing,"The sequence reads like a realistic constrained evening itinerary with coherent timing, matching reasons, and no obvious feasibility breaks, though it is a bit too neatly optimized."
hard_full_evening_chain,api_llm_plan_and_execute,0.84,0.52,0.87,0.66,1.0,0.0,0.32,0.85,0.0,time/path inconsistencies,"The plan sounds locally reasonable for a city evening, but the sequence contains several inconsistent travel times and a final state that leaves Aria at the gym instead of home before the deadline."
hard_overlapping_windows,api_llm_react_tool_policy,0.87,0.45,0.91,0.72,1.0,0.0,0.42,0.7,0.0,late Ben meeting / sequence drift,"The plan sounds locally sensible and the reasons match the moves, but the sequence misses the Ben window and then acknowledges the failure only at the end, which weakens full-trace believability."
hard_overlapping_windows,api_llm_plan_and_execute,0.84,0.57,0.88,0.62,0.857,0.0,0.27,0.5,0.143,missed cafe timing,"The plan sounds sensible at a glance and the reasons match the moves, but the sequence arrives at the cafe after Ben's stated window closes, so the full trace is only moderately believable."
hard_stale_plan_override,api_llm_react_tool_policy,0.91,0.63,0.95,0.72,1.0,0.0,0.28,1.0,0.0,prematurely assuming success,"The actions and reasons are locally sensible, but the trace jumps to treating the meeting as confirmed and completed without showing any actual response from Ben or checking that he is really there."
hard_stale_plan_override,api_llm_plan_and_execute,0.86,0.34,0.61,0.58,1.0,0.0,0.52,0.6,0.0,stale timing and sequencing,"The first check-in message is sensible, but the trace then arrives and waits for the updated meeting in a way that misses the stated 12:25-12:45 window and relies on a confusing paid-venue sequence."
hard_three_meeting_relay,api_llm_react_tool_policy,0.93,0.88,0.97,0.84,1.0,0.0,0.05,1.0,0.0,slightly mechanical venue handling,"The sequence is coherent and matches the time windows, with only minor awkwardness from overexplaining service use and co-presence evidence in a way that feels more scripted than everyday city behavior."
hard_three_meeting_relay,api_llm_plan_and_execute,0.92,0.47,0.78,0.81,0.923,0.0,0.45,0.6,0.077,timeline inconsistency,"The plan sounds locally reasonable for a quick three-stop social route, but the final sequence slips on timing and duration for the last meeting, making the full trace less believable."
