scenario_id,family,agent_type,plan_plausibility,trace_feasibility,plausibility_feasibility_gap,impossible_trace_rate,city_false_continue,goal_completion,task_completion,constraint_satisfaction,process_success,feasibility_violation,replanning_success,travel_efficiency,budget_consistency,intention_consistency,social_appropriateness,done_state_loop_rate,social_derailment_rate,final_time,final_location,final_budget,violations,failure_taxonomy,llm_calls,llm_latency_seconds,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_usage_complete
hard_budget_entangled_meet,social_outcome_hard,api_llm_react_tool_policy,1.0,0.889,0.111,0.111,0.0,0.7,0.769,0.571,,0.111,,1.0,1.0,0.622,1.0,1.0,1.0,18:26,home_aria,1.0,1,"{""done_state_loop"": 1, ""invalid_state_transition"": 1, ""social_derailment"": 1}",10,46.514,86988,738,87726,True
hard_budget_entangled_meet,social_outcome_hard,api_llm_plan_and_execute,1.0,0.778,0.222,0.222,1.0,0.45,0.385,0.571,,0.222,,1.0,1.0,0.35,0.0,0.0,0.0,18:56,home_aria,1.0,2,"{""invalid_state_transition"": 1, ""time_budget_failure"": 1}",1,9.498,7087,446,7533,True
hard_deadline_then_meet,social_outcome_hard,api_llm_react_tool_policy,1.0,0.889,0.111,0.111,0.0,0.8,1.0,0.5,,0.111,,1.0,1.0,0.711,1.0,1.0,0.0,13:05,quiet_cafe,2.0,1,"{""done_state_loop"": 1, ""invalid_state_transition"": 1}",10,74.763,86211,684,86895,True
hard_deadline_then_meet,social_outcome_hard,api_llm_plan_and_execute,1.0,0.875,0.125,0.125,0.0,0.5,0.5,0.5,,0.125,,1.0,1.0,0.438,0.0,0.0,0.0,13:26,quiet_cafe,2.0,1,"{""invalid_state_transition"": 1}",1,41.403,7179,353,7532,True
hard_full_evening_chain,social_outcome_hard,api_llm_react_tool_policy,1.0,0.7,0.3,0.3,0.0,0.55,0.571,0.5,,0.3,,1.0,1.0,0.385,1.0,1.0,1.0,17:57,budget_diner,4.0,3,"{""done_state_loop"": 1, ""invalid_state_transition"": 3, ""social_derailment"": 1}",11,75.707,97692,853,98545,True
hard_full_evening_chain,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,18:17,home_aria,4.0,0,{},1,9.781,7023,442,7465,True
hard_overlapping_windows,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,0.7,0.5,1.0,,0.0,,1.0,1.0,0.7,0.5,0.0,1.0,13:13,cafe_central,6.0,0,"{""goal_drift"": 1, ""social_derailment"": 1}",9,36.733,74953,628,75581,True
hard_overlapping_windows,social_outcome_hard,api_llm_plan_and_execute,1.0,0.875,0.125,0.125,0.0,0.5,0.5,0.5,,0.125,,1.0,1.0,0.438,0.5,0.0,1.0,13:23,cafe_central,6.0,1,"{""social_derailment"": 1, ""time_budget_failure"": 1}",1,8.376,7099,386,7485,True
hard_stale_plan_override,social_outcome_hard,api_llm_react_tool_policy,1.0,0.5,0.5,0.5,0.0,0.4,0.333,0.5,,0.5,,1.0,1.0,0.2,0.5,0.0,0.0,12:49,quiet_cafe,6.0,4,"{""invalid_state_transition"": 4}",9,137.222,75597,602,76199,True
hard_stale_plan_override,social_outcome_hard,api_llm_plan_and_execute,1.0,0.833,0.167,0.167,0.0,0.4,0.333,0.5,,0.167,,1.0,1.0,0.333,0.5,0.0,0.0,12:54,quiet_cafe,6.0,1,"{""invalid_state_transition"": 1}",1,6.948,6964,281,7245,True
hard_three_meeting_relay,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:20,budget_diner,1.0,0,{},14,97.316,122889,884,123773,True
hard_three_meeting_relay,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,0.6,0.333,1.0,,0.0,,1.0,1.0,0.6,0.333,0.0,1.0,13:26,budget_diner,1.0,0,"{""goal_drift"": 1, ""social_derailment"": 1}",1,22.441,7484,634,8118,True
