scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
social_copresence_decoy_location,gatsim_official_planner,0.78,0.46,0.32,0.62,0.4,0.38,0.32,0.15,0.6,repetitive validator-like interaction loop,"Going directly to the correct quiet cafe and waiting there is plausible, but the repeated identical interaction steps and meta-planner reasons make the full behavior read more like benchmark execution than ordinary social coordination."
social_copresence_decoy_location,sotopia_official_llm_agent,0.34,0.1,0.18,0.14,1.0,0.0,0.24,0.55,0.0,repetitive messaging with no actual meeting attempt,"Confirming the location is reasonable at first, but the trace stalls in repeated duplicate messages, detours to the library, and never goes to the quiet cafe despite claiming to be heading there."
social_copresence_decoy_location,generative_agents_official_planner,0.88,0.76,0.58,0.87,0.714,0.166,0.12,0.35,0.286,opaque and slightly awkward action sequencing,"The plan sensibly messages Ben and goes to the correct quiet cafe, but the duplicate zero-minute move and generic reasons make the full trace somewhat less believable."
social_copresence_decoy_location,agentsociety_official_plan_blocks,0.74,0.32,0.78,0.55,0.5,0.24,0.42,0.35,0.5,repetitive stale confirmations without actual meeting,"Going to the correct cafe and waiting is initially reasonable, but repeatedly sending the same outdated 12:30 message after arrival without any evidence of co-presence makes the full trace feel stuck and socially implausible."
social_copresence_event_window,gatsim_official_planner,0.76,0.68,0.52,0.74,1.0,0.0,0.08,1.0,0.0,machine-like rationale phrasing,"The sequence reaches the market in time and plausibly meets Casey, but the stated reasons are overly validator-driven and the post-meeting movements feel mechanically detached from the social goal."
social_copresence_event_window,sotopia_official_llm_agent,0.86,0.72,0.58,0.88,1.0,0.0,0.14,0.5,0.0,abrupt stop without confirming meetup,"Going straight to the market within the window is sensible, but ending immediately on arrival makes the intended social catch feel under-executed despite being physically plausible."
social_copresence_event_window,generative_agents_official_planner,0.74,0.56,0.34,0.83,0.333,0.407,0.18,0.2,0.667,generic uninformative rationale,"Going straight to the market and waiting is ordinary and could plausibly catch Casey, but the action reasons do not explain the behavior and the long passive dwell after the likely meeting window weakens full-sequence believability."
social_copresence_event_window,agentsociety_official_plan_blocks,0.82,0.58,0.72,0.84,1.0,0.0,0.24,0.5,0.0,stops after arrival without actually meeting Casey,"Going straight to the market is sensible, but the trace ends at 16:32 during Casey's window without any attempt to find or interact with them."
social_copresence_message_gated,gatsim_official_planner,0.42,0.14,0.18,0.2,0.4,0.02,0.28,0.15,0.6,never confirms before meeting,Going to the cafe and repeatedly interacting with Ben without first sending the required confirmation conflicts with the scenario and makes the overall behavior hard to believe.
social_copresence_message_gated,sotopia_official_llm_agent,0.58,0.18,0.22,0.34,1.0,0.0,0.4,0.55,0.0,self-confirming and ends before meeting,"Sending repeated messages that claim confirmation without Ben replying, then arriving early and stopping before the meeting window, makes the overall behavior hard to believe."
