scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
hard_budget_entangled_meet,api_llm_react_tool_policy,0.9,0.86,0.95,0.88,1.0,0.0,0.04,1.0,0.0,minor budget tension,"The sequence reads like a plausible city errand-and-meet plan with sensible timing and routing, and the reasons generally match the actions, though the paid cafe/service assumption is a small budget pressure and the final budget is tight but still positive."
hard_budget_entangled_meet,api_llm_plan_and_execute,0.95,0.74,0.96,0.83,1.0,0.0,0.21,1.0,0.0,budget tension handled too cleanly,"The actions and reasons sound like a reasonable urban errand-and-meeting plan, but the sequence is a bit too tidy given the tight budget and the paid-cafe constraint, making the full trace slightly less believable than the local steps."
hard_deadline_then_meet,api_llm_react_tool_policy,0.93,0.76,0.95,0.88,1.0,0.0,0.17,1.0,0.0,slight sequencing oddity,"The trace is broadly coherent and the reasons match the actions, though the cafe service/wait sequence before the meeting window is a bit over-engineered and slightly unnatural."
hard_deadline_then_meet,api_llm_plan_and_execute,0.86,0.46,0.95,0.72,0.857,0.003,0.4,0.5,0.143,time-window inconsistency,"The pickup-first logic is sound, but the trace reaches the cafe and meets Ben before his stated 13:00 window, which makes the full sequence only moderately believable."
hard_full_evening_chain,api_llm_react_tool_policy,0.86,0.42,0.88,0.74,1.0,0.0,0.44,0.7,0.0,budget/time drift and infeasible dinner abandonment,"The plan sounds locally reasonable through grocery shopping, diner arrival, and waiting for Casey, but the sequence ends by abandoning dinner after only partial execution, leaving the intended evening chain incomplete and somewhat mechanically driven."
hard_full_evening_chain,api_llm_plan_and_execute,0.98,0.66,0.97,0.92,1.0,0.0,0.32,1.0,0.0,tight timing and slightly compressed travel,"The plan sounds like a reasonable evening run of errands, dinner, a timed social stop, and getting home, though the sequence is somewhat compressed and the meeting window is handled a bit mechanically."
hard_overlapping_windows,api_llm_react_tool_policy,0.83,0.44,0.89,0.72,1.0,0.0,0.39,0.7,0.0,missed cafe window,"The plan to reach the park first and then the cafe is locally sensible, but the full trace drifts past Ben's allowed window and ends by declaring the situation infeasible instead of executing a coherent successful meeting sequence."
hard_overlapping_windows,api_llm_plan_and_execute,0.72,0.24,0.78,0.31,0.6,0.12,0.48,0.2,0.4,missed meeting window,"The plan starts with a sensible choice to prioritize the earlier-closing park visit, but the sequence then waits too long, misses Casey’s window, and arrives at the cafe after the episode ends."
hard_stale_plan_override,api_llm_react_tool_policy,0.86,0.28,0.92,0.74,1.0,0.0,0.58,1.0,0.0,over-scripted and time-inconsistent meeting sequence,"The actions are locally sensible for confirming and reaching the updated meeting spot, but the sequence feels artificially engineered and the claim of a successful meeting is weakly supported by the trace timing and repeated procedural steps."
hard_stale_plan_override,api_llm_plan_and_execute,0.91,0.84,0.96,0.88,1.0,0.0,0.07,1.0,0.0,minor overconfidence in confirming the updated meeting without explicit notice-check,"The agent’s actions match a sensible updated meetup plan, with only a mild believability dip from the smooth, almost too-perfect timing and no visible uncertainty about whether Ben’s update was verified."
hard_three_meeting_relay,api_llm_react_tool_policy,0.93,0.54,0.9,0.72,1.0,0.0,0.39,1.0,0.0,over-scripted timing and evidence language,"The plan reads like a reasonable sequential day schedule, but the repeated meta-reasons about co-presence evidence and exact window management make the full trace feel scripted rather than natural city behavior."
hard_three_meeting_relay,api_llm_plan_and_execute,0.93,0.61,0.9,0.68,1.0,0.0,0.32,1.0,0.0,timeline drift and slight window slippage,"The plan sounds like a reasonable coordinated city break itinerary, but the sequence has a few timing inconsistencies around dwell and arrival times that make the full trace less believable."
