scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
social_copresence_decoy_location,gatsim_official_planner,0.74,0.42,0.61,0.57,0.4,0.34,0.32,0.15,0.6,repetitive meeting loop without confirmation message,"Going directly to the quiet cafe fits the scenario, but skipping the confirming message and then repeating six identical interaction blocks makes the full behavior look scripted rather than like ordinary social activity."
social_copresence_decoy_location,sotopia_official_llm_agent,0.8,0.42,0.28,0.74,1.0,0.0,0.38,0.55,0.0,premature stop before meeting,"Messaging Ben and going to the quiet cafe is sensible, but duplicate texts, generic reasons, and ending at 12:25 before any co-presence make the full trace less believable."
social_copresence_decoy_location,generative_agents_official_planner,0.79,0.62,0.58,0.7,0.714,0.076,0.17,0.35,0.286,implausible movement timing metadata,"The overall plan reasonably confirms and goes to the correct cafe, but the zero-minute move and generic reasons make the full trace less believable."
social_copresence_decoy_location,agentsociety_official_plan_blocks,0.87,0.62,0.84,0.81,0.375,0.495,0.25,0.35,0.625,repetitive waiting without evidence of meeting,"Going to the correct quiet cafe and waiting is sensible, but the repeated confirmation and extended idle time without any sign of Ben makes the full trace less believable."
social_copresence_event_window,gatsim_official_planner,0.9,0.86,0.72,0.88,1.0,0.0,0.04,1.0,0.0,validator-flavored rationale text,"The behavior is a sensible short trip to reach Casey at the market on time, but the stated reasons read like system-internal labels rather than natural human planning."
social_copresence_event_window,sotopia_official_llm_agent,0.82,0.46,0.52,0.78,0.75,0.07,0.36,0.2,0.25,stops without trying to meet Casey,"Going straight to the market is sensible, but ending immediately after arrival without any attempt to find or interact with Casey makes the full behavior less believable."
social_copresence_event_window,generative_agents_official_planner,0.86,0.62,0.48,0.84,0.375,0.485,0.24,0.2,0.625,undirected waiting without explicit meeting behavior,"Getting to the market early and waiting is sensible, but the trace never shows Aria actually spotting or engaging Casey during the brief window and instead pads the episode with repetitive dwell actions."
social_copresence_event_window,agentsociety_official_plan_blocks,0.88,0.58,0.9,0.83,0.3,0.58,0.3,0.2,0.7,overlong waiting after opportunity window,"Getting to the market early and waiting is sensible, but continuing to dwell well past Casey's brief presence makes the full trace less believable."
social_copresence_message_gated,gatsim_official_planner,0.46,0.19,0.28,0.31,0.667,0.0,0.27,0.15,0.333,missing confirmation before meeting,"Going to the cafe and claiming an interaction without first messaging Ben contradicts the scenario, and the later return trip makes the overall behavior look mechanically scripted rather than socially plausible."
social_copresence_message_gated,sotopia_official_llm_agent,0.72,0.34,0.22,0.58,1.0,0.0,0.38,0.55,0.0,premature stop before meeting window,"Sending a confirmation message and traveling to the cafe are reasonable, but the duplicate messaging, generic reasons, and ending at 12:25 before any possible meetup make the full trace hard to believe as completing the intended social plan."
social_copresence_message_gated,generative_agents_official_planner,0.7,0.38,0.46,0.63,0.9,0.0,0.32,0.35,0.1,unnecessary detour before the meetup,"Aria does send the needed confirmation and reaches the quiet cafe in time, but the intermediate cafe and library stops make the overall plan look oddly unfocused for a simple confirm-then-meet scenario."
social_copresence_message_gated,agentsociety_official_plan_blocks,0.72,0.28,0.46,0.61,0.5,0.22,0.44,0.35,0.5,shows up before confirmation and then loops on redundant messages,"Sending an initial confirmation message and waiting at the agreed cafe is locally reasonable, but repeatedly re-confirming after already arriving without any response makes the overall behavior look implausible and misses the point of confirming first."
