scenario_id,family,agent_type,plan_plausibility,trace_feasibility,plausibility_feasibility_gap,impossible_trace_rate,city_false_continue,goal_completion,task_completion,constraint_satisfaction,process_success,feasibility_violation,replanning_success,travel_efficiency,budget_consistency,intention_consistency,social_appropriateness,done_state_loop_rate,social_derailment_rate,final_time,final_location,final_budget,violations,failure_taxonomy,llm_calls,llm_latency_seconds,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_usage_complete
hard_budget_entangled_meet,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,0.6,0.385,1.0,,0.0,,1.0,1.0,0.6,0.0,0.0,0.0,17:32,pharmacy,11.0,0,"{""goal_drift"": 1}",4,38.864,33877,4326,38203,True
hard_budget_entangled_meet,social_outcome_hard,api_llm_plan_and_execute,1.0,0.909,0.091,0.091,0.0,0.6,0.615,0.571,,0.091,,1.0,1.0,0.545,0.0,0.0,0.0,18:24,home_aria,1.0,1,"{""invalid_state_transition"": 1}",1,21.24,7087,2464,9551,True
hard_deadline_then_meet,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:05,quiet_cafe,2.0,0,{},9,110.085,76482,7658,84140,True
hard_deadline_then_meet,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:05,quiet_cafe,2.0,0,{},1,14.912,7179,1596,8775,True
hard_full_evening_chain,social_outcome_hard,api_llm_react_tool_policy,1.0,0.9,0.1,0.1,1.0,0.55,0.786,0.0,,0.1,,1.0,0.0,0.495,1.0,0.0,1.0,18:28,home_aria,-2.0,1,"{""money_budget_failure"": 1, ""social_derailment"": 1}",11,222.573,96281,10515,106796,True
hard_full_evening_chain,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,18:20,home_aria,4.0,0,{},1,26.539,7023,1425,8448,True
hard_overlapping_windows,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,0.7,0.5,1.0,,0.0,,1.0,1.0,0.7,0.5,0.0,1.0,13:03,cafe_central,6.0,0,"{""goal_drift"": 1, ""social_derailment"": 1}",8,155.649,66475,7338,73813,True
hard_overlapping_windows,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,12:51,cafe_central,6.0,0,{},1,16.054,7099,2099,9198,True
hard_stale_plan_override,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,12:34,quiet_cafe,6.0,0,{},6,46.831,48935,5072,54007,True
hard_stale_plan_override,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,12:34,quiet_cafe,6.0,0,{},1,12.523,6964,1296,8260,True
hard_three_meeting_relay,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:20,budget_diner,1.0,0,{},14,104.833,122748,12415,135163,True
hard_three_meeting_relay,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:23,budget_diner,1.0,0,{},1,21.113,7484,2140,9624,True
