scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
social_copresence_decoy_location,api_llm_react_tool_policy,0.97,0.74,0.96,0.88,1.0,0.0,0.23,1.0,0.0,overly procedural venue logic,"The trace follows the stated intent well and reaches the right cafe on time, but the service/enter/interaction sequence feels a bit over-scripted compared with ordinary urban behavior."
social_copresence_decoy_location,api_llm_plan_and_execute,0.96,0.91,0.98,0.88,1.0,0.0,0.05,1.0,0.0,slight over-explanation,"The agent’s message, route choice, waiting, and in-person contact all fit the scenario well, with only minor narrative awkwardness in how explicitly it frames the meeting confirmation and service use."
social_copresence_decoy_location,gatsim_official_planner,0.72,0.28,0.33,0.41,0.556,0.164,0.44,0.15,0.444,scripted plan drift,"The trace reaches the right cafe and time window, but the repeated self-referential reasons, missing explicit confirmation with Ben, and awkward looping dwell/interact sequence make the full behavior feel scripted rather than natural."
social_copresence_decoy_location,sotopia_official_llm_agent,0.89,0.58,0.76,0.8,0.9,0.0,0.31,0.8,0.1,redundant final messaging,"The agent follows a believable plan by contacting Ben and reaching the quiet cafe on time, but the sequence becomes slightly repetitive and drifted by repeated messages and an unnecessary buy/interact pattern."
social_copresence_decoy_location,generative_agents_official_planner,0.91,0.52,0.88,0.7,1.0,0.0,0.39,1.0,0.0,unnecessary detour through wrong cafe,"The plan to message Ben and end up at the quiet cafe is plausible, but the sequence needlessly visits the central cafe and other intermediate locations, which makes the full trace feel less believable as a coherent urban errand."
social_copresence_decoy_location,agentsociety_official_plan_blocks,0.92,0.87,0.98,0.9,0.857,0.063,0.05,0.8,0.143,slightly scripted plan blocks,"The actions and reasons are coherent, match the stated intent, and describe a believable trip-and-meet sequence, though the trace reads a bit mechanically as an execution of prewritten steps."
social_copresence_event_window,api_llm_react_tool_policy,0.95,0.88,0.97,0.9,1.0,0.0,0.07,1.0,0.0,minor over-explanation,"The trace reads like a reasonable, goal-directed attempt to reach and meet Casey in time, with the only slight weakness being that it spells out success too explicitly at the end."
social_copresence_event_window,api_llm_plan_and_execute,0.93,0.61,0.98,0.82,1.0,0.0,0.32,1.0,0.0,premature timing and redundant steps,"The plan sounds locally reasonable and the reasons match the actions, but it reaches the market very early, adds unnecessary dwell/enter/buy steps, and the trace is a bit over-scripted for a short social window."
social_copresence_event_window,gatsim_official_planner,0.88,0.42,0.93,0.62,1.0,0.0,0.46,1.0,0.0,late arrival misses the window,"The plan sounds locally coherent and the reasons match the actions, but the trace spends too long on unrelated steps and reaches Casey only at the edge of or after the short meeting window."
social_copresence_event_window,sotopia_official_llm_agent,0.9,0.35,0.2,0.4,0.833,0.067,0.55,0.2,0.167,generic physical-action filler,"The movement to the market in time is plausible, but the trace is dominated by placeholder actions and the reasons do not explain any actual attempt to meet Casey."
social_copresence_event_window,generative_agents_official_planner,0.87,0.28,0.72,0.31,0.8,0.07,0.59,0.2,0.2,adapter-driven drift and late sequence,"The actions sound like a reasonable trip to the market and meeting Casey, but the trace is undermined by generic adapter reasons, an odd detour to city hall, and a sequence that looks more like scripted fallback than purposeful city behavior."
social_copresence_event_window,agentsociety_official_plan_blocks,0.91,0.56,0.98,0.72,1.0,0.0,0.35,1.0,0.0,late-arrival window drift,"The plan to travel to the market and meet Casey is locally sensible and the reasons match the actions, but the sequence is more of a scripted transit chain than natural city behavior and it barely uses the brief social window."
social_copresence_message_gated,api_llm_react_tool_policy,0.86,0.81,0.98,0.84,1.0,0.0,0.05,1.0,0.0,slightly over-scripted meeting sequence,"The trace matches the stated goal and scenario well, with a realistic confirm-then-meet flow, though the service/interaction steps feel a bit overly formalized for ordinary urban behavior."
social_copresence_message_gated,api_llm_plan_and_execute,0.83,0.56,0.92,0.64,1.0,0.0,0.27,1.0,0.0,overlong cafe wait before meetup,"The sequence makes sense at a surface level because Aria messages Ben first and then goes to the agreed cafe, but the trace is a bit clumsy because it arrives very early, spends time on a service step, and the interaction evidence is thin relative to the stated meeting intent."
social_copresence_message_gated,gatsim_official_planner,0.91,0.22,0.18,0.24,0.4,0.51,0.69,0.15,0.6,repetitive goal drift,"The trace starts with a plausible trip to the agreed cafe, but it never sends the confirmatory message and then loops through repeated interactions before ending back at the office, which does not fit the stated intent or the scenario."
social_copresence_message_gated,sotopia_official_llm_agent,0.83,0.38,0.74,0.42,1.0,0.0,0.45,0.55,0.0,aimless detour,"The initial message and decision to head to the quiet cafe fit the scenario, but the long wandering through unrelated locations before stopping makes the full trace feel only weakly believable as purposeful city behavior."
social_copresence_message_gated,generative_agents_official_planner,0.93,0.62,0.88,0.74,1.0,0.0,0.31,1.0,0.0,overly adapter-like sequencing,"The trace follows the intended confirm-then-meet pattern and the timing works, but the action labels and repetitive official-adapter style make the full sequence feel more scripted than natural city behavior."
social_copresence_message_gated,agentsociety_official_plan_blocks,0.97,0.91,0.98,0.93,1.0,0.0,0.06,1.0,0.0,none,"The trace follows the stated intent closely: Aria confirms Ben, travels to the agreed cafe, and meets within the time window with no obvious feasibility problems."
social_copresence_open_meet,api_llm_react_tool_policy,0.96,0.83,0.98,0.91,1.0,0.0,0.13,1.0,0.0,over-explicit success scripting,"The actions read like a reasonable lunch-time meetup plan, though the trace is a bit too scripted and optimized in how it narrates the co-presence proof."
social_copresence_open_meet,api_llm_plan_and_execute,0.97,0.93,0.98,0.96,1.0,0.0,0.04,1.0,0.0,none,"The agent follows a straightforward, realistic lunch meetup plan: travel to the park, wait for the window, then interact with Casey there, with no budget or feasibility problems."
social_copresence_open_meet,gatsim_official_planner,0.77,0.34,0.92,0.28,1.0,0.0,0.43,1.0,0.0,mechanical planner script,"The trace sounds like a reasonable demo of going to a park meetup, but the repeated GATSim boilerplate, awkward detour back to the office, and lack of a natural social end state make the full sequence feel less like ordinary city behavior."
social_copresence_open_meet,sotopia_official_llm_agent,0.82,0.68,0.93,0.79,0.5,0.32,0.14,0.2,0.5,repetitive idle interactions,"The trace reads like a normal park meetup and the stated actions match the goal, but the repeated interact steps at the end add some behavioral drift without undermining the basic plausibility."
social_copresence_open_meet,generative_agents_official_planner,0.78,0.32,0.12,0.45,1.0,0.0,0.46,0.5,0.0,unexplained wandering,"The route to the park is superficially city-like, but the sequence meanders through unrelated stops with no meeting-oriented rationale, making the full trace feel implausible for a planned social meetup."
social_copresence_open_meet,agentsociety_official_plan_blocks,0.84,0.41,0.58,0.62,0.9,0.0,0.43,0.2,0.1,meandering plan and weak co-presence,"The trace sounds like a plausible city outing at the surface, but it wanders through unnecessary locations, never clearly establishes Casey’s actual presence, and ends with only a claim of arrival rather than a convincing meeting."
social_copresence_two_party,api_llm_react_tool_policy,0.95,0.92,0.97,0.9,1.0,0.0,0.03,1.0,0.0,none,"The agent sequences two short meetings in the right places and windows, with coherent travel, venue entry, and budget remaining positive."
social_copresence_two_party,api_llm_plan_and_execute,0.93,0.88,0.97,0.9,1.0,0.0,0.05,1.0,0.0,minor over-specification of service stop,"The sequence reads like a reasonable city-day plan: Aria goes to the park, meets Casey in window, then reaches the cafe in time for Ben, with the only slight oddity being the unnecessary service step before the second meeting."
social_copresence_two_party,gatsim_official_planner,0.9,0.45,0.72,0.78,1.0,0.0,0.45,1.0,0.0,generic planner boilerplate and compressed sequencing,"The itinerary itself is locally sensible for meeting Casey at the park and then Ben at the cafe, but the repeated template-like reasons and the abrupt finish make the full trace feel engineered rather than naturally lived."
social_copresence_two_party,sotopia_official_llm_agent,0.56,0.33,0.42,0.38,0.917,0.0,0.23,0.8,0.083,repetitive and muddled sequencing,"The trace has a plausible high-level meeting itinerary, but the repeated Casey interactions, odd detour through unrelated locations, and weak linkage between reasons and actions make the full behavior feel shaky."
social_copresence_two_party,generative_agents_official_planner,0.72,0.42,0.18,0.58,1.0,0.0,0.3,0.7,0.0,unexplained wandering and missed stated meeting,"The sequence looks like a generic urban movement trace at first, but it never clearly supports the stated Casey meeting, then drifts through unrelated locations before ending at the cafe without any Ben interaction."
social_copresence_two_party,agentsociety_official_plan_blocks,0.91,0.82,0.96,0.84,1.0,0.0,0.09,1.0,0.0,slight over-structured official-plan tone,"The sequence is coherent and the timings fit both meetings and the budget, with only minor awkwardness from the repetitive plan-block phrasing and an unnecessary meal purchase after the second meeting."
social_copresence_with_errand,api_llm_react_tool_policy,0.78,0.28,0.62,0.55,0.857,0.0,0.5,0.6,0.143,budget violation and task drift,"The individual actions sound like a plausible errand-plus-meeting routine, but the sequence detours into odd task ordering and ends with an unrepaired negative budget, which hurts full-trace believability."
social_copresence_with_errand,api_llm_plan_and_execute,0.72,0.28,0.81,0.55,0.857,0.0,0.44,0.6,0.143,budget violation,"The actions sound locally reasonable for combining a meeting and an errand, but the sequence overspends the budget and oddly inserts a paid-market service before the meeting, which makes the full trace hard to believe as ordinary city behavior."
social_copresence_with_errand,gatsim_official_planner,0.82,0.22,0.9,0.35,0.857,0.0,0.6,0.6,0.143,budget violation and plan drift,"The intent to buy medicine and then meet Casey at the market sounds locally reasonable, but the trace spends the budget into the negative and the sequence looks like a rigid scripted plan rather than believable city behavior."
social_copresence_with_errand,sotopia_official_llm_agent,0.44,0.28,0.18,0.52,0.75,0.0,0.16,0.45,0.25,generic placeholder actions,"The sequence superficially resembles a resident combining a meeting and a pharmacy errand, but the repeated generic actions, lack of explicit intent, and drifting through unrelated locations make the full trace feel weak and poorly aligned with the stated goals."
social_copresence_with_errand,generative_agents_official_planner,0.84,0.44,0.93,0.68,1.0,0.0,0.4,1.0,0.0,meeting dropped after errand,"The plan to meet Casey at the market and then buy medicine is locally reasonable, but the sequence ends immediately after the errand with no evidence the meeting was actually completed or sustained."
social_copresence_with_errand,agentsociety_official_plan_blocks,0.68,0.42,0.78,0.65,0.909,0.0,0.26,0.8,0.091,redundant looping and order drift,"The actions sound like a reasonable errand-and-meeting trip, but the trace repeats the market visit and ends after exhausting steps rather than cleanly reflecting both goals as completed."
