scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
avoid_crowd_event,utility_planner,0.62,0.0,0.58,0.56,1.0,0.0,0.62,1.0,0.0,unfinished goals,"Going to a park for exercise is plausible, but the trace stops immediately and never attempts groceries or demonstrates the crowd-avoidance preference beyond one move."
avoid_crowd_event,api_llm_direct_actor,0.86,0.66,0.88,0.72,0.833,0.027,0.2,1.0,0.167,budget/goal inconsistency,"The actions sound like a reasonable evening routine to exercise, shop, and avoid the plaza crowd, but the trace oddly ends with budget at zero despite no clear spending and only loosely demonstrates the grocery pickup."
avoid_crowd_event,api_llm_plan_then_act,0.92,0.84,0.95,0.9,1.0,0.0,0.08,1.0,0.0,budget depletion,"The sequence is coherent and matches the preference to avoid the crowded plaza, but the budget dropping to exactly zero after a brief grocery stop is a bit implausible."
avoid_crowd_event,api_llm_reactive_replanner,0.76,0.52,0.43,0.58,1.0,0.0,0.24,1.0,0.0,missed groceries goal,"The park trip is plausible for avoiding the crowd and exercising, but the trace stops immediately without attempting groceries, so the stated completion reason does not match the scenario goals."
budget_errand_chain,utility_planner,0.97,0.95,0.98,0.96,1.0,0.0,0.02,1.0,0.0,none,"The agent follows a sensible low-budget errand sequence—pharmacy, cheap dinner, then home—consistent with the persona and remaining budget."
budget_errand_chain,api_llm_direct_actor,0.78,0.34,0.74,0.62,0.857,0.0,0.44,1.0,0.143,goal drift and redundant looping,"The individual moves to pharmacy, diner, and home are locally reasonable, but the trace reverses course and repeats errands in an implausible order before giving up at the diner without returning home."
budget_errand_chain,api_llm_plan_then_act,0.97,0.96,0.98,0.97,1.0,0.0,0.01,1.0,0.0,none,"The sequence is a straightforward and realistic low-budget errand chain: pharmacy first, cheap dinner second, then home before the deadline, with the budget still positive."
budget_errand_chain,api_llm_reactive_replanner,0.96,0.95,0.98,0.97,1.0,0.0,0.01,1.0,0.0,none,"The sequence is a straightforward, budget-aware errand chain that matches the stated goals and ends home on time with remaining money."
closed_poi_replacement,utility_planner,0.94,0.9,0.97,0.93,1.0,0.0,0.04,1.0,0.0,minor timing oddity,"The agent sensibly switches to an open quiet workspace and stays there long enough to work, with only a slightly awkward wait-to-interval sequencing that still reads as realistic behavior."
closed_poi_replacement,api_llm_direct_actor,0.78,0.47,0.72,0.52,0.667,0.113,0.31,0.4,0.333,inconsistent workspace/budget drift,"The individual moves sound like reasonable attempts to find a quiet Wi‑Fi workspace after the library closes, but the trace wobbles between options, returns to the office without explanation, and ends with implausible overspending."
closed_poi_replacement,api_llm_plan_then_act,0.95,0.97,0.98,0.96,1.0,0.0,0.0,1.0,0.0,none,"The agent sensibly avoids the soon-to-close library, chooses a quiet paid workspace, and completes a full 60-minute focus session with reasons that match the actions."
closed_poi_replacement,api_llm_reactive_replanner,0.97,0.95,0.98,0.96,1.0,0.0,0.02,1.0,0.0,none,"The agent sensibly switches to coworking before the library closure, stays for a full focus session, and the reasons match the actions and urban context."
closed_study_spot_replacement,utility_planner,0.96,0.94,0.97,0.95,1.0,0.0,0.02,1.0,0.0,none,"Aria sensibly switches from a closed library to a nearby quiet bookstore, works for 50 minutes, and stays within budget, which reads like ordinary urban behavior."
closed_study_spot_replacement,api_llm_direct_actor,0.94,0.88,0.97,0.91,1.0,0.0,0.06,1.0,0.0,slight over-dwelling repetition,"The agent makes a very reasonable fallback to a quiet nearby bookstore and stays there for a long work session, with only mild repetitiveness in the later dwell steps."
closed_study_spot_replacement,api_llm_plan_then_act,0.96,0.95,0.99,0.96,1.0,0.0,0.01,1.0,0.0,none,"Aria reacts sensibly to the library closure by choosing a nearby quiet bookstore, stays long enough to work, and never enters the closed facility."
closed_study_spot_replacement,api_llm_reactive_replanner,0.97,0.94,0.98,0.96,1.0,0.0,0.03,1.0,0.0,none,"The agent makes a sensible replacement choice after the library closure, then stays put for a sufficient quiet work block without violating the closure or budget."
commute_disruption,utility_planner,0.42,0.18,0.48,0.22,0.0,0.42,0.24,0.5,1.0,ignores disruption and route reasoning,"The agent reaches the office quickly, but the trace is too bare and does not engage with the transit delay or the stated preference for reliable rerouting, so it feels like an underspecified shortcut rather than believable commute behavior."
commute_disruption,api_llm_direct_actor,0.9,0.88,0.95,0.9,1.0,0.0,0.02,1.0,0.0,none,"Aria reroutes around the disrupted hub, reaches the office before 09:00, and the sequence reads like a normal commuter response to a transit delay."
commute_disruption,api_llm_plan_then_act,0.96,0.95,0.98,0.97,1.0,0.0,0.01,1.0,0.0,none,"Aria takes a sensible alternate route that avoids the disrupted hub and still reaches the office before the deadline, with the reasons matching the actions throughout."
commute_disruption,api_llm_reactive_replanner,0.83,0.68,0.82,0.74,0.0,0.83,0.15,0.5,1.0,unclear route under disruption,"The trace looks like a reasonable commuter heading straight to work and arriving before the deadline, but the justification handwaves around the disrupted hub route instead of clearly showing a replanned alternative."
conflicting_social_obligation,utility_planner,0.9,0.78,0.97,0.88,1.0,0.0,0.12,1.0,0.0,early termination,"The work-then-message sequence is realistic and matches the stated goal, but the trace ends immediately after the reply instead of naturally occupying the remaining episode time."
conflicting_social_obligation,api_llm_direct_actor,0.84,0.46,0.77,0.72,1.0,0.0,0.38,1.0,0.0,overlong repeated work dwell,"The response to Ben is plausible and the work-first choice fits the scenario, but the trace pads the work block with redundant dwell steps and never cleanly shows a single coherent 45-minute work session."
conflicting_social_obligation,api_llm_plan_then_act,0.98,0.97,0.99,0.96,1.0,0.0,0.01,1.0,0.0,none,"Aria’s sequence is coherent and realistic: she completes the work block, declines the theatre invite politely and specifically, and ends without any conflicting commitment or budget issue."
