scenario_id,family,agent_type,plan_plausibility,trace_feasibility,plausibility_feasibility_gap,impossible_trace_rate,city_false_continue,goal_completion,task_completion,constraint_satisfaction,process_success,feasibility_violation,replanning_success,travel_efficiency,budget_consistency,intention_consistency,social_appropriateness,done_state_loop_rate,social_derailment_rate,final_time,final_location,final_budget,violations,failure_taxonomy,llm_calls,llm_latency_seconds,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_usage_complete
hard_budget_entangled_meet,social_outcome_hard,gatsim_official_planner,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,18:26,home_aria,1.0,0,{},1,11.356,8247,531,8778,True
hard_budget_entangled_meet,social_outcome_hard,sotopia_official_llm_agent,1.0,0.833,0.167,0.167,0.0,0.45,0.385,0.571,,0.167,,1.0,1.0,0.375,0.0,1.0,0.0,17:57,quiet_cafe,11.0,1,"{""done_state_loop"": 1, ""invalid_state_transition"": 1}",7,25.919,44549,181,44730,True
hard_budget_entangled_meet,social_outcome_hard,generative_agents_official_planner,1.0,0.75,0.25,0.25,1.0,0.45,0.385,0.571,,0.25,,0.842,1.0,0.338,0.0,0.0,0.0,18:42,home_aria,1.0,2,"{""money_budget_failure"": 1, ""time_budget_failure"": 1}",3,18.392,16366,550,16916,True
hard_budget_entangled_meet,social_outcome_hard,agentsociety_official_plan_blocks,1.0,0.857,0.143,0.143,0.0,0.45,0.385,0.571,,0.143,,1.0,1.0,0.386,0.0,0.0,0.0,18:16,home_aria,11.0,1,"{""invalid_state_transition"": 1}",4,25.487,25507,856,26363,True
hard_deadline_then_meet,social_outcome_hard,gatsim_official_planner,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:05,quiet_cafe,2.0,0,{},1,11.302,8226,504,8730,True
hard_deadline_then_meet,social_outcome_hard,sotopia_official_llm_agent,1.0,0.833,0.167,0.167,0.0,0.2,0.0,0.5,,0.167,,0.848,1.0,0.167,0.0,1.0,0.0,12:57,quiet_cafe,12.0,1,"{""done_state_loop"": 1, ""invalid_state_transition"": 1}",7,31.276,44036,177,44213,True
hard_deadline_then_meet,social_outcome_hard,generative_agents_official_planner,1.0,0.8,0.2,0.2,1.0,0.5,0.5,0.5,,0.2,,1.0,1.0,0.4,0.0,0.0,0.0,13:30,quiet_cafe,2.0,2,"{""impossible_route"": 1, ""money_budget_failure"": 1}",5,36.526,26497,954,27451,True
hard_deadline_then_meet,social_outcome_hard,agentsociety_official_plan_blocks,1.0,0.625,0.375,0.375,1.0,0.2,0.0,0.5,,0.375,,1.0,1.0,0.125,0.0,0.0,0.0,13:30,quiet_cafe,12.0,3,"{""money_budget_failure"": 3}",6,42.903,38291,1104,39395,True
hard_full_evening_chain,social_outcome_hard,gatsim_official_planner,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,18:16,home_aria,4.0,0,{},1,10.308,8302,469,8771,True
hard_full_evening_chain,social_outcome_hard,sotopia_official_llm_agent,1.0,0.875,0.125,0.125,0.0,0.45,0.429,0.5,,0.125,,1.0,1.0,0.394,0.0,1.0,0.0,18:15,home_aria,4.0,1,"{""done_state_loop"": 1, ""invalid_state_transition"": 1}",9,102.568,45105,247,45352,True
hard_full_evening_chain,social_outcome_hard,generative_agents_official_planner,1.0,1.0,0.0,0.0,0.0,0.75,0.643,1.0,,0.0,,0.781,1.0,0.75,0.0,0.0,0.0,18:46,home_aria,4.0,0,{},1,9.353,1667,346,2013,True
hard_full_evening_chain,social_outcome_hard,agentsociety_official_plan_blocks,1.0,1.0,0.0,0.0,0.0,0.6,0.429,1.0,,0.0,,1.0,1.0,0.6,0.0,0.0,0.0,17:49,budget_diner,4.0,0,"{""goal_drift"": 1}",2,35.715,8354,700,9054,True
hard_overlapping_windows,social_outcome_hard,gatsim_official_planner,1.0,1.0,0.0,0.0,0.0,0.7,0.5,1.0,,0.0,,1.0,1.0,0.7,0.5,0.0,1.0,13:03,cafe_central,6.0,0,"{""goal_drift"": 1, ""social_derailment"": 1}",1,18.386,8201,448,8649,True
hard_overlapping_windows,social_outcome_hard,sotopia_official_llm_agent,1.0,0.857,0.143,0.143,0.0,0.2,0.0,0.5,,0.143,,0.754,1.0,0.171,0.0,0.0,0.0,13:05,quiet_cafe,18.0,1,"{""invalid_state_transition"": 1}",8,73.197,27923,181,28104,True
hard_overlapping_windows,social_outcome_hard,generative_agents_official_planner,1.0,0.833,0.167,0.167,0.0,0.2,0.0,0.5,,0.167,,0.92,1.0,0.167,0.0,0.0,0.0,13:20,cafe_central,18.0,1,"{""money_budget_failure"": 1}",1,34.708,5944,287,6231,True
hard_overlapping_windows,social_outcome_hard,agentsociety_official_plan_blocks,1.0,0.75,0.25,0.25,0.0,0.2,0.0,0.5,,0.25,,0.958,1.0,0.15,0.0,0.0,1.0,13:05,cafe_central,18.0,2,"{""invalid_state_transition"": 2, ""social_derailment"": 1}",6,38.591,31320,1182,32502,True
hard_stale_plan_override,social_outcome_hard,gatsim_official_planner,1.0,0.429,0.571,0.571,0.0,0.2,0.0,0.5,,0.571,,1.0,1.0,0.086,0.0,0.0,0.0,12:47,quiet_cafe,6.0,4,"{""invalid_state_transition"": 4}",6,149.98,41829,1222,43051,True
hard_stale_plan_override,social_outcome_hard,sotopia_official_llm_agent,1.0,0.857,0.143,0.143,0.0,0.4,0.333,0.5,,0.143,,0.618,1.0,0.343,0.5,0.0,0.0,12:45,quiet_cafe,16.0,1,"{""invalid_state_transition"": 1}",8,80.443,15026,220,15246,True
