scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
hard_budget_entangled_meet,gatsim_official_planner,0.83,0.38,0.72,0.57,1.0,0.0,0.45,1.0,0.0,budget drift and plan-scripted reasoning,"The sequence is superficially city-like and the stop order makes sense, but the repeated generic reasons and the final budget of 1.0 after a paid cafe stop suggest the trace is more scripted than organically believable."
hard_budget_entangled_meet,sotopia_official_llm_agent,0.78,0.42,0.62,0.55,0.917,0.0,0.36,0.45,0.083,repetitive and goal-drifting sequence,"The trace starts as a reasonable errand-to-meeting trip, but it wastes steps with duplicate entries, wanders through extra locations, and ends before the promised meeting and return-home outcomes are actually carried out."
hard_budget_entangled_meet,generative_agents_official_planner,0.43,0.14,0.18,0.42,0.917,0.0,0.29,0.45,0.083,off-task wandering and missing promise,"The trace starts with routine city movement and a plausible pharmacy-to-cafe sequence, but it never actually meets the stated goal of buying medicine at the pharmacy and then returning home, and it ends with a budget that appears inconsistent with the required spending."
hard_budget_entangled_meet,agentsociety_official_plan_blocks,0.94,0.72,0.98,0.86,1.0,0.0,0.22,0.75,0.0,abrupt early finish,"The actions and reasons are locally coherent and fit a budget-constrained city routine, but the sequence ends immediately after returning home and does not actually carry out the intended cafe meeting, making the full trace less believable."
hard_deadline_then_meet,gatsim_official_planner,0.77,0.33,0.48,0.36,1.0,0.0,0.44,1.0,0.0,deadline missed by detour,"The early pharmacy pickup is a sensible goal, but the trace detours to the cafe before completing the deadline-sensitive task and never actually makes a convincing Ben meeting sequence."
hard_deadline_then_meet,sotopia_official_llm_agent,0.72,0.34,0.22,0.41,1.0,0.0,0.38,0.7,0.0,deadline missed before detour chain,"The sequence starts with a plausible pharmacy pickup, but the reasons never explain the unnecessary wandering and the early deadline is missed before reaching the cafe."
hard_deadline_then_meet,generative_agents_official_planner,0.42,0.28,0.12,0.33,1.0,0.0,0.14,0.7,0.0,generic adapter drift,"The sequence mostly looks like arbitrary city movement with no real link to the stated deadline-first, meeting-second intent, and it never reaches the meeting window or explains the detours."
hard_deadline_then_meet,agentsociety_official_plan_blocks,0.86,0.18,0.41,0.52,1.0,0.0,0.68,0.7,0.0,missed deadline then contrived meeting,"The route to the pharmacy and then the cafe sounds locally reasonable, but the prescription is collected after 12:35 and the sequence ends up following a scripted plan with weak alignment to the stated hard deadline and meeting window."
hard_full_evening_chain,gatsim_official_planner,0.92,0.34,0.89,0.78,1.0,0.0,0.58,1.0,0.0,premature finish and timeline drift,"The plan sounds locally reasonable, but the sequence ends too early and stops behaving like a complete evening chain, with the social meeting compressed into a narrow window and the agent finishing at home well before the stated deadline."
hard_full_evening_chain,sotopia_official_llm_agent,0.87,0.52,0.62,0.55,1.0,0.0,0.35,0.6,0.0,drift after diner,"The grocery-to-diner portion reads like a reasonable evening errand chain, but the trace loses the social and home goals and ends with unnecessary looping back toward transit instead of completing the stated plan."
hard_full_evening_chain,generative_agents_official_planner,0.62,0.18,0.12,0.23,1.0,0.0,0.44,0.85,0.0,adapter-driven detour and truncated plan,"The individual moves to the market, diner, and home are broadly plausible, but the trace is dominated by unexplained gym/park detours and an adapter-style sequence that does not reflect the stated intention or the full evening chain."
hard_full_evening_chain,agentsociety_official_plan_blocks,0.78,0.6,0.91,0.68,1.0,0.0,0.18,0.6,0.0,social window handled by idle dwell,"The sequence is mostly coherent and budget-safe, but it treats the meeting window as passive waiting at the diner rather than a clearly social interaction, which weakens the full trace."
hard_overlapping_windows,gatsim_official_planner,0.78,0.7,0.92,0.74,1.0,0.0,0.08,0.7,0.0,template-driven reasoning,"The route and timing are broadly compatible with meeting Casey at the park and Ben at the cafe, but the trace reads like a planner template rather than natural city behavior."
