2026/07/27 12:34:14.179, 0, 1, 16.52, 28
2026/07/27 12:34:16.221, 0, 1, 16.40, 28
2026/07/27 12:34:18.261, 0, 1, 16.67, 28
2026/07/27 12:34:20.300, 0, 4, 26.93, 29
2026/07/27 12:34:22.341, 0, 4, 18.58, 28
2026/07/27 12:34:24.386, 61, 3498, 68.33, 32
2026/07/27 12:34:26.427, 20, 6438, 187.95, 34
2026/07/27 12:34:28.470, 100, 6466, 199.24, 37
2026/07/27 12:34:30.530, 47, 6522, 198.48, 38
2026/07/27 12:34:32.622, 22, 6522, 186.36, 37
2026/07/27 12:34:34.669, 99, 5507, 195.09, 39
2026/07/27 12:34:36.708, 43, 5523, 165.37, 38
2026/07/27 12:34:38.744, 0, 3500, 147.80, 37
2026/07/27 12:34:40.787, 83, 3500, 139.92, 40
2026/07/27 12:34:42.830, 0, 3500, 135.98, 38
2026/07/27 12:34:44.864, 52, 4498, 164.71, 42
2026/07/27 12:34:46.912, 26, 5581, 204.45, 41
2026/07/27 12:34:48.954, 99, 6828, 186.73, 41
2026/07/27 12:34:51.001, 100, 7324, 237.40, 47
2026/07/27 12:34:53.041, 97, 7466, 176.41, 42
2026/07/27 12:34:55.076, 26, 7516, 158.91, 42
2026/07/27 12:34:57.121, 1, 4024, 139.03, 42
2026/07/27 12:34:59.167, 4, 4024, 140.71, 42
2026/07/27 12:35:01.203, 5, 4028, 136.88, 42
2026/07/27 12:35:03.237, 14, 4028, 147.69, 43
2026/07/27 12:35:05.292, 81, 5967, 149.16, 44
2026/07/27 12:35:07.344, 15, 5679, 157.19, 43
2026/07/27 12:35:09.379, 0, 5679, 128.56, 42
2026/07/27 12:35:11.431, 18, 5679, 122.71, 43
2026/07/27 12:35:13.473, 100, 6399, 349.05, 51
2026/07/27 12:35:15.513, 97, 6987, 194.64, 47
2026/07/27 12:35:17.556, 0, 8028, 142.77, 45
2026/07/27 12:35:19.619, 32, 5558, 123.20, 45
2026/07/27 12:35:21.672, 0, 6188, 137.23, 45
2026/07/27 12:35:23.710, 99, 6188, 122.00, 46
2026/07/27 12:35:25.769, 0, 6188, 130.70, 45
2026/07/27 12:35:27.833, 39, 6188, 179.92, 47
2026/07/27 12:35:29.926, 0, 8078, 120.60, 44
2026/07/27 12:35:32.022, 38, 8502, 157.38, 47
2026/07/27 12:35:34.098, 0, 8502, 142.61, 46
2026/07/27 12:35:36.144, 0, 8502, 143.67, 45
2026/07/27 12:35:38.183, 0, 8502, 150.80, 46
2026/07/27 12:35:40.230, 34, 8502, 134.91, 46
2026/07/27 12:35:42.317, 0, 8502, 183.78, 45
2026/07/27 12:35:44.393, 0, 8502, 141.42, 46
2026/07/27 12:35:46.435, 38, 8502, 195.53, 47
2026/07/27 12:35:48.481, 0, 8502, 126.16, 45
2026/07/27 12:35:50.550, 0, 8502, 199.97, 47
2026/07/27 12:35:52.601, 0, 8502, 145.19, 46
2026/07/27 12:35:54.640, 89, 8502, 147.47, 49
2026/07/27 12:35:56.675, 0, 8502, 152.12, 46
2026/07/27 12:35:58.738, 17, 8502, 129.26, 47
2026/07/27 12:36:00.811, 0, 8510, 152.79, 46
2026/07/27 12:36:02.868, 0, 8510, 129.35, 47
2026/07/27 12:36:04.933, 67, 8510, 172.79, 50
2026/07/27 12:36:06.983, 10, 8510, 144.89, 49
2026/07/27 12:36:09.053, 0, 8510, 168.03, 47
2026/07/27 12:36:11.096, 10, 8518, 150.15, 47
2026/07/27 12:36:13.134, 9, 8526, 163.62, 47
2026/07/27 12:36:15.210, 38, 8526, 160.96, 50
2026/07/27 12:36:17.269, 44, 8526, 197.72, 51
2026/07/27 12:36:19.351, 45, 8526, 161.97, 49
2026/07/27 12:36:21.409, 89, 8526, 139.45, 50
