scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
hard_budget_entangled_meet,api_llm_react_tool_policy,0.78,0.44,0.83,0.69,1.0,0.0,0.34,0.85,0.0,budget becomes impossible after side venue use,"The plan sounds locally reasonable at first, but it spends time and money at the cafe in a way that makes the stated budget constraint and intended coordination look shaky in the full sequence."
hard_budget_entangled_meet,api_llm_plan_and_execute,0.88,0.62,0.91,0.74,1.0,0.0,0.26,1.0,0.0,budget arithmetic feels inconsistent,"The plan sounds locally reasonable for a tight-budget city errand and meeting, but the trace’s spending math and final budget state do not fully cohere with the stated purchase and cafe costs."
hard_deadline_then_meet,api_llm_react_tool_policy,0.97,0.96,0.99,0.95,1.0,0.0,0.01,1.0,0.0,none,"The sequence respects the deadline-first ordering, arrives at the pharmacy in time, waits appropriately for the later meeting window, and the stated reasons consistently match the actions."
hard_deadline_then_meet,api_llm_plan_and_execute,0.84,0.42,0.91,0.58,0.875,0.0,0.42,0.5,0.125,missed meeting window,"The pickup-first reasoning is sound and the early errand is handled plausibly, but the sequence then drifts past the 13:00-13:15 meeting window, so the full trace does not credibly realize the stated social outcome."
hard_full_evening_chain,api_llm_react_tool_policy,0.78,0.44,0.73,0.67,1.0,0.0,0.34,0.7,0.0,budget-driven abandonment leaves later goals unresolved,"The individual actions sound like a reasonable evening chain, but the sequence stops early after the diner budget constraint appears, so the full trace reads as partially executed rather than a complete believable urban run."
hard_full_evening_chain,api_llm_plan_and_execute,0.92,0.86,0.95,0.88,1.0,0.0,0.06,1.0,0.0,tight timing / slightly compressed transitions,"The plan reads like a reasonable evening routine with clear budget and timing logic, though a few transitions and the dinner-to-meeting sequence feel a bit compressed."
hard_overlapping_windows,api_llm_react_tool_policy,0.94,0.78,0.93,0.62,1.0,0.0,0.16,0.7,0.0,tight timing with minor narrative awkwardness,"The trace follows a coherent plan to meet Casey first and then Ben before his window closes, and the stated reasons mostly match the actions, though the service/interaction sequencing at the cafe feels slightly artificial and the timing is tight."
hard_overlapping_windows,api_llm_plan_and_execute,0.95,0.86,0.98,0.91,1.0,0.0,0.09,1.0,0.0,slight over-explanation of service requirement,"The sequence sensibly prioritizes the earlier park meeting, then goes to the cafe in time for Ben, and the reasons mostly match the actions and constraints."
hard_stale_plan_override,api_llm_react_tool_policy,0.96,0.42,0.88,0.55,1.0,0.0,0.54,1.0,0.0,stale-plan detour,"The early message and move to the updated cafe are plausible, but the trace then adds unnecessary service and interaction steps that read like synthetic completion behavior rather than ordinary city activity."
hard_stale_plan_override,api_llm_plan_and_execute,0.97,0.72,0.95,0.88,1.0,0.0,0.25,1.0,0.0,minor timing/sequence mismatch,"The plan is locally sensible and matches the updated meeting, but the trace has a slight inconsistency in the waiting timing and an unnecessary purchase step before meeting."
hard_three_meeting_relay,api_llm_react_tool_policy,0.92,0.64,0.87,0.74,1.0,0.0,0.28,1.0,0.0,timeline compression and brittle venue logic,"The plan is locally sensible and the stated reasons match the actions, but the sequence feels overly mechanical and slightly compressed, with repeated venue-entry/service steps that read more like validator chasing than ordinary city behavior."
hard_three_meeting_relay,api_llm_plan_and_execute,0.96,0.22,0.88,0.52,0.923,0.037,0.74,0.6,0.077,time-window mismatch,"The plan sounds locally reasonable, but the trace misses the stated meeting windows for Dana and Ben and even finishes before Ben's window begins, which makes the full sequence hard to believe."
