scenario_id,family,agent_type,plan_plausibility,trace_feasibility,plausibility_feasibility_gap,impossible_trace_rate,city_false_continue,goal_completion,task_completion,constraint_satisfaction,process_success,feasibility_violation,replanning_success,travel_efficiency,budget_consistency,intention_consistency,social_appropriateness,done_state_loop_rate,social_derailment_rate,final_time,final_location,final_budget,violations,failure_taxonomy,llm_calls,llm_latency_seconds,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_usage_complete
hard_budget_entangled_meet,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,18:26,home_aria,1.0,0,{},11,70.705,44214,1743,45957,True
hard_budget_entangled_meet,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,0.6,0.385,1.0,,0.0,,1.0,1.0,0.6,0.0,0.0,1.0,18:36,home_aria,1.0,0,"{""goal_drift"": 1, ""social_derailment"": 1}",1,11.897,2298,789,3087,True
hard_deadline_then_meet,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:05,quiet_cafe,2.0,0,{},9,53.311,34800,1091,35891,True
hard_deadline_then_meet,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,0.7,0.5,1.0,,0.0,,0.709,1.0,0.7,0.0,0.0,0.0,13:01,bookstore,12.0,0,"{""goal_drift"": 1}",1,15.486,2394,1130,3524,True
hard_full_evening_chain,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,18:16,home_aria,4.0,0,{},10,67.893,41214,1792,43006,True
hard_full_evening_chain,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,18:18,home_aria,4.0,0,{},1,15.728,2234,833,3067,True
hard_overlapping_windows,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:00,cafe_central,6.0,0,{},8,41.399,29314,964,30278,True
hard_overlapping_windows,social_outcome_hard,api_llm_plan_and_execute,1.0,0.875,0.125,0.125,0.0,0.5,0.5,0.5,,0.125,,1.0,1.0,0.438,0.5,0.0,1.0,13:11,cafe_central,6.0,1,"{""invalid_state_transition"": 1, ""social_derailment"": 1}",1,12.717,2309,678,2987,True
hard_stale_plan_override,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,12:34,quiet_cafe,6.0,0,{},6,33.677,21043,727,21770,True
hard_stale_plan_override,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,0.6,0.333,1.0,,0.0,,1.0,1.0,0.6,0.5,0.0,1.0,12:47,quiet_cafe,6.0,0,"{""goal_drift"": 1, ""social_derailment"": 1}",1,10.197,2162,537,2699,True
hard_three_meeting_relay,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:20,budget_diner,1.0,0,{},14,77.352,58847,1579,60426,True
hard_three_meeting_relay,social_outcome_hard,api_llm_plan_and_execute,1.0,0.846,0.154,0.154,0.0,0.4,0.333,0.5,,0.154,,1.0,1.0,0.338,0.333,0.0,1.0,13:08,budget_diner,1.0,2,"{""invalid_state_transition"": 2, ""social_derailment"": 1}",1,13.793,2760,970,3730,True
