label,repeat,method,split_seed,positive_count,sampled_count_total,train_positive,train_reliable_negative,train_candidate,selected_pseudo_positive,selection_rate,threshold_mean,vote_mean,selected_score_mean,pseudo_weight,eval_positive,eval_reliable_negative,roc_auc,average_precision,eval_positive_mean_score
Buttress,0,Ignore,20261618,10,25,8,48,20,0,0.0,0.5359964370727539,0.15,nan,0.25,2,22,0.7045454545454545,0.20833333333333331,0.4740692973136902
Buttress,0,PositiveExpansion,20261618,10,25,8,48,20,0,0.0,0.5359964370727539,0.15,nan,0.25,2,22,0.7045454545454545,0.20833333333333331,0.4740692973136902
Buttress,1,Ignore,20262627,10,25,8,48,21,0,0.0,0.5231088161468506,0.42857142857142855,nan,0.25,2,38,0.9736842105263158,0.5833333333333333,0.5266537666320801
Buttress,1,PositiveExpansion,20262627,10,25,8,48,21,0,0.0,0.5231088161468506,0.42857142857142855,nan,0.25,2,38,0.9736842105263158,0.5833333333333333,0.5266537666320801
Buttress,2,Ignore,20263636,10,25,8,48,20,0,0.0,0.534567141532898,0.9,nan,0.25,2,32,0.6875,0.17763157894736842,0.4588348865509033
Buttress,2,PositiveExpansion,20263636,10,25,8,48,20,0,0.0,0.534567141532898,0.9,nan,0.25,2,32,0.6875,0.17763157894736842,0.4588348865509033
Buttress,3,Ignore,20264645,10,25,8,48,19,0,0.0,0.49631452560424805,1.3157894736842106,nan,0.25,2,26,1.0,1.0,0.5159146189689636
Buttress,3,PositiveExpansion,20264645,10,25,8,48,19,0,0.0,0.49631452560424805,1.3157894736842106,nan,0.25,2,26,1.0,1.0,0.5159146189689636
Buttress,4,Ignore,20265654,10,25,8,48,20,0,0.0,0.4957633137702942,0.85,nan,0.25,2,40,0.9624999999999999,0.5,0.5125669240951538
Buttress,4,PositiveExpansion,20265654,10,25,8,48,20,0,0.0,0.4957633137702942,0.85,nan,0.25,2,40,0.9624999999999999,0.5,0.5125669240951538
Buttress,5,Ignore,20266663,10,25,8,48,17,2,0.11764705882352941,0.5383942604064942,0.7647058823529411,0.5942445755004883,0.25,2,36,0.4861111111111111,0.2763157894736842,0.4235089123249054
Buttress,5,PositiveExpansion,20266663,10,25,8,48,17,2,0.11764705882352941,0.5383942604064942,0.7647058823529411,0.5942445755004883,0.25,2,36,0.4722222222222222,0.19298245614035087,0.41892898082733154
Buttress,6,Ignore,20267672,10,25,8,48,22,0,0.0,0.5202676594257355,0.9545454545454546,nan,0.25,2,37,0.9594594594594594,0.5,0.5298820734024048
Buttress,6,PositiveExpansion,20267672,10,25,8,48,22,0,0.0,0.5202676594257355,0.9545454545454546,nan,0.25,2,37,0.9594594594594594,0.5,0.5298820734024048
Buttress,7,Ignore,20268681,10,25,8,48,23,0,0.0,0.5156981348991394,0.5217391304347826,nan,0.25,2,38,0.8947368421052632,0.26666666666666666,0.516105055809021
Buttress,7,PositiveExpansion,20268681,10,25,8,48,23,0,0.0,0.5156981348991394,0.5217391304347826,nan,0.25,2,38,0.8947368421052632,0.26666666666666666,0.516105055809021
Buttress,8,Ignore,20269690,10,25,8,48,19,4,0.21052631578947367,0.5308485507965088,1.5789473684210527,0.5859010219573975,0.25,2,26,0.4423076923076923,0.1607142857142857,0.4147712290287018
Buttress,8,PositiveExpansion,20269690,10,25,8,48,19,4,0.21052631578947367,0.5308485507965088,1.5789473684210527,0.5859010219573975,0.25,2,26,0.4230769230769231,0.13571428571428573,0.4002469778060913
Buttress,9,Ignore,20270699,10,25,8,48,21,2,0.09523809523809523,0.5116601526737213,1.6666666666666667,0.5361249268054962,0.25,2,38,0.9342105263157895,0.3666666666666667,0.5207246541976929
Buttress,9,PositiveExpansion,20270699,10,25,8,48,21,2,0.09523809523809523,0.5116601526737213,1.6666666666666667,0.5361249268054962,0.25,2,38,0.9210526315789473,0.325,0.5214556455612183
Buttress,10,Ignore,20271708,10,25,8,48,22,3,0.13636363636363635,0.5224341511726379,1.0909090909090908,0.5600236733754476,0.25,2,29,0.8793103448275862,0.29166666666666663,0.5107879638671875
Buttress,10,PositiveExpansion,20271708,10,25,8,48,22,3,0.13636363636363635,0.5224341511726379,1.0909090909090908,0.5600236733754476,0.25,2,29,0.8965517241379309,0.3333333333333333,0.506192147731781
Buttress,11,Ignore,20272717,10,25,8,48,20,0,0.0,0.5149337351322174,1.45,nan,0.25,2,29,0.9310344827586207,0.6666666666666666,0.5121315717697144
