scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
hard_budget_entangled_meet,api_llm_react_tool_policy,0.86,0.62,0.9,0.78,1.0,0.0,0.24,0.85,0.0,quiet cafe timing/service oddities,"The sequence is locally sensible and the reasons generally match the actions, but the cafe segment feels a bit over-engineered and the ending claims success while the trace itself leaves some outcome handling implied rather than clearly demonstrated."
hard_budget_entangled_meet,api_llm_plan_and_execute,0.72,0.58,0.82,0.63,0.889,0.0,0.14,0.45,0.111,time overshoot and budget strain,"The plan sounds locally reasonable, but the sequence drifts past the meeting window and spends on a paid cafe stop that leaves the budget extremely tight."
hard_deadline_then_meet,api_llm_react_tool_policy,0.86,0.42,0.78,0.67,0.875,0.0,0.44,0.5,0.125,repeated service/enter loop,"The plan’s intent is sensible and the deadline-first ordering makes sense, but the trace wastes steps by entering and servicing the pharmacy twice and then using extra venue actions at the cafe, which makes the full behavior feel contrived rather than natural."
hard_deadline_then_meet,api_llm_plan_and_execute,0.91,0.83,0.97,0.88,0.857,0.053,0.08,0.5,0.143,slight temporal drift at cafe,"The agent’s prioritization is sensible and the reasons match the actions, though the travel/wait sequence is a little loose and the meeting only lands near the end of the allowed window."
hard_full_evening_chain,api_llm_react_tool_policy,0.93,0.63,0.96,0.89,1.0,0.0,0.3,0.7,0.0,compressed timing and slightly mechanical sequencing,"The actions and reasons sound like a reasonable evening errand-plus-dinner plan, but the sequence is a bit rigid and overly optimized, with a compressed timeline that makes the full trace less natural."
hard_full_evening_chain,api_llm_plan_and_execute,0.91,0.55,0.95,0.82,1.0,0.0,0.36,1.0,0.0,time-wasting loop / unnecessary dwell,"The individual actions and reasons are locally sensible for a tight evening, but the trace has a somewhat mechanical wait-and-interact pattern that reduces full-sequence naturalness."
hard_overlapping_windows,api_llm_react_tool_policy,0.82,0.71,0.91,0.76,1.0,0.0,0.11,0.7,0.0,tight timing at cafe,"The plan sounds like a reasonable attempt to satisfy both overlapping meetings, though the cafe leg is slightly rushed and the sequence feels a bit mechanically narrated rather than naturally urban."
hard_overlapping_windows,api_llm_plan_and_execute,0.78,0.42,0.67,0.58,0.875,0.0,0.36,0.5,0.125,time-window drift and deadline miss,"The plan sounds locally sensible, but it misses the cafe meeting window and the final dwell pushes the sequence past the allowed end time, so the overall behavior is only moderately believable."
hard_stale_plan_override,api_llm_react_tool_policy,0.84,0.42,0.63,0.55,1.0,0.0,0.42,1.0,0.0,repetitive self-confirmation and odd sequencing,"The initial choice to confirm the updated cafe meeting is sensible, but the trace then repeats the same message, adds unnecessary venue-service behavior, and produces a contrived sequence that weakens overall believability."
hard_stale_plan_override,api_llm_plan_and_execute,0.86,0.32,0.74,0.58,1.0,0.0,0.54,1.0,0.0,timeline mismatch and overlong venue handling,"The plan to confirm the update and go to the cafe is reasonable, but the sequence misses the stated meeting window and spends time on steps that do not fit the updated timing."
hard_three_meeting_relay,api_llm_react_tool_policy,0.83,0.58,0.72,0.61,0.929,0.0,0.25,0.8,0.071,time-window drift and misordered meeting,"The plan sounds locally plausible, but it starts the Ben meeting before reaching the diner and then makes up for it by arriving later, so the full trace feels less believable than the individual steps."
hard_three_meeting_relay,api_llm_plan_and_execute,0.97,0.58,0.88,0.72,1.0,0.0,0.39,0.4,0.0,window timing drift,"The plan sounds like a reasonable city-day relay and the reasons mostly match the actions, but the full trace slips the stated meeting windows for Dana and slightly for Casey, which weakens the overall believability."
