scenario_id,family,agent_type,plan_plausibility,trace_feasibility,plausibility_feasibility_gap,impossible_trace_rate,city_false_continue,goal_completion,feasibility_violation,replanning_success,travel_efficiency,budget_consistency,intention_consistency,social_appropriateness,done_state_loop_rate,social_derailment_rate,final_time,final_location,final_budget,violations,failure_taxonomy,llm_calls,llm_latency_seconds,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_usage_complete
closed_study_spot_replacement,poi_closure,gatsim_official_planner,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,,0.0,0.0,15:19,bookstore,11.0,0,{},2,23.407,17603,601,18204,True
closed_study_spot_replacement,poi_closure,sotopia_official_llm_agent,1.0,0.5,0.5,0.5,1.0,0.7,0.5,,1.0,1.0,0.35,,0.0,0.0,16:04,bookstore,18.0,2,"{""invalid_state_transition"": 1, ""money_budget_failure"": 1}",5,14.661,33240,117,33357,True
closed_study_spot_replacement,poi_closure,generative_agents_official_planner,1.0,0.4,0.6,0.6,1.0,0.7,0.6,,1.0,1.0,0.28,,0.0,0.0,16:30,bookstore,18.0,3,"{""impossible_route"": 1, ""money_budget_failure"": 2}",7,32.613,39308,903,40211,True
closed_study_spot_replacement,poi_closure,agentsociety_official_plan_blocks,1.0,0.143,0.857,0.857,1.0,0.7,0.857,,1.0,1.0,0.1,,0.0,0.0,16:35,quiet_cafe,18.0,6,"{""money_budget_failure"": 5, ""time_budget_failure"": 1}",12,94.405,81428,1991,83419,True
detour_commute_midroute_block,disruption,gatsim_official_planner,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.867,1.0,1.0,,0.0,0.0,08:31,office,10.0,0,{},2,15.276,17555,631,18186,True
detour_commute_midroute_block,disruption,sotopia_official_llm_agent,1.0,1.0,0.0,0.0,0.0,0.65,0.0,1.0,0.867,1.0,0.65,,0.0,0.0,08:30,office,10.0,0,{},4,18.631,26258,87,26345,True
detour_commute_midroute_block,disruption,generative_agents_official_planner,1.0,0.875,0.125,0.125,1.0,0.3,0.125,0.0,0.619,1.0,0.263,,0.0,0.0,09:06,transit_hub,10.0,1,"{""closed_place_action"": 1}",5,32.54,28624,1289,29913,True
detour_commute_midroute_block,disruption,agentsociety_official_plan_blocks,1.0,0.75,0.25,0.25,0.0,0.65,0.25,0.0,1.0,1.0,0.488,,0.0,0.0,09:10,office,10.0,1,"{""invalid_state_transition"": 1}",6,33.613,40082,986,41068,True
meeting_wait_trap,time_pressure,gatsim_official_planner,1.0,1.0,0.0,0.0,0.0,0.35,0.0,,1.0,1.0,0.35,0.0,0.0,0.0,12:27,quiet_cafe,16.0,0,"{""goal_drift"": 1}",2,17.266,17597,763,18360,True
meeting_wait_trap,time_pressure,sotopia_official_llm_agent,1.0,1.0,0.0,0.0,0.0,0.55,0.0,,0.808,1.0,0.55,0.5,0.0,0.0,12:43,cafe_central,16.0,0,{},8,37.452,53888,521,54409,True
meeting_wait_trap,time_pressure,generative_agents_official_planner,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:12,cafe_central,4.0,0,{},3,40.631,17568,653,18221,True
meeting_wait_trap,time_pressure,agentsociety_official_plan_blocks,1.0,0.75,0.25,0.25,1.0,0.8,0.25,,0.568,1.0,0.6,1.0,0.0,0.0,13:09,cafe_central,16.0,2,"{""invalid_state_transition"": 1, ""money_budget_failure"": 1}",6,170.129,40504,1432,41936,True
school_pickup_social_detour,social_spatial_tradeoff,gatsim_official_planner,1.0,1.0,0.0,0.0,0.0,0.8,0.0,,0.765,1.0,0.8,0.5,0.0,0.0,17:36,home_ben,12.0,0,{},1,10.551,8548,445,8993,True
school_pickup_social_detour,social_spatial_tradeoff,sotopia_official_llm_agent,1.0,1.0,0.0,0.0,0.0,0.35,0.0,,1.0,1.0,0.35,0.5,0.0,0.0,17:26,school,12.0,0,"{""goal_drift"": 1}",4,10.658,25923,89,26012,True
school_pickup_social_detour,social_spatial_tradeoff,generative_agents_official_planner,1.0,1.0,0.0,0.0,0.0,0.8,0.0,,1.0,1.0,0.8,0.5,0.0,0.0,18:21,school,12.0,0,{},1,48.676,6301,244,6545,True
school_pickup_social_detour,social_spatial_tradeoff,agentsociety_official_plan_blocks,1.0,1.0,0.0,0.0,0.0,0.35,0.0,,0.812,1.0,0.35,0.5,0.0,0.0,17:32,school,12.0,0,"{""goal_drift"": 1}",2,138.952,13137,431,13568,True
