scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
social_copresence_decoy_location,gatsim_official_planner,0.66,0.24,0.34,0.31,0.4,0.26,0.42,0.15,0.6,repetitive co-presence loop,"The trace starts with a plausible choice of the quiet cafe, but it never confirms Ben, includes generic planner language, and devolves into repeated interactions that do not resemble ordinary city behavior."
social_copresence_decoy_location,sotopia_official_llm_agent,0.84,0.28,0.91,0.35,1.0,0.0,0.56,0.55,0.0,repetitive stalling without meeting,"The repeated confirmation messages sound like a plausible attempt to avoid the wrong cafe, but the trace never actually goes to the quiet cafe and ends stranded in the library, so the overall behavior is weak."
social_copresence_decoy_location,generative_agents_official_planner,0.96,0.83,0.97,0.9,0.714,0.246,0.13,0.35,0.286,adapter-like repetitive actions,"The plan to message Ben and head to the quiet cafe is sensible and matches the scenario, but the repeated generic move/dwell steps read a bit mechanical rather than fully natural behavior."
social_copresence_decoy_location,agentsociety_official_plan_blocks,0.92,0.56,0.93,0.74,0.5,0.42,0.36,0.35,0.5,repetitive overconfirmation,"The plan itself is locally sensible and matches the quiet-cafe goal, but the repeated identical messages and dwell blocks make the full trace feel mechanically looped rather than like ordinary city behavior."
social_copresence_event_window,gatsim_official_planner,0.71,0.18,0.83,0.22,1.0,0.0,0.53,1.0,0.0,plan drift and missed window,"The early move to the market and brief interaction are plausible, but the sequence then wanders to unrelated destinations and reaches Casey only after the critical window has mostly passed."
social_copresence_event_window,sotopia_official_llm_agent,0.92,0.34,0.18,0.89,1.0,0.0,0.58,0.5,0.0,generic SOTOPIA filler reasons,"The movement toward the market is locally plausible, but the trace uses placeholder reasons, ignores the social goal, and then stops without any actual meeting behavior."
social_copresence_event_window,generative_agents_official_planner,0.78,0.46,0.18,0.72,0.333,0.447,0.32,0.2,0.667,adapter-like repetitive actions,"The movement to the market is plausible, but the trace then repeats generic dwell actions with no Casey-specific interaction and no meaningful reason-action alignment."
social_copresence_event_window,agentsociety_official_plan_blocks,0.95,0.28,0.98,0.85,1.0,0.0,0.67,0.5,0.0,route drifts past the social window,"The moves to the market are locally reasonable and match the stated intent, but the agent arrives after the only useful window for meeting Casey, so the full sequence reads as a plausible plan that misses the actual social goal."
social_copresence_message_gated,gatsim_official_planner,0.86,0.18,0.34,0.22,0.4,0.46,0.68,0.15,0.6,repetitive self-directed interaction instead of confirming with Ben,"Going to the agreed cafe is plausible, but the trace never sends the required confirmation and then loops through repeated interactions with Ben that read more like filler than ordinary city behavior."
social_copresence_message_gated,sotopia_official_llm_agent,0.72,0.38,0.9,0.62,1.0,0.0,0.34,0.55,0.0,repetitive duplicate messaging,"The first confirmation-and-meet steps are locally plausible, but the trace weakens because Aria sends the same confirmation twice more and then ends early without any actual meeting in the target window."
