scenario_id,family,agent_type,plan_plausibility,trace_feasibility,plausibility_feasibility_gap,impossible_trace_rate,city_false_continue,goal_completion,task_completion,constraint_satisfaction,process_success,feasibility_violation,replanning_success,travel_efficiency,budget_consistency,intention_consistency,social_appropriateness,done_state_loop_rate,social_derailment_rate,final_time,final_location,final_budget,violations,failure_taxonomy,llm_calls,llm_latency_seconds,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_usage_complete
hard_budget_entangled_meet,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,0.85,0.769,1.0,,0.0,,1.0,1.0,0.85,1.0,0.0,1.0,18:25,home_aria,1.0,0,"{""social_derailment"": 1}",10,70.391,86027,9827,95854,True
hard_budget_entangled_meet,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,18:22,home_aria,1.0,0,{},1,22.973,7087,2062,9149,True
hard_deadline_then_meet,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:05,quiet_cafe,2.0,0,{},9,101.965,76539,7679,84218,True
hard_deadline_then_meet,social_outcome_hard,api_llm_plan_and_execute,1.0,0.875,0.125,0.125,0.0,0.5,0.5,0.5,,0.125,,1.0,1.0,0.438,0.0,0.0,0.0,13:25,quiet_cafe,2.0,1,"{""invalid_state_transition"": 1}",1,14.352,7179,1492,8671,True
hard_full_evening_chain,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,0.7,0.571,1.0,,0.0,,1.0,1.0,0.7,1.0,0.0,1.0,17:50,budget_diner,4.0,0,"{""social_derailment"": 1}",9,80.029,78268,8818,87086,True
hard_full_evening_chain,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,18:14,home_aria,4.0,0,{},1,18.924,7023,1721,8744,True
hard_overlapping_windows,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,0.7,0.5,1.0,,0.0,,1.0,1.0,0.7,0.5,0.0,1.0,13:03,cafe_central,6.0,0,"{""goal_drift"": 1, ""social_derailment"": 1}",8,67.513,66417,7168,73585,True
hard_overlapping_windows,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,12:51,cafe_central,6.0,0,{},1,18.327,7099,1777,8876,True
hard_stale_plan_override,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,12:34,quiet_cafe,6.0,0,{},6,47.297,48874,5249,54123,True
hard_stale_plan_override,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,12:34,quiet_cafe,6.0,0,{},1,14.786,6964,1126,8090,True
hard_three_meeting_relay,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:20,budget_diner,1.0,0,{},14,105.161,122750,11924,134674,True
hard_three_meeting_relay,social_outcome_hard,api_llm_plan_and_execute,1.0,0.923,0.077,0.077,0.0,0.6,0.667,0.5,,0.077,,1.0,1.0,0.554,0.667,0.0,1.0,13:08,budget_diner,1.0,1,"{""invalid_state_transition"": 1, ""social_derailment"": 1}",1,22.524,7484,1918,9402,True
