scenario_id,family,agent_type,plan_plausibility,trace_feasibility,plausibility_feasibility_gap,impossible_trace_rate,city_false_continue,goal_completion,task_completion,constraint_satisfaction,process_success,feasibility_violation,replanning_success,travel_efficiency,budget_consistency,intention_consistency,social_appropriateness,done_state_loop_rate,social_derailment_rate,final_time,final_location,final_budget,violations,failure_taxonomy,llm_calls,llm_latency_seconds,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_usage_complete
hard_budget_entangled_meet,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,0.85,0.769,1.0,,0.0,,1.0,1.0,0.85,1.0,0.0,1.0,18:25,home_aria,1.0,0,"{""social_derailment"": 1}",10,63.742,36690,1070,37760,True
hard_budget_entangled_meet,social_outcome_hard,api_llm_plan_and_execute,1.0,0.9,0.1,0.1,0.0,0.6,0.615,0.571,,0.1,,1.0,1.0,0.54,0.0,0.0,0.0,18:22,home_aria,1.0,1,"{""invalid_state_transition"": 1}",1,19.622,2093,761,2854,True
hard_deadline_then_meet,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:05,quiet_cafe,2.0,0,{},9,60.05,32124,910,33034,True
hard_deadline_then_meet,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:14,quiet_cafe,2.0,0,{},1,18.241,2189,746,2935,True
hard_full_evening_chain,social_outcome_hard,api_llm_react_tool_policy,1.0,0.9,0.1,0.1,1.0,0.55,0.786,0.0,,0.1,,1.0,0.0,0.495,1.0,0.0,1.0,18:28,home_aria,-2.0,1,"{""money_budget_failure"": 1, ""social_derailment"": 1}",11,75.645,42153,1319,43472,True
hard_full_evening_chain,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,18:14,home_aria,4.0,0,{},1,18.647,2027,781,2808,True
hard_overlapping_windows,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,0.7,0.5,1.0,,0.0,,1.0,1.0,0.7,0.5,0.0,1.0,13:03,cafe_central,6.0,0,"{""goal_drift"": 1, ""social_derailment"": 1}",8,59.288,26783,767,27550,True
hard_overlapping_windows,social_outcome_hard,api_llm_plan_and_execute,1.0,0.889,0.111,0.111,0.0,0.5,0.5,0.5,,0.111,,1.0,1.0,0.444,0.5,0.0,1.0,13:05,cafe_central,6.0,1,"{""invalid_state_transition"": 1, ""social_derailment"": 1}",1,17.873,2098,592,2690,True
hard_stale_plan_override,social_outcome_hard,api_llm_react_tool_policy,1.0,0.429,0.571,0.571,0.0,0.2,0.0,0.5,,0.571,,1.0,1.0,0.086,0.0,0.0,0.0,12:47,quiet_cafe,6.0,4,"{""invalid_state_transition"": 4}",8,53.439,27175,564,27739,True
hard_stale_plan_override,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,12:38,quiet_cafe,6.0,0,{},1,16.225,1965,579,2544,True
hard_three_meeting_relay,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:20,budget_diner,1.0,0,{},14,77.607,53659,1173,54832,True
hard_three_meeting_relay,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:20,budget_diner,1.0,0,{},1,26.37,2492,1161,3653,True
