scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
social_copresence_decoy_location,gatsim_official_planner,0.75,0.28,0.3,0.62,0.4,0.35,0.47,0.15,0.6,repetitive scripted interaction,"The plan reaches the right cafe and stays within budget, but the repeated generic interactions with Ben and planner-specific reasons make the full trace feel scripted rather than natural city behavior."
social_copresence_decoy_location,sotopia_official_llm_agent,0.86,0.34,0.74,0.58,1.0,0.0,0.52,0.55,0.0,repetitive duplicate message,"The plan to confirm with Ben and then go to the quiet cafe is locally sensible, but repeating the same message and ending the trace immediately makes the full behavior feel thin and somewhat implausible as a complete urban episode."
social_copresence_decoy_location,generative_agents_official_planner,0.95,0.93,0.98,0.9,0.714,0.236,0.02,0.35,0.286,none,"The agent confirms the meeting, goes to the right cafe, stays there through the window, and the sequence is coherent and ordinary despite terse adapter-style reasons."
social_copresence_decoy_location,agentsociety_official_plan_blocks,0.95,0.78,0.97,0.89,0.375,0.575,0.17,0.35,0.625,slight redundant waiting,"The trace matches the stated goal well and looks like a normal meeting run, though the repeated confirmation and extra waiting after the meeting window make the full sequence a bit less natural."
social_copresence_event_window,gatsim_official_planner,0.9,0.62,0.95,0.72,1.0,0.0,0.28,1.0,0.0,plan-controller jargon and mild over-structuring,"The trace is locally coherent and gets Aria to the market in time for Casey, but the repeated GATSim-scripted reasoning and extra service/wait steps make it feel less like ordinary city behavior overall."
social_copresence_event_window,sotopia_official_llm_agent,0.93,0.31,0.72,0.35,0.75,0.18,0.62,0.2,0.25,premature stop,"The routing to the market is locally plausible, but the trace arrives after the brief social window and then ends immediately without any meeting behavior, so the full sequence reads as incomplete city behavior."
social_copresence_event_window,generative_agents_official_planner,0.94,0.22,0.12,0.78,0.375,0.565,0.72,0.2,0.625,generic adapter-driven repetition,"The sequence superficially looks like a person traveling to the market and waiting there, but the stated reason does not explain the odd city-hall detour or the repetitive dwell pattern, so the full trace feels mechanically generated rather than like purposeful urban behavior."
social_copresence_event_window,agentsociety_official_plan_blocks,0.97,0.42,0.78,0.83,0.3,0.67,0.55,0.2,0.7,repetitive idle dwell after arrival,"The trip to the market and waiting for Casey are locally reasonable, but the sequence then drifts into redundant dwell actions that do not add any new behavior and make the trace feel scripted rather than naturally goal-directed."
social_copresence_message_gated,gatsim_official_planner,0.78,0.22,0.34,0.19,0.667,0.113,0.56,0.15,0.333,looping and missed confirmation,"The first move to the cafe and the eventual co-presence are superficially reasonable, but the trace never sends the required confirmation to Ben and then loops back and forth in an implausible way."
social_copresence_message_gated,sotopia_official_llm_agent,0.93,0.78,0.97,0.88,1.0,0.0,0.15,0.55,0.0,early finish after reaching cafe,"The message-first plan is coherent and matches the scenario, but the sequence stops once Aria arrives at the cafe before the meeting window or Ben’s arrival is shown."
social_copresence_message_gated,generative_agents_official_planner,0.82,0.48,0.88,0.55,0.9,0.0,0.34,0.35,0.1,detour away from meeting window,"The trace starts with the right confirmation message and ends at the quiet cafe, but the mid-sequence diversion to unrelated locations and service use makes the full behavior less believable as a focused meet-up plan."
social_copresence_message_gated,agentsociety_official_plan_blocks,0.92,0.58,0.9,0.72,0.5,0.42,0.34,0.35,0.5,repetitive over-confirmation,"The actions and reasons sound like a normal confirm-then-meet plan, but the sequence loops through redundant messages and waiting, which makes the full trace less believable as natural behavior."
social_copresence_open_meet,gatsim_official_planner,0.72,0.34,0.78,0.29,1.0,0.0,0.38,1.0,0.0,planner jargon and looping away from goal,"The first half sounds like a reasonable park meetup, but the trace drifts into generic planner language, then leaves the park and finishes at the office without preserving the intended social outcome."
social_copresence_open_meet,sotopia_official_llm_agent,0.78,0.34,0.55,0.72,1.0,0.0,0.44,0.5,0.0,premature finish,"Travel to the park is plausible, but the trace stops immediately on arrival without any actual co-presence with Casey, so the full behavior does not match the intended meetup."
social_copresence_open_meet,generative_agents_official_planner,0.58,0.16,0.22,0.43,0.833,0.0,0.42,0.2,0.167,adapter-like looping move trace,"The trace superficially resembles a walk to a park for a meetup, but the repeated zero-minute move, the no-op move ending at plaza, and the generic adapter reasons make the sequence feel mechanically generated rather than like believable city behavior."
social_copresence_open_meet,agentsociety_official_plan_blocks,0.79,0.42,0.88,0.58,0.8,0.0,0.37,0.7,0.2,repeated scripted meetup,"The actions sound like a reasonable park meetup plan at face value, but the sequence repeats the meeting twice, then ends with an odd exhausted-finish pattern that makes the full trace feel less like ordinary city behavior."
social_copresence_two_party,gatsim_official_planner,0.88,0.54,0.93,0.67,1.0,0.0,0.34,1.0,0.0,template-driven looping and odd sequencing,"The stated plan matches the park-then-cafe intention well, but the trace reads mechanically repetitive and includes unnecessary office returns and admin-like steps that reduce end-to-end behavioral believability."
social_copresence_two_party,sotopia_official_llm_agent,0.84,0.44,0.72,0.58,1.0,0.0,0.4,0.4,0.0,wasted/looping movement,"The plan to meet Casey first and Ben later is locally reasonable, but the trace includes redundant self-moves and then skips the first meeting instead of executing the intended two-stop sequence."
social_copresence_two_party,generative_agents_official_planner,0.84,0.22,0.18,0.41,0.222,0.618,0.62,0.2,0.778,planner drifts into repetitive idle dwelling and misses the park meeting,"The intended two-meeting plan is plausible on its face, but the trace immediately diverts to the cafe, never reaches the park, and then repeats dwell actions without clear social behavior."
social_copresence_two_party,agentsociety_official_plan_blocks,0.73,0.18,0.9,0.28,0.125,0.605,0.55,0.2,0.875,missed meeting window and redundant waiting,"The plan sounds reasonable at the surface, but it loops at the park, then reaches the cafe too late for Ben's window, so the full sequence is not believable as a successful city behavior."
