scenario_id,family,agent_type,plan_plausibility,trace_feasibility,plausibility_feasibility_gap,impossible_trace_rate,city_false_continue,goal_completion,task_completion,constraint_satisfaction,process_success,feasibility_violation,replanning_success,travel_efficiency,budget_consistency,intention_consistency,social_appropriateness,done_state_loop_rate,social_derailment_rate,final_time,final_location,final_budget,violations,failure_taxonomy,llm_calls,llm_latency_seconds,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_usage_complete
social_copresence_decoy_location,social_outcome,gatsim_official_planner,1.0,0.4,0.6,0.6,0.0,0.15,0.0,0.429,,0.6,,1.0,1.0,0.06,0.0,0.0,0.0,13:00,quiet_cafe,6.0,6,"{""invalid_state_transition"": 6}",6,59.644,56726,1021,57747,True
social_copresence_decoy_location,social_outcome,sotopia_official_llm_agent,1.0,1.0,0.0,0.0,0.0,0.55,0.308,1.0,,0.0,,1.0,1.0,0.55,0.5,0.0,0.0,12:34,library,16.0,0,"{""goal_drift"": 1}",10,64.728,69498,378,69876,True
social_copresence_decoy_location,social_outcome,generative_agents_official_planner,1.0,0.714,0.286,0.286,1.0,0.35,0.308,0.429,,0.286,,1.0,1.0,0.25,0.5,0.0,0.0,13:20,quiet_cafe,6.0,2,"{""impossible_route"": 1, ""money_budget_failure"": 1}",5,30.182,29605,699,30304,True
social_copresence_decoy_location,social_outcome,agentsociety_official_plan_blocks,1.0,0.5,0.5,0.5,1.0,0.35,0.308,0.429,,0.5,,1.0,1.0,0.175,0.5,0.0,0.0,13:30,quiet_cafe,16.0,5,"{""money_budget_failure"": 4, ""time_budget_failure"": 1}",8,50.408,56089,1098,57187,True
social_copresence_event_window,social_outcome,gatsim_official_planner,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,0.415,1.0,1.0,1.0,0.0,0.0,16:54,pharmacy,2.0,0,{},1,12.81,8793,440,9233,True
social_copresence_event_window,social_outcome,sotopia_official_llm_agent,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,,0.0,,0.548,1.0,0.5,0.0,0.0,0.0,16:31,market,16.0,0,"{""goal_drift"": 1}",4,13.679,26896,71,26967,True
social_copresence_event_window,social_outcome,generative_agents_official_planner,1.0,0.333,0.667,0.667,1.0,0.2,0.0,0.4,,0.667,,1.0,1.0,0.067,0.0,0.0,0.0,17:20,market,16.0,4,"{""impossible_route"": 1, ""money_budget_failure"": 3}",7,36.233,40545,674,41219,True
social_copresence_event_window,social_outcome,agentsociety_official_plan_blocks,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,,0.0,,0.548,1.0,0.5,0.0,0.0,0.0,16:32,market,16.0,0,"{""goal_drift"": 1}",2,13.503,13563,389,13952,True
social_copresence_message_gated,social_outcome,gatsim_official_planner,1.0,0.4,0.6,0.6,0.0,0.15,0.0,0.429,,0.6,,1.0,1.0,0.06,0.0,0.0,0.0,13:05,quiet_cafe,6.0,6,"{""invalid_state_transition"": 6}",6,35.941,56709,945,57654,True
social_copresence_message_gated,social_outcome,sotopia_official_llm_agent,1.0,1.0,0.0,0.0,0.0,0.55,0.308,1.0,,0.0,,1.0,1.0,0.55,0.5,0.0,0.0,12:27,quiet_cafe,16.0,0,"{""goal_drift"": 1}",5,22.64,34093,144,34237,True
social_copresence_message_gated,social_outcome,generative_agents_official_planner,1.0,0.8,0.2,0.2,1.0,0.35,0.308,0.429,,0.2,,0.568,1.0,0.28,0.5,0.0,0.0,12:57,library,16.0,2,"{""impossible_route"": 1, ""invalid_state_transition"": 1}",3,23.066,18079,676,18755,True
social_copresence_message_gated,social_outcome,agentsociety_official_plan_blocks,1.0,0.5,0.5,0.5,1.0,0.35,0.308,0.429,,0.5,,1.0,1.0,0.175,0.5,0.0,0.0,13:20,quiet_cafe,16.0,4,"{""money_budget_failure"": 4}",8,45.175,55946,882,56828,True
social_copresence_open_meet,social_outcome,gatsim_official_planner,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,0.5,1.0,1.0,1.0,0.0,0.0,13:06,office,16.0,0,{},1,9.332,8795,377,9172,True
social_copresence_open_meet,social_outcome,sotopia_official_llm_agent,1.0,0.75,0.25,0.25,0.0,0.2,0.0,0.4,,0.25,,0.641,1.0,0.15,0.0,0.0,0.0,12:40,park,16.0,1,"{""invalid_state_transition"": 1}",5,20.741,33726,93,33819,True
social_copresence_open_meet,social_outcome,generative_agents_official_planner,1.0,0.6,0.4,0.4,1.0,0.2,0.0,0.4,,0.4,,1.0,1.0,0.12,0.0,0.0,0.0,13:21,park,16.0,2,"{""impossible_route"": 1, ""time_budget_failure"": 1}",3,22.713,17808,490,18298,True
social_copresence_open_meet,social_outcome,agentsociety_official_plan_blocks,1.0,0.375,0.625,0.625,1.0,0.2,0.0,0.4,,0.625,,0.581,1.0,0.075,0.0,0.0,0.0,13:23,park,16.0,5,"{""invalid_state_transition"": 4, ""time_budget_failure"": 1}",8,56.057,55519,1385,56904,True
social_copresence_two_party,social_outcome,gatsim_official_planner,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:03,cafe_central,8.0,0,{},1,9.948,8845,424,9269,True
social_copresence_two_party,social_outcome,sotopia_official_llm_agent,1.0,1.0,0.0,0.0,0.0,0.4,0.0,1.0,,0.0,,0.852,1.0,0.4,0.0,0.0,0.0,12:54,cafe_central,20.0,0,"{""goal_drift"": 1}",5,22.201,33991,95,34086,True
social_copresence_two_party,social_outcome,generative_agents_official_planner,1.0,0.75,0.25,0.25,1.0,0.2,0.0,0.5,,0.25,,1.0,1.0,0.15,0.0,0.0,0.0,13:31,cafe_central,8.0,2,"{""impossible_route"": 1, ""money_budget_failure"": 1}",5,40.348,29666,850,30516,True
social_copresence_two_party,social_outcome,agentsociety_official_plan_blocks,1.0,0.556,0.444,0.444,0.0,0.2,0.0,0.5,,0.444,,0.767,1.0,0.111,0.0,0.0,1.0,13:37,cafe_central,20.0,4,"{""invalid_state_transition"": 4, ""social_derailment"": 1}",10,67.5,69946,1721,71667,True
social_copresence_with_errand,social_outcome,gatsim_official_planner,1.0,0.909,0.091,0.091,1.0,0.6,1.0,0.0,,0.091,,0.789,0.0,0.545,1.0,0.0,0.0,17:57,market,-5.0,1,"{""money_budget_failure"": 1}",2,16.431,18095,518,18613,True
social_copresence_with_errand,social_outcome,sotopia_official_llm_agent,1.0,0.625,0.375,0.375,0.0,0.2,0.0,0.5,,0.375,,0.909,1.0,0.125,0.0,1.0,0.0,17:51,pharmacy,18.0,3,"{""done_state_loop"": 1, ""invalid_state_transition"": 3}",9,37.159,63013,196,63209,True
social_copresence_with_errand,social_outcome,generative_agents_official_planner,1.0,0.417,0.583,0.583,1.0,0.55,0.583,0.5,,0.583,,1.0,1.0,0.229,1.0,0.0,1.0,18:30,market,18.0,7,"{""impossible_route"": 1, ""invalid_state_transition"": 3, ""money_budget_failure"": 3, ""social_derailment"": 1}",13,85.808,76981,2130,79111,True
social_copresence_with_errand,social_outcome,agentsociety_official_plan_blocks,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,0.909,1.0,1.0,1.0,0.0,0.0,17:46,pharmacy,9.0,0,{},2,17.478,13663,393,14056,True
