scenario_id,family,agent_type,plan_plausibility,trace_feasibility,plausibility_feasibility_gap,impossible_trace_rate,city_false_continue,goal_completion,task_completion,constraint_satisfaction,process_success,feasibility_violation,replanning_success,travel_efficiency,budget_consistency,intention_consistency,social_appropriateness,done_state_loop_rate,social_derailment_rate,final_time,final_location,final_budget,violations,failure_taxonomy,llm_calls,llm_latency_seconds,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_usage_complete
hard_budget_entangled_meet,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,0.85,0.769,1.0,,0.0,,1.0,1.0,0.85,1.0,0.0,1.0,18:25,home_aria,1.0,0,"{""social_derailment"": 1}",10,69.74,40076,1647,41723,True
hard_budget_entangled_meet,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,18:31,home_aria,1.0,0,{},1,13.014,2298,795,3093,True
hard_deadline_then_meet,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:05,quiet_cafe,2.0,0,{},9,52.861,34775,1103,35878,True
hard_deadline_then_meet,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,0.7,0.5,1.0,,0.0,,0.709,1.0,0.7,0.0,0.0,0.0,13:01,bookstore,12.0,0,"{""goal_drift"": 1}",1,15.182,2394,1154,3548,True
hard_full_evening_chain,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,18:16,home_aria,4.0,0,{},10,60.464,41005,1584,42589,True
hard_full_evening_chain,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,0.85,0.786,1.0,,0.0,,1.0,1.0,0.85,1.0,0.0,1.0,18:08,gym,4.0,0,"{""social_derailment"": 1}",1,14.478,2234,1006,3240,True
hard_overlapping_windows,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,0.7,0.5,1.0,,0.0,,1.0,1.0,0.7,0.5,0.0,1.0,13:03,cafe_central,6.0,0,"{""goal_drift"": 1, ""social_derailment"": 1}",8,44.753,29378,1133,30511,True
hard_overlapping_windows,social_outcome_hard,api_llm_plan_and_execute,1.0,0.857,0.143,0.143,0.0,0.5,0.5,0.5,,0.143,,1.0,1.0,0.429,0.5,0.0,1.0,13:13,cafe_central,6.0,1,"{""invalid_state_transition"": 1, ""social_derailment"": 1}",1,10.923,2309,587,2896,True
hard_stale_plan_override,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,12:34,quiet_cafe,6.0,0,{},6,34.599,21113,751,21864,True
hard_stale_plan_override,social_outcome_hard,api_llm_plan_and_execute,1.0,1.0,0.0,0.0,0.0,0.6,0.333,1.0,,0.0,,1.0,1.0,0.6,0.5,0.0,1.0,12:49,quiet_cafe,6.0,0,"{""goal_drift"": 1, ""social_derailment"": 1}",1,11.269,2162,547,2709,True
hard_three_meeting_relay,social_outcome_hard,api_llm_react_tool_policy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,13:20,budget_diner,1.0,0,{},14,81.057,58752,1546,60298,True
hard_three_meeting_relay,social_outcome_hard,api_llm_plan_and_execute,1.0,0.923,0.077,0.077,0.0,0.6,0.667,0.5,,0.077,,1.0,1.0,0.554,0.667,0.0,1.0,13:14,budget_diner,1.0,1,"{""invalid_state_transition"": 1, ""social_derailment"": 1}",1,15.339,2760,950,3710,True
