scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
hard_budget_entangled_meet,gatsim_official_planner,0.84,0.58,0.43,0.62,1.0,0.0,0.26,1.0,0.0,generic planner hallucination,"The sequence is superficially coherent as a day of errands and a cafe meet, but the reasons are boilerplate and the trace shows planner-driven actions rather than a natural urban decision process."
hard_budget_entangled_meet,sotopia_official_llm_agent,0.66,0.34,0.45,0.52,0.714,0.0,0.32,0.45,0.286,irrelevant repeated actions and unfinished meeting,"The trace starts with a believable pharmacy-to-cafe errand, but it repeats buys/enters without explanation, never clearly meets Casey in the required window, and ends abruptly at the cafe with the plan incomplete."
hard_budget_entangled_meet,generative_agents_official_planner,0.9,0.63,0.22,0.84,0.875,0.025,0.27,0.6,0.125,missing meeting with Casey,"The sequence reads like a normal errand-and-return plan, but it never actually shows Casey meeting behavior and the reasons are generic adapter placeholders rather than scenario-grounded intentions."
hard_budget_entangled_meet,agentsociety_official_plan_blocks,0.28,0.12,0.22,0.18,0.857,0.0,0.16,0.45,0.143,template drift and unmet end goals,"The trace contains a plausible cafe-to-pharmacy errand sequence, but the stated reasons are generic and it never returns home or maintains a coherent plan around the time window, so the full behavior reads as a misaligned template rather than ordinary city activity."
hard_deadline_then_meet,gatsim_official_planner,0.7,0.55,0.6,0.62,1.0,0.0,0.15,1.0,0.0,generic planner boilerplate,"The sequence has a sensible deadline-first then meeting-later structure, but the reasons are generic and the extra pay/enter-home steps make the trace feel more scripted than natural."
hard_deadline_then_meet,sotopia_official_llm_agent,0.74,0.28,0.62,0.31,0.8,0.0,0.46,0.2,0.2,redundant duplicate pharmacy service,"The route to the pharmacy before the deadline is sensible, but the trace wastes time by repeating the pickup service and then stops without ever reaching the scheduled meeting."
hard_deadline_then_meet,generative_agents_official_planner,0.72,0.46,0.18,0.66,1.0,0.0,0.26,0.7,0.0,template-adapter actions without reasons,"The sequence is broadly urban-plausible in location order, but the stated reasons are generic placeholders and the mid-trace library detour weakens the end-to-end realism for a deadline-driven plan."
hard_deadline_then_meet,agentsociety_official_plan_blocks,0.48,0.28,0.85,0.35,1.0,0.0,0.2,0.7,0.0,premature termination,"The pickup sequence is locally sensible, but the trace stops after the prescription and never attempts the later meeting, making the full behavior incomplete and only weakly city-like."
hard_full_evening_chain,gatsim_official_planner,0.88,0.58,0.43,0.84,1.0,0.0,0.3,1.0,0.0,template-like GATSim reasons,"The sequence of shopping, diner meal, brief Casey overlap, and going home is broadly believable, but the stated reasons are generic placeholder language and the move/finish structure feels overly mechanical."
hard_full_evening_chain,sotopia_official_llm_agent,0.72,0.41,0.22,0.58,0.857,0.0,0.31,0.45,0.143,missing intended social/home follow-through,"The sequence of going to a market and then a diner is broadly plausible, but the trace stops after dinner with no evidence of meeting Casey or returning home, and the repeated generic actions/reasons do not reflect the stated plan."
hard_full_evening_chain,generative_agents_official_planner,0.78,0.46,0.36,0.67,1.0,0.0,0.32,0.75,0.0,missing social meeting,"The shopping-then-dinner-then-home sequence is broadly plausible, but the trace never actually shows Casey meeting at the diner and the reasons are generic adapter text rather than scenario-driven planning."
