scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
avoid_crowd_event,utility_planner,0.78,0.42,0.88,0.47,1.0,0.0,0.36,1.0,0.0,prematurely incomplete,"Going to a park for exercise is plausible, and the stated reason matches the move, but the trace stops immediately without attempting groceries or showing any response to the concert crowd."
avoid_crowd_event,api_llm_direct_actor,0.72,0.46,0.88,0.54,1.0,0.0,0.26,1.0,0.0,missed groceries and repetitive dwell,"The route to the park and avoidance of the concert crowd are sensible, but the trace repeatedly dwells in place, never picks up groceries, and feels more like stalling than a complete urban errand."
avoid_crowd_event,api_llm_plan_then_act,0.87,0.82,0.93,0.9,1.0,0.0,0.05,1.0,0.0,budget depletion,"The sequence is urbanly normal and matches the stated preference to avoid the plaza crowd, but ending with budget exactly at zero makes the shopping outcome a bit strained."
avoid_crowd_event,api_llm_reactive_replanner,0.71,0.42,0.78,0.58,1.0,0.0,0.29,1.0,0.0,missed groceries goal,"Going to the park to avoid the concert crowd is plausible, but the trace stops early and never attempts the grocery pickup, making the full behavior incomplete."
budget_errand_chain,utility_planner,0.96,0.94,0.98,0.97,1.0,0.0,0.02,1.0,0.0,none,"The agent follows a straightforward, realistic errand chain that matches the budget and returns home on time, with reasons that align cleanly to the actions."
budget_errand_chain,api_llm_direct_actor,0.72,0.38,0.66,0.55,0.75,0.0,0.34,1.0,0.25,errand loop / repeated detour,"The early pharmacy-to-diner-to-home sequence is reasonable, but the trace then backtracks to the pharmacy and never clearly completes dinner, making the overall behavior look drifted and repetitive."
budget_errand_chain,api_llm_plan_then_act,0.99,0.98,0.99,0.98,1.0,0.0,0.01,1.0,0.0,none,"The sequence is a straightforward, budget-aware errand chain that matches the persona, goals, and time window, with only minor simplification in the travel timing."
budget_errand_chain,api_llm_reactive_replanner,0.98,0.96,0.99,0.97,1.0,0.0,0.02,1.0,0.0,none,"The sequence is a straightforward, realistic evening errand chain: buy medicine, eat at the cheap diner, return home on time, and still stay within budget."
closed_poi_replacement,utility_planner,0.92,0.78,0.98,0.9,1.0,0.0,0.14,1.0,0.0,slightly odd timing/replacement choice,"The agent sensibly switches from a closed library to a quiet bookstore and stays long enough to work, though the exact timing feels a bit artificial and efficient for a real urban errand."
closed_poi_replacement,api_llm_direct_actor,0.89,0.84,0.96,0.9,1.0,0.0,0.05,1.0,0.0,slight budget inconsistency,"The agent sensibly pivots to a quiet paid workspace and stays there for a focused session, but the final budget/state details are a bit inconsistent with the coworking cost."
closed_poi_replacement,api_llm_plan_then_act,0.97,0.95,0.98,0.96,0.5,0.47,0.02,0.75,0.5,none,"The agent promptly switches from the closing library to a reasonable quiet cafe, spends a full hour working, and finishes in a way that matches the stated goal and scenario."
closed_poi_replacement,api_llm_reactive_replanner,0.95,0.94,0.98,0.97,1.0,0.0,0.01,1.0,0.0,none,"The agent sensibly switches to the coworking space, stays there for a full hour, and finishes with reasons that match the actions and the quiet-work goal."
closed_study_spot_replacement,utility_planner,0.96,0.0,0.97,0.94,1.0,0.0,0.96,1.0,0.0,typo in requested field name,"The plan is very plausible: Aria leaves for a nearby open quiet spot, works for 50 minutes, and avoids the closed library, though the trace ends early and spends money in a reasonable way."
closed_study_spot_replacement,api_llm_direct_actor,0.94,0.82,0.97,0.91,1.0,0.0,0.12,1.0,0.0,slight repetition,"The agent sensibly reroutes from the closed library to a quiet bookstore and spends the session there, with only minor repetitive dwell logging reducing full-sequence realism."
closed_study_spot_replacement,api_llm_plan_then_act,0.97,0.95,0.98,0.96,1.0,0.0,0.02,1.0,0.0,none,"The agent sensibly switches from the closed library to a nearby quiet bookstore, works long enough, and stays within budget, which reads like ordinary city behavior."
closed_study_spot_replacement,api_llm_reactive_replanner,0.92,0.72,0.98,0.91,1.0,0.0,0.2,1.0,0.0,slight duplicated dwell,"The agent sensibly switches to a nearby quiet bookstore after the library closure and stays there for a long work block, though the extra 40-minute dwell after an initial 50-minute dwell makes the sequence feel a bit repetitive."
commute_disruption,utility_planner,0.78,0.42,0.88,0.45,0.0,0.78,0.36,0.5,1.0,missing disruption handling,"The commute goal and finish are plausible, but the trace ignores the hub delay context and reaches the office as if no replanning or avoidance were needed."
commute_disruption,api_llm_direct_actor,0.74,0.34,0.63,0.52,1.0,0.0,0.4,1.0,0.0,route/logic inconsistency,"The trace starts with a sensible detour to avoid the disrupted hub, but it then claims the direct office route is feasible despite the blocked edge and drifts into repeated idle dwelling after arrival."
commute_disruption,api_llm_plan_then_act,0.92,0.94,0.96,0.9,1.0,0.0,0.0,1.0,0.0,none,"Aria takes a sensible alternate commute, avoids the disrupted hub route, and arrives well before the check-in deadline with reasons that match the actions."
commute_disruption,api_llm_reactive_replanner,0.94,0.88,0.96,0.91,0.0,0.94,0.06,0.5,1.0,none,"The commuter departs early, arrives before the hub disruption matters, and finishes appropriately, which reads like a sensible urban commute plan."
conflicting_social_obligation,utility_planner,0.93,0.86,0.97,0.9,1.0,0.0,0.07,1.0,0.0,slightly abrupt early finish,"Aria’s sequence is socially and spatially sensible: she completes the work block, sends an honest refusal/update, and stays put, with only a minor awkwardness that the trace ends before the full episode window."
conflicting_social_obligation,api_llm_direct_actor,0.91,0.63,0.95,0.84,1.0,0.0,0.28,1.0,0.0,repeated dwell overshoots,"The messaging and staying at the coworking space are very plausible, but the trace oddly repeats extra work dwell after already completing the needed block, which makes the full sequence less believable."
conflicting_social_obligation,api_llm_plan_then_act,0.98,0.97,0.99,0.96,1.0,0.0,0.01,1.0,0.0,none,"Aria completes the work block, sends a polite refusal that matches the deadline conflict, and stays at the coworking space with no odd detours."
conflicting_social_obligation,api_llm_reactive_replanner,0.97,0.98,0.99,0.95,1.0,0.0,0.0,1.0,0.0,none,"Aria completes an uninterrupted work block, replies politely and specifically to Ben, and avoids an infeasible commitment in a very natural sequence."
detour_commute_midroute_block,utility_planner,0.72,0.46,0.58,0.62,0.0,0.72,0.26,0.35,1.0,ignores disruption timing,"Going straight to the office is locally plausible, but the trace fails to engage with the mid-route alert or show any replan despite the scenario’s disruption focus."
detour_commute_midroute_block,api_llm_direct_actor,0.72,0.24,0.66,0.31,0.875,0.0,0.48,0.65,0.125,repetitive route looping,"The detour and replan idea is plausible, but the trace repeatedly oscillates between park and cafe without clear progress, making the full commute look behaviorally implausible even though the final office arrival is reasonable."
detour_commute_midroute_block,api_llm_plan_then_act,0.55,0.28,0.72,0.46,0.6,0.0,0.27,0.85,0.4,budget and route inconsistency,"The detour narrative is reasonable, but the path feels ad hoc and the final negative budget makes the commute sequence hard to believe as a valid city behavior."
detour_commute_midroute_block,api_llm_reactive_replanner,0.58,0.33,0.55,0.38,0.6,0.0,0.25,0.85,0.4,route/behavior inconsistency,"The commute-to-office detour is broadly plausible, but the sequence oddly loops through gym and park backtracking, and the negative budget plus self-referential finish make the full trace feel less believable."
lunch_meeting_time_pressure,utility_planner,0.72,0.48,0.78,0.67,1.0,0.0,0.24,1.0,0.0,missing co-presence with Ben,"The move-and-wait sequence is a reasonable lunch meeting plan, but it ends at the cafe without ever showing Ben arriving or any actual meeting taking place."
lunch_meeting_time_pressure,api_llm_direct_actor,0.92,0.74,0.96,0.89,1.0,0.0,0.18,1.0,0.0,excessive waiting and repeated messaging,"The plan is locally sensible and matches Aria’s preference for a quiet, punctual lunch, but it loops on coordination and mostly waits rather than ensuring Ben actually arrives."
lunch_meeting_time_pressure,api_llm_plan_then_act,0.93,0.81,0.96,0.9,1.0,0.0,0.12,1.0,0.0,slight timing simplification,"The agent’s choice to go straight to the quieter cafe and wait there is a very reasonable lunch-meeting plan, though the trace slightly glosses over whether Ben actually arrives and whether the wait duration was necessary."
lunch_meeting_time_pressure,api_llm_reactive_replanner,0.84,0.48,0.7,0.62,1.0,0.0,0.36,1.0,0.0,meeting claimed without co-presence,"The chosen quiet cafe and waiting behavior are sensible under time pressure, but the trace finishes by asserting success without any evidence Ben ever arrived or that co-presence was achieved."
meeting_wait_trap,utility_planner,0.72,0.0,0.42,0.61,1.0,0.0,0.72,0.8,0.0,waited without coordinating,"Going to a cafe and waiting is superficially reasonable, but the trace never confirms Ben or achieves co-presence, so it looks like a failed coordination plan rather than believable city behavior."
meeting_wait_trap,api_llm_direct_actor,0.72,0.28,0.86,0.31,1.0,0.0,0.44,0.55,0.0,repeated messaging without traveling,"The intent to coordinate a lunch meeting is sensible, but the trace gets stuck sending similar messages from the office and never actually moves to meet Ben, so the full behavior looks implausible."
meeting_wait_trap,api_llm_plan_then_act,0.78,0.42,0.86,0.63,1.0,0.0,0.36,0.55,0.0,premature finish before meeting window,"The individual actions are realistic for a lunch coordination attempt, but the trace ends at 12:33 after waiting at the cafe instead of actually completing the meeting during the 12:35–12:55 window."
meeting_wait_trap,api_llm_reactive_replanner,0.78,0.35,0.9,0.62,1.0,0.0,0.43,1.0,0.0,waiting-loop,"The early messaging and trip to Central Cafe are reasonable, but the trace then devolves into repeated waiting and duplicate messages instead of adapting to a confirmed meeting outcome."
memory_dependent_place_choice,utility_planner,0.93,0.72,0.96,0.91,1.0,0.0,0.21,1.0,0.0,premature finish,"The agent’s choice of a quiet cafe and waiting for the meeting window is plausible and matches its memory, but ending exactly at 10:30 without ever meeting Ben makes the full trace feel incomplete."
memory_dependent_place_choice,api_llm_direct_actor,0.9,0.52,0.97,0.78,1.0,0.0,0.38,1.0,0.0,goal drift / never meets Ben,"Choosing the quiet cafe is very plausible and the reasons fit the memory cues, but the trace spends the whole episode lingering there and never carries out the intended meeting with Ben."
