scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
social_copresence_decoy_location,api_llm_react_tool_policy,0.95,0.72,0.98,0.83,1.0,0.0,0.23,1.0,0.0,slight over-explanation of venue evidence,"The trace follows a coherent plan to confirm with Ben, go to the quiet cafe, and meet within the time window, though a few steps read like validator-aware padding rather than ordinary city behavior."
social_copresence_decoy_location,api_llm_plan_and_execute,0.96,0.84,0.98,0.88,1.0,0.0,0.12,1.0,0.0,slightly scripted sequence,"The trace is coherent and matches the stated goal, with ordinary planning around confirmation, travel, waiting, and meeting at the correct cafe, though it reads a bit clean and procedurally scripted."
social_copresence_event_window,api_llm_react_tool_policy,0.86,0.72,0.9,0.74,1.0,0.0,0.14,1.0,0.0,slight sequencing oddity,"The agent’s actions and reasons are broadly consistent with a short city errand to meet someone at a market, though the full trace is a bit over-scripted and includes unnecessary venue-service behavior before waiting."
social_copresence_event_window,api_llm_plan_and_execute,0.84,0.46,0.89,0.62,1.0,0.0,0.38,1.0,0.0,missed window timing drift,"The plan sounds locally sensible for reaching and waiting at the market, but the timeline slips past the stated 16:25 start of Casey's window before interaction begins, which weakens the full sequence."
social_copresence_message_gated,api_llm_react_tool_policy,0.96,0.78,0.93,0.81,1.0,0.0,0.18,1.0,0.0,slightly forced service/wait sequencing,"The trace follows the intended confirm-then-meet pattern clearly, though the extra venue-service step and formalized interaction timing make the full sequence feel a bit scripted rather than fully ordinary."
social_copresence_message_gated,api_llm_plan_and_execute,0.98,0.78,0.96,0.9,1.0,0.0,0.2,1.0,0.0,slight timing drift,"The plan to message Ben first, travel to the cafe, and wait there is very plausible, though the sequence drifts a bit because the meeting starts before the stated window and the activity ends without clearly establishing Ben's presence."
social_copresence_open_meet,api_llm_react_tool_policy,0.96,0.67,0.93,0.88,1.0,0.0,0.29,1.0,0.0,repetitive co-presence evidence,"The plan to go to the park, wait for the window, and meet Casey is believable, but the repeated interaction step reads a bit artificial and trace-like rather than natural city behavior."
social_copresence_open_meet,api_llm_plan_and_execute,0.96,0.89,0.97,0.93,1.0,0.0,0.07,1.0,0.0,minor over-explicitness,"The sequence is a straightforward lunch meetup plan that reaches the park, waits for the window, and then interacts with Casey there; it reads plausibly, with only slight trace awkwardness from the overly explicit evidence-style reasoning."
social_copresence_two_party,api_llm_react_tool_policy,0.91,0.58,0.89,0.66,1.0,0.0,0.33,1.0,0.0,timing drift and artificial sequencing,"The plan sounds locally reasonable, but the trace waits in place to hit the second window and arrives at the cafe with a somewhat contrived service step, making the full sequence less natural than the stated intentions."
social_copresence_two_party,api_llm_plan_and_execute,0.86,0.45,0.9,0.7,0.778,0.082,0.41,0.5,0.222,window timing drift,"The plan sounds reasonable at face value, but it misses the intended meeting windows and ends the Ben interaction after the episode ends, which weakens the full trace believability."
social_copresence_with_errand,api_llm_react_tool_policy,0.77,0.34,0.72,0.44,0.75,0.02,0.43,0.6,0.25,budget violation,"The plan sounds locally reasonable, but the trace wastes steps, duplicates buying, and ends with a negative budget, which makes the full behavior hard to believe as a valid city action sequence."
social_copresence_with_errand,api_llm_plan_and_execute,0.94,0.57,0.9,0.78,0.857,0.083,0.37,0.8,0.143,time-window confusion,"The actions look like a reasonable errand-plus-meeting plan, but the trace shows a temporal inconsistency by waiting for a window that had already started, which weakens the full-sequence believability."
